Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,amazon_parent_asin (product.metafields.custom.amazon_parent_asin),Short name (product.metafields.custom.short_name),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
personalized-bigfoot-camping-night-scene-area-rug-home-decor,,,,,,,,,Small: 3x5ft,,,,,,,,AMZ-RUG-B0FGX7LNG1-2,0.0,,0,deny,manual,69.85,93.13,true,false,,,,,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/310602cabb27a0cf46795aa53f68f95cf5c5f1d1fa256a0f3a99ff0ca19c10dd.jpg?v=1789056889,2,Personalized Bigfoot Area Rug Sasquatch Rug Unique Outdoor Adventure for Home Décor Living Room Bedroom (Bigfoot Camper),,,,,,,,,,,,,,,,,,,,lb,,,
personalized-bigfoot-camping-night-scene-area-rug-home-decor,,,,,,,,,Medium: 4x6ft,,,,,,,,AMZ-RUG-B0FGX7LNG1-3,0.0,,0,deny,manual,104.85,139.80,true,false,,,,,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/906a3cc4be472c73f36c4406fb7f59553140086177eaa5b8409c2aba289dc621.jpg?v=1789056890,3,Personalized Bigfoot Area Rug Sasquatch Rug Unique Outdoor Adventure for Home Décor Living Room Bedroom (Bigfoot Camper),,,,,,,,,,,,,,,,,,,,lb,,,
personalized-bigfoot-camping-night-scene-area-rug-home-decor,,,,,,,,,Large: 5x8ft,,,,,,,,AMZ-RUG-B0FGX7LNG1-4,0.0,,0,deny,manual,139.85,186.47,true,false,,,,,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e0acef5602288008626b7adefde947121e66b7d7e515e490dd741f3b325b7059_2f77796a-7a34-45de-be81-084e2d433826.jpg?v=1789056889,4,Personalized Bigfoot Area Rug Sasquatch Rug Unique Outdoor Adventure for Home Décor Living Room Bedroom (Bigfoot Camper),,,,,,,,,,,,,,,,,,,,lb,,,
personalized-bigfoot-camping-night-scene-area-rug-home-decor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/460f185b108ca0dab4923e827530289c6af57e89a685b62a2b2cc82d77f26296.jpg?v=1789056890,5,Personalized Bigfoot Area Rug Sasquatch Rug Unique Outdoor Adventure for Home Décor Living Room Bedroom (Bigfoot Camper),,,,,,,,,,,,,,,,,,,,,,,
personalized-bigfoot-camping-night-scene-area-rug-home-decor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/92da9d3b37e4bca3464907a9f2143a4f9cceea85124a5fa8551945e077e5d46e.jpg?v=1789056889,6,Personalized Bigfoot Area Rug Sasquatch Rug Unique Outdoor Adventure for Home Décor Living Room Bedroom (Bigfoot Camper),,,,,,,,,,,,,,,,,,,,,,,
personalized-checkered-flag-racing-area-rug-non-slip-design-05,"Personalized Checkered Flag Racing Area Rug, Non-Slip - Design 05","<p>This personalized area rug brings the excitement of the race track into any space. Featuring a detailed checkered flag pattern and a lifelike race track design, it can be customized with a personal name or word. This rug combines engaging aesthetics with practical design for race car fans.</p><h3>Product Highlights</h3><ul><li>Features iconic checkered flag and race-track graphics.</li><li>Customizable with a personal name or word.</li><li>Offers a soft yet durable polyester surface.</li><li>Equipped with a non-slip rubber backing for confident grip.</li><li>Versatile for game rooms, garages, or kid’s spaces.</li></ul><h3>Specifications</h3><table border=""1"" cellpadding=""6"" style=""border-collapse:collapse;width:100%""><tr><th align=""left"" width=""35%"">Attribute</th><th align=""left"">Value</th></tr><tr><td>Rug Form</td><td>Area Rug</td></tr><tr><td>Item Shape</td><td>Rectangular</td></tr><tr><td>Weave Type</td><td>Machine Made</td></tr><tr><td>Pile Height</td><td>Low Pile</td></tr><tr><td>Construction Type</td><td>Machine Made</td></tr><tr><td>Indoor/Outdoor Usage</td><td>Both</td></tr><tr><td>Room Type</td><td>Game Room, Garage, Kid’s Bedroom</td></tr><tr><td>Water Resistance Level</td><td>Not Water Resistant</td></tr><tr><td>Pattern</td><td>Checkered</td></tr><tr><td>Theme</td><td>Racing, Motorsports</td></tr><tr><td>Style</td><td>Modern</td></tr><tr><td>Number of Pieces</td><td>1</td></tr></table><h3>Material &amp; Care</h3><table border=""1"" cellpadding=""6"" style=""border-collapse:collapse;width:100%""><tr><th align=""left"" width=""35%"">Item</th><th align=""left"">Detail</th></tr><tr><td>Material Type</td><td>Sponge - Memory Foam</td></tr><tr><td>Backing Material</td><td>High-quality Epoxy</td></tr></table><h3>Where It Works</h3><p>This rug is suitable for enhancing game rooms, garages, kid's bedrooms, patios, entryways, or living spaces. Its robust design and customizable features make it a vibrant addition to any motorsport-themed environment.</p>",CHILLGEN,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Crafting Patterns & Molds > Sewing Patterns > Home Decor Sewing Patterns,Rug,"amazon-parent-b0fjrpw98p, checkered, home-decor, modern, personalized, racing, rectangular, rug, sports",false,Select Size,XX-Small: 1x1.5ft - OUT OF STOCK,,,,,,,,AMZ-RUG-B0FJRR4YVM-1,0.0,,0,deny,manual,30.90,38.63,true,false,,,,,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/705f60242708f6af076d9227f3dde2389f7b98fe0dcc56d9b0a4f408f5cfb275.jpg?v=1789059419,1,"Personalized Checkered Flag Racing Area Rug, Non-Slip - Design 05",false,,"Modern racing area rug with non-slip backing, perfect for game rooms, garages, or kid's spaces.",3697,,,,,,,,,,,B0FJRPW98P,,,,,lb,,,draft
personalized-checkered-flag-racing-area-rug-non-slip-design-05,,,,,,,,,X-Small: 2x3ft,,,,,,,,AMZ-RUG-B0FJRR4YVM-2,0.0,,0,deny,manual,35.90,44.88,true,false,,,,,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b7e600ea233246531f227be59aabde7add95b0f120f081a110975a5d2fa5681e.jpg?v=1789059419,2,"Personalized Checkered Flag Racing Area Rug, Non-Slip - Design 05",,,,,,,,,,,,,,,,,,,,lb,,,
personalized-checkered-flag-racing-area-rug-non-slip-design-05,,,,,,,,,Small: 3x5ft,,,,,,,,AMZ-RUG-B0FJRR4YVM-3,0.0,,0,deny,manual,70.90,88.63,true,false,,,,,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3adee194ceafa2d17e51f131d4c230034a7d4e382c8ee1bb9612234137fb8bf0.jpg?v=1789059419,3,"Personalized Checkered Flag Racing Area Rug, Non-Slip - Design 05",,,,,,,,,,,,,,,,,,,,lb,,,
personalized-checkered-flag-racing-area-rug-non-slip-design-05,,,,,,,,,Medium: 4x6ft,,,,,,,,AMZ-RUG-B0FJRR4YVM-4,0.0,,0,deny,manual,110.90,138.63,true,false,,,,,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a40aa302e5f6cedbc61cdb9f0923d8c1ef494956e46c6f4b59fa75bbb9769df5.jpg?v=1789059419,4,"Personalized Checkered Flag Racing Area Rug, Non-Slip - Design 05",,,,,,,,,,,,,,,,,,,,lb,,,
personalized-checkered-flag-racing-area-rug-non-slip-design-05,,,,,,,,,Large: 5x8ft,,,,,,,,AMZ-RUG-B0FJRR4YVM-5,0.0,,0,deny,manual,140.90,176.13,true,false,,,,,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9242c2ef7924a37c2acd912f267d45c11bba5c508f623021725dc7195e67ea27.jpg?v=1789059419,5,"Personalized Checkered Flag Racing Area Rug, Non-Slip - Design 05",,,,,,,,,,,,,,,,,,,,lb,,,
personalized-checkered-flag-racing-area-rug-non-slip-design-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e387ed9439ef79436e75c705ab74bc25814a6d72e5165b9a18a78d900b6db615.jpg?v=1789059419,6,"Personalized Checkered Flag Racing Area Rug, Non-Slip - Design 05",,,,,,,,,,,,,,,,,,,,,,,
personalized-checkered-flag-racing-area-rug-non-slip-design-07,"Personalized Checkered Flag Racing Area Rug, Non-Slip - Design 07","<p>This personalized racing area rug brings the excitement of the racetrack directly into your home. Featuring a detailed checkered-flag pattern and a lifelike race track design, this rug can be customized with a personal name or word. It is designed to add energy and action to various spaces, making it a distinctive accent piece.</p><h3>Product Highlights</h3><ul><li>Detailed racing theme with checkered flag and race track graphics</li><li>Personalization option to add a custom name or word</li><li>Soft yet durable polyester surface for comfort</li><li>Non-slip rubber backing provides confident grip</li><li>Versatile for use in game rooms, garages, or kids' spaces</li></ul><h3>Specifications</h3><table border=""1"" cellpadding=""6"" style=""border-collapse:collapse;width:100%""><tr><th align=""left"" width=""35%"">Attribute</th><th align=""left"">Value</th></tr><tr><td>Rug Form</td><td>Area Rug</td></tr><tr><td>Item Shape</td><td>Rectangular</td></tr><tr><td>Weave Type</td><td>Machine Made</td></tr><tr><td>Pile Height</td><td>Low Pile</td></tr><tr><td>Construction Type</td><td>Machine Made</td></tr><tr><td>Indoor/Outdoor Usage</td><td>Both</td></tr><tr><td>Room Type</td><td>Game Room, Garage, Kid's Bedroom, Patio, Entry, Living Space</td></tr><tr><td>Water Resistance Level</td><td>Not Water Resistant</td></tr><tr><td>Pattern</td><td>Checkered</td></tr><tr><td>Theme</td><td>Motorsports</td></tr><tr><td>Style</td><td>Modern</td></tr><tr><td>Number of Pieces</td><td>1</td></tr><tr><td>Customization</td><td>Text inputs for personalization</td></tr></table><h3>Material &amp; Care</h3><table border=""1"" cellpadding=""6"" style=""border-collapse:collapse;width:100%""><tr><th align=""left"" width=""35%"">Item</th><th align=""left"">Detail</th></tr><tr><td>Material Type</td><td>Sponge - Memory Foam</td></tr><tr><td>Backing Material</td><td>High-quality Epoxy</td></tr></table><h3>Where It Works</h3><p>This racing area rug is suitable for enhancing game rooms, garages, or children's bedrooms. Its versatile design also makes it a fitting addition to patios, entryways, or living spaces, perfect for racing enthusiasts or anyone looking to add a dynamic touch to their decor.</p>",CHILLGEN,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Crafting Patterns & Molds > Sewing Patterns > Home Decor Sewing Patterns,Rug,"amazon-parent-b0fjrpw98p, checkered flag, custom rug, home-decor, kids room, motorsports, racing rug, rectangular, rug",false,Select Size,XX-Small: 1x1.5ft - OUT OF STOCK,,,,,,,,AMZ-RUG-B0GSZJK24F-1,0.0,,0,deny,manual,30.90,38.63,true,false,,,,,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ea18796d39d2d8023afc3f8472c251e850d1aab88ae37feef77a4d1cf87cc492.jpg?v=1789059422,1,"Personalized Checkered Flag Racing Area Rug, Non-Slip - Design 07",false,,"This modern racing area rug features a personalized design and non-slip rubber backing, perfect for a game room or garage.",3697,,,,,,,,,,,B0FJRPW98P,,,,,lb,,,draft
personalized-checkered-flag-racing-area-rug-non-slip-design-07,,,,,,,,,X-Small: 2x3ft,,,,,,,,AMZ-RUG-B0GSZJK24F-2,0.0,,0,deny,manual,35.90,44.88,true,false,,,,,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/75adcd80c572507a33a40dfebb543f727c96e6fafc2cba6cb3316a608f723cd6.jpg?v=1789059422,2,"Personalized Checkered Flag Racing Area Rug, Non-Slip - Design 07",,,,,,,,,,,,,,,,,,,,lb,,,
personalized-checkered-flag-racing-area-rug-non-slip-design-07,,,,,,,,,Small: 3x5ft,,,,,,,,AMZ-RUG-B0GSZJK24F-3,0.0,,0,deny,manual,70.90,88.63,true,false,,,,,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9cbdee22eeac2fa6af3d4550472a13c0ae673568050110442e71f25d92025967.jpg?v=1789059422,3,"Personalized Checkered Flag Racing Area Rug, Non-Slip - Design 07",,,,,,,,,,,,,,,,,,,,lb,,,
personalized-checkered-flag-racing-area-rug-non-slip-design-07,,,,,,,,,Medium: 4x6ft,,,,,,,,AMZ-RUG-B0GSZJK24F-4,0.0,,0,deny,manual,110.90,138.63,true,false,,,,,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/fbdc5fad37e58d2b3d462f8d561fc3516b45d2bb8e1fb40170765742065eb3ce.jpg?v=1789059422,4,"Personalized Checkered Flag Racing Area Rug, Non-Slip - Design 07",,,,,,,,,,,,,,,,,,,,lb,,,
personalized-checkered-flag-racing-area-rug-non-slip-design-07,,,,,,,,,Large: 5x8ft,,,,,,,,AMZ-RUG-B0GSZJK24F-5,0.0,,0,deny,manual,140.90,176.13,true,false,,,,,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/11f865ed75f02c1a94f1b3405b74bd889208c7193708bc9f0681b0372307b011.jpg?v=1789059422,5,"Personalized Checkered Flag Racing Area Rug, Non-Slip - Design 07",,,,,,,,,,,,,,,,,,,,lb,,,
personalized-checkered-flag-racing-area-rug-non-slip-design-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/592f09767a1949654462dc0df6d482950dd50c6afa77299afb9dbc010d373b20.jpg?v=1789059422,6,"Personalized Checkered Flag Racing Area Rug, Non-Slip - Design 07",,,,,,,,,,,,,,,,,,,,,,,
personalized-checkered-flag-racing-area-rug-non-slip-design-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/907f642bdf0a15d06de6664bafa45bfae26c5e4a97f68faabf217ec21bc08f71.jpg?v=1789059422,7,"Personalized Checkered Flag Racing Area Rug, Non-Slip - Design 07",,,,,,,,,,,,,,,,,,,,,,,
personalized-racing-checkered-flag-area-rug-non-slip-design-06,"Personalized Racing Checkered Flag Area Rug, Non-Slip - Design 06","<p>This personalized racing area rug brings a dynamic, motorsports-themed accent to any room. Featuring a detailed checkered-flag pattern and a lifelike race track design, this rug can be customized with a name, adding a unique touch. It is designed to provide comfort and stability for various indoor and outdoor settings.</p><h3>Product Highlights</h3><ul><li>Features iconic checkered flag and race-track graphics.</li><li>Customizable with a personal name or word.</li><li>Soft yet durable polyester surface.</li><li>Non-slip rubber backing for confident grip.</li><li>Versatile for game rooms, patios, entry, or living spaces.</li><li>Layers beautifully over existing floor mats.</li></ul><h3>Specifications</h3><table border=""1"" cellpadding=""6"" style=""border-collapse:collapse;width:100%""><tr><th align=""left"" width=""35%"">Attribute</th><th align=""left"">Value</th></tr><tr><td>Rug Form</td><td>Area Rug</td></tr><tr><td>Item Shape</td><td>Rectangular</td></tr><tr><td>Weave Type</td><td>Machine Made</td></tr><tr><td>Pile Height</td><td>Low Pile</td></tr><tr><td>Construction Type</td><td>Machine Made</td></tr><tr><td>Indoor/Outdoor Usage</td><td>Both</td></tr><tr><td>Room Type</td><td>Game Room, Garage, Kid's Space, Patio, Entry, Living Space</td></tr><tr><td>Water Resistance</td><td>Not Water Resistant</td></tr><tr><td>Pattern</td><td>Checkered</td></tr><tr><td>Style</td><td>Modern</td></tr><tr><td>Number of Pieces</td><td>1</td></tr></table><h3>Material &amp; Care</h3><table border=""1"" cellpadding=""6"" style=""border-collapse:collapse;width:100%""><tr><th align=""left"" width=""35%"">Item</th><th align=""left"">Detail</th></tr><tr><td>Material Type</td><td>Sponge - Memory Foam</td></tr><tr><td>Backing Material</td><td>High-quality Epoxy</td></tr></table><h3>Where It Works</h3><p>This racing rug is suitable for game rooms, garages, kid's bedrooms, patios, entryways, or living spaces. It serves as a bold statement piece for motorsport-themed decor or simply to add a touch of excitement.</p>",CHILLGEN,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Crafting Patterns & Molds > Sewing Patterns > Home Decor Sewing Patterns,Rug,"amazon-parent-b0fjrpw98p, checkered-flag, customizable, home-decor, indoor-outdoor, modern, race, rectangular, rug",false,Select Size,XX-Small: 1x1.5ft - OUT OF STOCK,,,,,,,,AMZ-RUG-B0GSZPVTGM-1,0.0,,0,deny,manual,30.90,38.63,true,false,,,,,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/90852774f3c34b4c9d849c8b6dbd9c411e5be224f3602ebe00717d7c5ebbc690.jpg?v=1789059422,1,"Personalized Racing Checkered Flag Area Rug, Non-Slip - Design 06",false,,"Modern racing area rug with a custom name feature and non-slip backing, ideal for game rooms and garages.",3697,,,,,,,,,,,B0FJRPW98P,,,,,lb,,,draft
personalized-racing-checkered-flag-area-rug-non-slip-design-06,,,,,,,,,X-Small: 2x3ft,,,,,,,,AMZ-RUG-B0GSZPVTGM-2,0.0,,0,deny,manual,35.90,44.88,true,false,,,,,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b6643333d64b458d3b94d2bef45b7b4626acbf2800c277ba37a826f14423c7c2.jpg?v=1789059422,2,"Personalized Racing Checkered Flag Area Rug, Non-Slip - Design 06",,,,,,,,,,,,,,,,,,,,lb,,,
personalized-racing-checkered-flag-area-rug-non-slip-design-06,,,,,,,,,Small: 3x5ft,,,,,,,,AMZ-RUG-B0GSZPVTGM-3,0.0,,0,deny,manual,70.90,88.63,true,false,,,,,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/088f6f25c3ba8f2e8bd705ba2248906c9cbf629174cf50c73899487d002f7283.jpg?v=1789059422,3,"Personalized Racing Checkered Flag Area Rug, Non-Slip - Design 06",,,,,,,,,,,,,,,,,,,,lb,,,
personalized-racing-checkered-flag-area-rug-non-slip-design-06,,,,,,,,,Medium: 4x6ft,,,,,,,,AMZ-RUG-B0GSZPVTGM-4,0.0,,0,deny,manual,110.90,138.63,true,false,,,,,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a2253eb007c7258510f1c90f0f379687522664689fe144a73224db19670599c0.jpg?v=1789059422,4,"Personalized Racing Checkered Flag Area Rug, Non-Slip - Design 06",,,,,,,,,,,,,,,,,,,,lb,,,
personalized-racing-checkered-flag-area-rug-non-slip-design-06,,,,,,,,,Large: 5x8ft,,,,,,,,AMZ-RUG-B0GSZPVTGM-5,0.0,,0,deny,manual,140.90,176.13,true,false,,,,,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6986dd8f18e2cac20359c0225c320952210dd53830e6c41c8acb7b6cab95f22c.jpg?v=1789059422,5,"Personalized Racing Checkered Flag Area Rug, Non-Slip - Design 06",,,,,,,,,,,,,,,,,,,,lb,,,
personalized-racing-checkered-flag-area-rug-non-slip-design-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/710d9e0b872d68d31cdea537947aac9733ff9f1741597584505cf22107fa5b44.jpg?v=1789059422,6,"Personalized Racing Checkered Flag Area Rug, Non-Slip - Design 06",,,,,,,,,,,,,,,,,,,,,,,
personalized-racing-checkered-flag-area-rug-non-slip-design-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c23262a0456a5462ad521351ce4fbaef9b35c25ffba5e403e123d711e5864465.jpg?v=1789059422,7,"Personalized Racing Checkered Flag Area Rug, Non-Slip - Design 06",,,,,,,,,,,,,,,,,,,,,,,
personalized-black-checkered-flag-racing-name-area-rug-non-slip,"Personalized Black Checkered Flag Racing Name Area Rug, Non-Slip","<p>This personalized area rug features a dynamic racing design, complete with a checkered flag pattern and a realistic race track. It's designed to bring the excitement of motorsports into your home, making it a distinctive addition to any room. Ideal for enhancing themed spaces, this rug combines visual appeal with practical features for everyday use.</p><h3>Product Highlights</h3><ul><li>Features a custom name option with detailed racing and checkered flag graphics.</li><li>Vibrant motorsports design brings energy to game rooms, garages, or kids' spaces.</li><li>Soft yet durable polyester surface ensures comfort underfoot.</li><li>Non-slip rubber backing provides confident grip in high-traffic areas.</li><li>Versatile decor suitable for game rooms, patios, entries, or living spaces.</li></ul><h3>Specifications</h3><table border=""1"" cellpadding=""6"" style=""border-collapse:collapse;width:100%""><tr><th align=""left"" width=""35%"">Attribute</th><th align=""left"">Value</th></tr><tr><td>Rug Form</td><td>Area Rug</td></tr><tr><td>Item Shape</td><td>Rectangular</td></tr><tr><td>Weave Type</td><td>Machine Made</td></tr><tr><td>Pile Height</td><td>Low Pile</td></tr><tr><td>Construction Type</td><td>Machine Made</td></tr><tr><td>Indoor/Outdoor Usage</td><td>Both</td></tr><tr><td>Room Type</td><td>Game Room, Garage, Kid's Space, Patio, Entry, Living Space</td></tr><tr><td>Pattern</td><td>Checkered</td></tr><tr><td>Theme</td><td>Racing, Motorsports</td></tr><tr><td>Style</td><td>Modern</td></tr><tr><td>Number of Pieces</td><td>1</td></tr></table><h3>Material &amp; Care</h3><table border=""1"" cellpadding=""6"" style=""border-collapse:collapse;width:100%""><tr><th align=""left"" width=""35%"">Item</th><th align=""left"">Detail</th></tr><tr><td>Material Type</td><td>Sponge - Memory Foam</td></tr><tr><td>Backing Material</td><td>High-quality Epoxy, Non-slip Rubber</td></tr></table><h3>Where It Works</h3><p>This racing-themed area rug is perfect for adding a touch of excitement to game rooms, garages, or any kid's space. Its durable and versatile design also makes it suitable for patios, entryways, or living rooms, complementing various home decor styles.</p>",CHILLGEN,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Crafting Patterns & Molds > Sewing Patterns > Home Decor Sewing Patterns,Rug,"amazon-parent-b0fjrpw98p, checkered, home-decor, modern, personalized, racing, rectangular, rug, sports",false,Select Size,XX-Small: 1x1.5ft - OUT OF STOCK,,,,,,,,AMZ-RUG-B0FJRQXZ17-1,0.0,,0,deny,manual,30.90,38.63,true,false,,,,,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/50c9280ce69c42e8fa3a0c8b45dd54e6ecd5bc4cc99bc73c26744b52e93fa897.jpg?v=1789059469,1,"Personalized Racing Area Rug with Name – Custom Checkered Flag Sport Rug for Game Room, Garage, Living Room, Patio – Non-Slip Race Car Track Mat (Racing Rug 02)",false,,"This modern racing area rug features a non-slip rubber backing, perfect for game rooms and high-traffic areas.",3697,,,,,,,,,,,B0FJRPW98P,,,,,lb,,,draft
personalized-black-checkered-flag-racing-name-area-rug-non-slip,,,,,,,,,X-Small: 2x3ft,,,,,,,,AMZ-RUG-B0FJRQXZ17-2,0.0,,0,deny,manual,35.90,44.88,true,false,,,,,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e1584383a211cc5401cc303512897d743296c3118f001cf16db0c9c4bb0f2922.jpg?v=1789059469,2,"Personalized Racing Area Rug with Name – Custom Checkered Flag Sport Rug for Game Room, Garage, Living Room, Patio – Non-Slip Race Car Track Mat (Racing Rug 02)",,,,,,,,,,,,,,,,,,,,lb,,,
personalized-black-checkered-flag-racing-name-area-rug-non-slip,,,,,,,,,Small: 3x5ft,,,,,,,,AMZ-RUG-B0FJRQXZ17-3,0.0,,0,deny,manual,70.90,88.63,true,false,,,,,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e7b9fd7b7e32045a6c4995ee54eb949aac01e5636cc8243de0f311672ced53f9.jpg?v=1789059469,3,"Personalized Racing Area Rug with Name – Custom Checkered Flag Sport Rug for Game Room, Garage, Living Room, Patio – Non-Slip Race Car Track Mat (Racing Rug 02)",,,,,,,,,,,,,,,,,,,,lb,,,
personalized-black-checkered-flag-racing-name-area-rug-non-slip,,,,,,,,,Medium: 4x6ft,,,,,,,,AMZ-RUG-B0FJRQXZ17-4,0.0,,0,deny,manual,110.90,138.63,true,false,,,,,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/dc3805bfcc160220eba7691222295cb32d8d082abafdf98f77be4337f411fedb.jpg?v=1789059470,4,"Personalized Racing Area Rug with Name – Custom Checkered Flag Sport Rug for Game Room, Garage, Living Room, Patio – Non-Slip Race Car Track Mat (Racing Rug 02)",,,,,,,,,,,,,,,,,,,,lb,,,
personalized-black-checkered-flag-racing-name-area-rug-non-slip,,,,,,,,,Large: 5x8ft,,,,,,,,AMZ-RUG-B0FJRQXZ17-5,0.0,,0,deny,manual,140.90,176.13,true,false,,,,,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7b353c43141f7c6023d2d923b06f27f186fcbe60acf9616a9d4015b3e0bdda09.jpg?v=1789059469,5,"Personalized Racing Area Rug with Name – Custom Checkered Flag Sport Rug for Game Room, Garage, Living Room, Patio – Non-Slip Race Car Track Mat (Racing Rug 02)",,,,,,,,,,,,,,,,,,,,lb,,,
personalized-black-checkered-flag-racing-name-area-rug-non-slip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3159a4d1582c1a7839f824b7441d8736a9d9711bd61446ea4aaa854cd1ec3d10.jpg?v=1789059469,6,"Personalized Racing Area Rug with Name – Custom Checkered Flag Sport Rug for Game Room, Garage, Living Room, Patio – Non-Slip Race Car Track Mat (Racing Rug 02)",,,,,,,,,,,,,,,,,,,,,,,
