evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B029-281,chillgen.com,custom-running-horse-welcome-mat-fade3d1429,15913418424689,80879091614065,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e9c9ecbaba94193dad40aed434f5de779c28a8810a9122d5cd6358cf3e3f4206.jpg?v=1784377385,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,two horse area rug by sofa,,two horse area rug by sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-welcome-mat-fade3d1429__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-285,chillgen.com,custom-western-running-horse-door-mat-e6671cf5b4-e6671cf5b4,15913418621297,80879093154161,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/fbbe7b14165228819e696d80e40697205ef459208c0db97f8ecb787915cca017.jpg?v=1784377301,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,black fire horse rug size chart,,black fire horse rug size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-western-running-horse-door-mat-e6671cf5b4-e6671cf5b4__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-285,chillgen.com,custom-western-running-horse-door-mat-e6671cf5b4-e6671cf5b4,15913418621297,80879093186929,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/09ee6186df0bd9fba3b1c64dd417d5ef7d132ea2af2d67d19effb9fd3e882c13.jpg?v=1784377306,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,microfiber cushion closeup for fire horse rug,,microfiber cushion closeup for fire horse rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-western-running-horse-door-mat-e6671cf5b4-e6671cf5b4__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-285,chillgen.com,custom-western-running-horse-door-mat-e6671cf5b4-e6671cf5b4,15913418621297,80879093219697,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ee9fcc399a1dd619371b7f3867a0ba9f6de136b97c633a540487406b01a8949c.jpg?v=1784377306,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,anti-slip backing detail for black horse rug,,anti-slip backing detail for black horse rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-western-running-horse-door-mat-e6671cf5b4-e6671cf5b4__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-285,chillgen.com,custom-western-running-horse-door-mat-e6671cf5b4-e6671cf5b4,15913418621297,80879093252465,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/57a91f31e1777b5027aabf1cc133b10391d5354964cbb69eac045b73eb88588e.jpg?v=1784377311,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,fire horse rug by fireplace,,fire horse rug by fireplace,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-western-running-horse-door-mat-e6671cf5b4-e6671cf5b4__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-285,chillgen.com,custom-western-running-horse-door-mat-e6671cf5b4-e6671cf5b4,15913418621297,80879093285233,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9d6bbc5ef0e38012fbe04ac32b45629e75f66d197a3406c82e0aad15ed46735f.jpg?v=1784377311,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,dramatic horse rug in living room,,dramatic horse rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-western-running-horse-door-mat-e6671cf5b4-e6671cf5b4__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-285,chillgen.com,custom-western-running-horse-door-mat-e6671cf5b4-e6671cf5b4,15913418621297,80879093318001,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c7f40fab8f887bc24780a3a4eb09e72f88431000056f604e97253c4d08d39785.jpg?v=1784377316,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,black horse rug room view,,black horse rug room view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-western-running-horse-door-mat-e6671cf5b4-e6671cf5b4__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-285,chillgen.com,custom-western-running-horse-door-mat-e6671cf5b4-e6671cf5b4,15913418621297,80879093350769,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/aed4a5056d076c8a2711f5be658f3adc72b9395dd732006786ddbf5d9b70e9aa.jpg?v=1784377317,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,fire horse rug quiet fireside scene,,fire horse rug quiet fireside scene,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-western-running-horse-door-mat-e6671cf5b4-e6671cf5b4__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-286,chillgen.com,custom-running-horse-welcome-mat-34b7c38f01,15913418719601,80879093973361,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c540d0256f906865f52e55a6716edf2c43af287c653a1482071106a27c069489.jpg?v=1784377280,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,black horse portrait rug by sofa,,black horse portrait rug by sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-welcome-mat-34b7c38f01__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-286,chillgen.com,custom-running-horse-welcome-mat-34b7c38f01,15913418719601,80879094006129,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a6d09c52905faac9bd997dee95cff5c202d49f50b0d9ce832f03a47a9625552a.jpg?v=1784377280,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,black horse rug size chart,,black horse rug size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-welcome-mat-34b7c38f01__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-286,chillgen.com,custom-running-horse-welcome-mat-34b7c38f01,15913418719601,80879094038897,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e4bf2a739d1ef6c5f0593ed404bc466e79e37d8de4ddaa2bf8bf7ebb86879734.jpg?v=1784377285,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,microfiber cushion closeup for horse portrait rug,,microfiber cushion closeup for horse portrait rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-welcome-mat-34b7c38f01__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-286,chillgen.com,custom-running-horse-welcome-mat-34b7c38f01,15913418719601,80879094071665,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/690696026bb72cbe893a73d7adf0b1531db7edf6a30b40d6797b95c59d750b6c.jpg?v=1784377285,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,anti-slip backing detail for black horse rug,,anti-slip backing detail for black horse rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-welcome-mat-34b7c38f01__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-286,chillgen.com,custom-running-horse-welcome-mat-34b7c38f01,15913418719601,80879094104433,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9e098c198d2d908ab78958180f55e782a90a4c80990dae8a0727984669e569e0.jpg?v=1784377290,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,black horse rug by fireplace,,black horse rug by fireplace,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-welcome-mat-34b7c38f01__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-286,chillgen.com,custom-running-horse-welcome-mat-34b7c38f01,15913418719601,80879094137201,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e5a77659427c8b79a3fe343de0dfc7e722ae8350610155c94a01ff62952d3972.jpg?v=1784377290,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,equestrian horse rug in living room,,equestrian horse rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-welcome-mat-34b7c38f01__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-286,chillgen.com,custom-running-horse-welcome-mat-34b7c38f01,15913418719601,80879094169969,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8b81e5686646c83fe247772c95069d63a4662151551b3f3f45b695115ad9544e.jpg?v=1784377296,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,black horse portrait rug room view,,black horse portrait rug room view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-welcome-mat-34b7c38f01__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-286,chillgen.com,custom-running-horse-welcome-mat-34b7c38f01,15913418719601,80879094202737,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/39b30d2f8e7d3b7f3742236aa51869de8c81e7c1bda1eb126882afb2919681bb.jpg?v=1784377296,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,horse portrait rug quiet fireside scene,,horse portrait rug quiet fireside scene,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-welcome-mat-34b7c38f01__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-287,chillgen.com,custom-running-horse-welcome-mat-509ed4d18f-509ed4d18f,15913418817905,80879094825329,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/cbd81f785c0174ffa001159d1f4c7681accb53376a143591abd6bb666e5405d1.jpg?v=1784377259,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,daisy horse area rug by sofa,,daisy horse area rug by sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-welcome-mat-509ed4d18f-509ed4d18f__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-287,chillgen.com,custom-running-horse-welcome-mat-509ed4d18f-509ed4d18f,15913418817905,80879094858097,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d36584d3ef61ca16ac2d22194ddf83cabd15cc5fe45e445fad6125ae72df77d3.jpg?v=1784377259,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,daisy horse rug size chart,,daisy horse rug size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-welcome-mat-509ed4d18f-509ed4d18f__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-287,chillgen.com,custom-running-horse-welcome-mat-509ed4d18f-509ed4d18f,15913418817905,80879094890865,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/87d07f094b4e28a76dc2453dd8206d1687afab85bddb8e7bbacec67d6072ca11.jpg?v=1784377264,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,microfiber cushion closeup for daisy horse rug,,microfiber cushion closeup for daisy horse rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-welcome-mat-509ed4d18f-509ed4d18f__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-287,chillgen.com,custom-running-horse-welcome-mat-509ed4d18f-509ed4d18f,15913418817905,80879094923633,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0426cfac1658bfdb557188a7b2984cc04892c42172507ed1ce6b73ce618f610b.jpg?v=1784377264,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,anti-slip backing detail for floral horse rug,,anti-slip backing detail for floral horse rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-welcome-mat-509ed4d18f-509ed4d18f__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-287,chillgen.com,custom-running-horse-welcome-mat-509ed4d18f-509ed4d18f,15913418817905,80879094956401,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/700656b53bb70acd74acfa3793d144d0b8ca995474406e20b4ad0db065d066c7.jpg?v=1784377270,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,daisy horse rug by fireplace,,daisy horse rug by fireplace,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-welcome-mat-509ed4d18f-509ed4d18f__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-287,chillgen.com,custom-running-horse-welcome-mat-509ed4d18f-509ed4d18f,15913418817905,80879094989169,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c37484495e195e5b56360515bff170d657146d6fd3a22effcd10ef924ffa2eb1.jpg?v=1784377270,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,floral horse rug in living room,,floral horse rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-welcome-mat-509ed4d18f-509ed4d18f__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-287,chillgen.com,custom-running-horse-welcome-mat-509ed4d18f-509ed4d18f,15913418817905,80879095021937,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4ef224a294a7bc2843a299fc9831faf297736db4f58dcead97fe6d66cd5ba25e.jpg?v=1784377275,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,daisy horse rug room view,,daisy horse rug room view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-welcome-mat-509ed4d18f-509ed4d18f__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-287,chillgen.com,custom-running-horse-welcome-mat-509ed4d18f-509ed4d18f,15913418817905,80879095054705,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/eb24f5ee644e2dc8b1108a85f0c21ffc3b380c9489c8ddabb6826bd2bc4baafd.jpg?v=1784377274,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,daisy horse rug quiet fireside scene,,daisy horse rug quiet fireside scene,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-welcome-mat-509ed4d18f-509ed4d18f__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-288,chillgen.com,custom-running-horse-area-rug-e5f0770fd6-e5f0770fd6,15913419080049,80879095415153,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7abc843f39d2a70b783d95bfaa05b8c8859e1257a00d7c21f2c7eca846894841.jpg?v=1784377238,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,horse eye area rug by sofa,,horse eye area rug by sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-area-rug-e5f0770fd6-e5f0770fd6__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-288,chillgen.com,custom-running-horse-area-rug-e5f0770fd6-e5f0770fd6,15913419080049,80879095447921,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/64788bfbc3e362788c5456cd728f74b3c2935b1b4412df6282a3f9e5dcd51718.jpg?v=1784377238,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,horse eye rug size chart,,horse eye rug size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-area-rug-e5f0770fd6-e5f0770fd6__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-288,chillgen.com,custom-running-horse-area-rug-e5f0770fd6-e5f0770fd6,15913419080049,80879095480689,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c66dd8bb71ff70abe1b6479923ad34d202b4932a8574709bf9e587fdf458392f.jpg?v=1784377243,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,microfiber cushion closeup for horse eye rug,,microfiber cushion closeup for horse eye rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-area-rug-e5f0770fd6-e5f0770fd6__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-288,chillgen.com,custom-running-horse-area-rug-e5f0770fd6-e5f0770fd6,15913419080049,80879095513457,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/acf03bfd963ee350fc4427db1012cc77bc2d0c53344bb34d57210a7b848b7750.jpg?v=1784377243,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,anti-slip backing detail for horse eye rug,,anti-slip backing detail for horse eye rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-area-rug-e5f0770fd6-e5f0770fd6__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-288,chillgen.com,custom-running-horse-area-rug-e5f0770fd6-e5f0770fd6,15913419080049,80879095546225,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d92d0259cc7f2732bb8a7305063bf0c22ad3f609c432f899e0e94a841d153039.jpg?v=1784377249,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,horse eye rug by fireplace,,horse eye rug by fireplace,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-area-rug-e5f0770fd6-e5f0770fd6__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-288,chillgen.com,custom-running-horse-area-rug-e5f0770fd6-e5f0770fd6,15913419080049,80879095578993,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5a7c19352b7d058e7fd4308667207432f524c2ef58d4e20059ed403a83c2672a.jpg?v=1784377249,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,close up horse rug in living room,,close up horse rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-area-rug-e5f0770fd6-e5f0770fd6__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-288,chillgen.com,custom-running-horse-area-rug-e5f0770fd6-e5f0770fd6,15913419080049,80879095611761,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1324ff2fb279c38db8fb032cf5954e6126c01ea275bdef8526a6669e3abfcb2b.jpg?v=1784377253,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,horse eye rug room view,,horse eye rug room view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-area-rug-e5f0770fd6-e5f0770fd6__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-288,chillgen.com,custom-running-horse-area-rug-e5f0770fd6-e5f0770fd6,15913419080049,80879095644529,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/befde5dc736ef5995c9fb6ff59b88b43a035792bb3b7c198657e08608f65d987.jpg?v=1784377254,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,horse eye rug quiet fireside scene,,horse eye rug quiet fireside scene,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-area-rug-e5f0770fd6-e5f0770fd6__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B029-289,chillgen.com,custom-running-horse-welcome-mat-1edee5e89b-1edee5e89b,15913419178353,80879095972209,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/60da42535af0cef27c52e7f794d539a7711e3dd2707296141520984d4642bbcb.jpg?v=1784377217,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:55:29+07:00,white floral horse rug by sofa,,white floral horse rug by sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B029/custom-running-horse-welcome-mat-1edee5e89b-1edee5e89b__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
