evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B012-111,chillgen.com,personalized-teacher-classroom-rug-custom-back-to-school-design-109,15969303363953,81244377481585,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/63491d43a1fc4ed8081696e2b5986dfe3939268d02ac4999c50643e058469784.jpg?v=1786646536,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,pastel teacher welcome rug in classroom mockup,,pastel teacher welcome rug in classroom mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/personalized-teacher-classroom-rug-custom-back-to-school-design-109__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-114,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-classroom-rug,15969319125361,81244490531185,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/53a0b09671f5e4c1e3c75ed42aab43352c2f1f8726c8cf6d76e8b0e747a324b2.jpg?v=1786647296,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,thickened bound edge graphic for core vocabulary rug,,thickened bound edge graphic for core vocabulary rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-classroom-rug__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-114,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-classroom-rug,15969319125361,81244490563953,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9b9ba497aa41900842f47b8fd8205882455ad8a545a6d4d6921f5757c1cc3ba9.jpg?v=1786647296,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,angled classroom view of communication board rug,,angled classroom view of communication board rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-classroom-rug__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-115,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-100,15969319420273,81244492300657,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/78c55fe1224bb5767ebaa08e16670b8bd855e602d8d8d79d36a4012012b368b2.jpg?v=1786647308,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,AAC core board classroom rug with colored symbol grid,,AAC core board classroom rug with colored symbol grid,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-100__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-115,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-100,15969319420273,81244492333425,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/932c0112448400f33505b992a1f8aaf50f79fdd2d2e3e25424383007e8dbe3e5.jpg?v=1786647308,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,AAC communication rug in playroom scene,,AAC communication rug in playroom scene,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-100__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-115,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-100,15969319420273,81244492366193,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/af23a061149c8837ecc0af99b562417a3b2555bda8ccc9b156339da4be909f56.jpg?v=1786647308,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,overhead view of core board classroom rug,,overhead view of core board classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-100__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-115,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-100,15969319420273,81244492398961,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6f1d51896f0a858ad3f1fd5f18fb842a9e69b9705fae9dc9d39f28631acfffb9.jpg?v=1786647308,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,teacher reading with children on AAC core rug,,teacher reading with children on AAC core rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-100__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-115,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-100,15969319420273,81244492431729,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/272b6d1dc935dac0622450ca1e9089afd07e119f243657de309f71bc7a0f8063.jpg?v=1786647308,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,children sitting on colored communication board rug,,children sitting on colored communication board rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-100__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-115,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-100,15969319420273,81244492464497,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/926eb5534efca850ec4328af73fa227711170df59db1d5bfa310c8f90e89c5a2.jpg?v=1786647308,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,thickened bound edge graphic for AAC core board rug,,thickened bound edge graphic for AAC core board rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-100__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-115,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-100,15969319420273,81244492497265,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0af9547a78eefa4fc17981731738e8d4b643d9f6a571a2ffbe75f9e252896290.jpg?v=1786647308,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,core board rug in playroom with wall decor,,core board rug in playroom with wall decor,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-100__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-115,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-100,15969319420273,81244492530033,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3e9e32f06df0c68a3c8b73d2a8ea3fd9373ddf3ea071ae65d3889c5e6de6b0ca.jpg?v=1786647308,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,angled classroom view of AAC communication rug,,angled classroom view of AAC communication rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-100__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-116,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-101,15969319682417,81244494332273,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6185c794e64738747b4bee5327350cff09a218f6a565f854896f362662819f39.jpg?v=1786647319,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,SPED communication board rug with picture-word cells,,SPED communication board rug with picture-word cells,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-101__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-116,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-101,15969319682417,81244494365041,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d7e786374f295407d01ca7e7df31455a566bb4c4b5f7b467759ab508157ad027.jpg?v=1786647319,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,overhead view of black-bordered communication rug,,overhead view of black-bordered communication rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-101__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-116,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-101,15969319682417,81244494397809,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/93c677a1062aba9e8142e5e357237e026eb2b3ba07ccabaeeaef8681dea322c1.jpg?v=1786647319,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,angled classroom view of SPED communication rug,,angled classroom view of SPED communication rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-101__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-116,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-101,15969319682417,81244494430577,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ec4311b94c452cca10f4c081e77fabbf50f6645ea8e61376c628ecbc1e7836db.jpg?v=1786647319,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,communication board rug in playroom scene,,communication board rug in playroom scene,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-101__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-116,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-101,15969319682417,81244494463345,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9941e5453c3155c43cf1318ed579a2dafcbc0669167a439ee58abae1394c9913.jpg?v=1786647319,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,teacher reading with children on communication rug,,teacher reading with children on communication rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-101__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-116,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-101,15969319682417,81244494496113,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/82ac6d344176a5681ff4b179540169c9973b12c17d3014f54835ba280cbee4ff.jpg?v=1786647319,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,children sitting on SPED communication board rug,,children sitting on SPED communication board rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-101__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-116,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-101,15969319682417,81244494528881,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d1c37383b91f9f5a58cbcde38508682749b42d4b5455f24dc644299ea4fe0623.jpg?v=1786647319,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,thickened bound edge graphic for SPED communication rug,,thickened bound edge graphic for SPED communication rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-101__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-116,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-101,15969319682417,81244494561649,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ab648fe1b6f497006589c71e6be2e9e226e648103371ac5c55c7326816c21d48.jpg?v=1786647319,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,communication rug in colorful playroom,,communication rug in colorful playroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-101__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-117,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-102,15969320042865,81244497838449,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b2fbc0dc5fb640a913c771bed9cea538a229e62d8ed764605e29ab48459eb502.jpg?v=1786647334,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,minimal core vocabulary AAC rug with icon-word grid,,minimal core vocabulary AAC rug with icon-word grid,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-102__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-117,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-102,15969320042865,81244497871217,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f8082fa361f7fefb2ddd3301e832d6baca28a9c720092a24f487c00574261957.jpg?v=1786647334,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,overhead view of core vocabulary AAC rug,,overhead view of core vocabulary AAC rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-102__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-117,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-102,15969320042865,81244497903985,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/eb8f6574f8f2518e7d4c27213cf8a0024897a6ddfe65981da3518b9d4d6c14bb.jpg?v=1786647334,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,angled classroom view of minimal AAC rug,,angled classroom view of minimal AAC rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-102__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-117,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-102,15969320042865,81244497936753,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c6cb2501d4a73b51102c623e64fe131d2d0ba33a89e98660c6e9fa9791b1ee15.jpg?v=1786647334,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,core vocabulary rug in playroom scene,,core vocabulary rug in playroom scene,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-102__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-117,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-102,15969320042865,81244497969521,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/88d6a714206b3ebeafe647954b1e75e89d35504b900a4b09d3d10683e2ab5827.jpg?v=1786647335,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,teacher reading with children on AAC rug,,teacher reading with children on AAC rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-102__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-117,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-102,15969320042865,81244498002289,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8543c60db8c2a790cfae469b0956d362131918e9407f98fa9dd4214d88d2ce07.jpg?v=1786647334,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,children sitting on minimal communication rug,,children sitting on minimal communication rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-102__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-117,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-102,15969320042865,81244498035057,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ba1b97215fa6387f66af7f1da65d5880e10209809c3d60b34d3050d298043884.jpg?v=1786647334,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,thickened bound edge graphic for core vocabulary rug,,thickened bound edge graphic for core vocabulary rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-102__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-117,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-102,15969320042865,81244498067825,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e29ecf8ccd6593e82ce3052565595e6f7001391c7a9213a2cf50da4745acc534.jpg?v=1786647334,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,core vocabulary AAC rug in living room scene,,core vocabulary AAC rug in living room scene,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-102__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-118,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-103,15969320337777,81244500984177,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9422d38d3292f614093dcacad74027bd86fc016ceccaea9a18fa87d3e210986b.jpg?v=1786647347,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,sign language communication rug with hand-sign panels,,sign language communication rug with hand-sign panels,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-103__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-118,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-103,15969320337777,81244501016945,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9502a67bd35597cf24f4f837a98d2dcd2e3875d2c4db560e097e14fd64b68702.jpg?v=1786647347,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,angled classroom view of sign language communication rug,,angled classroom view of sign language communication rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-103__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-118,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-103,15969320337777,81244501049713,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f79aa343a75eaf491442f8cc56f7182901ebb89b8dfde147e726830e462ce3da.jpg?v=1786647347,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,sign language rug in playroom scene,,sign language rug in playroom scene,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-103__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-118,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-103,15969320337777,81244501082481,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ed62185914a7857fdef9725297a968dd681aad671f947a6652454dbfdb3e9469.jpg?v=1786647348,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,teacher reading with children on sign language rug,,teacher reading with children on sign language rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-103__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B012-118,chillgen.com,core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-103,15969320337777,81244501115249,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8d3b70776f132f437c268c52276e059f6a9df216dfdf967b87fd508c2efbc0ed.jpg?v=1786647347,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:40:37+07:00,children sitting on communication sign rug,,children sitting on communication sign rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B012/core-vocabulary-rug-communication-rugs-for-kids-sped-cla-design-103__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
