evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B021-201,chillgen.com,personalized-album-cover-rug-4af618eed5,15919772336497,80920077861233,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8eaa957921032fe30dc7ddb882b941629d6326d65f8e313837cefcd0f5f244ff.jpg?v=1784523667,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,black album cover music rug in studio,,black album cover music rug in studio,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-album-cover-rug-4af618eed5__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-205,chillgen.com,personalized-album-cover-rug-3bfef01c49-3bfef01c49,15919776301425,80920093393265,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a55e211ca16ad392cc17439b265aacaef637e9c5c2b12c5cb36d9fbfaca09918.jpg?v=1784523741,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,brown custom song rug in living room,,brown custom song rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-album-cover-rug-3bfef01c49-3bfef01c49__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-205,chillgen.com,personalized-album-cover-rug-3bfef01c49-3bfef01c49,15919776301425,80920093426033,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d57b4c6fd3dc050dfa1d11c9ea18a1b95078f424c0f167770113fe4d542224d4.jpg?v=1784523741,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,brown microfiber cushion detail,,brown microfiber cushion detail,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-album-cover-rug-3bfef01c49-3bfef01c49__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-205,chillgen.com,personalized-album-cover-rug-3bfef01c49-3bfef01c49,15919776301425,80920093458801,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/336f09b9ec53faad44a3d27bb89de885a2032e5ddf9cf69da67655112b4448ea.jpg?v=1784523741,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,non-slip backing panel for brown music rug,,non-slip backing panel for brown music rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-album-cover-rug-3bfef01c49-3bfef01c49__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-205,chillgen.com,personalized-album-cover-rug-3bfef01c49-3bfef01c49,15919776301425,80920093491569,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/85ddd3e497d21f9d3851c608af327ceea3f3730f211bfe1ff1ae4c01d3e423dd.jpg?v=1784523740,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,woman sitting near brown album rug,,woman sitting near brown album rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-album-cover-rug-3bfef01c49-3bfef01c49__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-205,chillgen.com,personalized-album-cover-rug-3bfef01c49-3bfef01c49,15919776301425,80920093524337,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5155c7d1af7ff7c9790a57d7335ec727f9ec1ef99ee1bac47572d5f5cd056efe.jpg?v=1784523741,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,brown music rug at entryway,,brown music rug at entryway,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-album-cover-rug-3bfef01c49-3bfef01c49__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-205,chillgen.com,personalized-album-cover-rug-3bfef01c49-3bfef01c49,15919776301425,80920093557105,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/09a329864b48ba289fb9d38307032b41c73e8d6b3f92ace6dccfad05dc6a3760.jpg?v=1784523741,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,brown album rug beside sofa,,brown album rug beside sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-album-cover-rug-3bfef01c49-3bfef01c49__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-205,chillgen.com,personalized-album-cover-rug-3bfef01c49-3bfef01c49,15919776301425,80920093589873,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/609414b30e0233d580019ac7107f0531330379dba52496b7b636c54b4306e924.jpg?v=1784523741,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,size guide for brown album rug,,size guide for brown album rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-album-cover-rug-3bfef01c49-3bfef01c49__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-206,chillgen.com,personalized-album-cover-area-rug-52d1b2412d-52d1b2412d,15919777087857,80920096211313,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0db99a40fd19b4318c03955b35fe9a42b03158fec320fd60afe51c12c845d0c4.jpg?v=1784523753,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,burgundy album cover music rug in bright room,,burgundy album cover music rug in bright room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-album-cover-area-rug-52d1b2412d-52d1b2412d__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-206,chillgen.com,personalized-album-cover-area-rug-52d1b2412d-52d1b2412d,15919777087857,80920096244081,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/819c3a88af27ffb4a639a65af4387969704f856f028422dac0996e454547b87a.jpg?v=1784523753,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,burgundy custom song rug near fireplace,,burgundy custom song rug near fireplace,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-album-cover-area-rug-52d1b2412d-52d1b2412d__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-206,chillgen.com,personalized-album-cover-area-rug-52d1b2412d-52d1b2412d,15919777087857,80920096276849,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2c12ec7399c23ca099de0ccbd5d7299980ab0a31f2922dab069d498a4a2ea641.jpg?v=1784523753,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,burgundy microfiber cushion detail,,burgundy microfiber cushion detail,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-album-cover-area-rug-52d1b2412d-52d1b2412d__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-206,chillgen.com,personalized-album-cover-area-rug-52d1b2412d-52d1b2412d,15919777087857,80920096309617,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2b70d20c707666723a0faa66d915b942dc9a0159c5b73d0b670ce97ed4cf6464.jpg?v=1784523753,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,non-slip backing panel for burgundy music rug,,non-slip backing panel for burgundy music rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-album-cover-area-rug-52d1b2412d-52d1b2412d__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-206,chillgen.com,personalized-album-cover-area-rug-52d1b2412d-52d1b2412d,15919777087857,80920096342385,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c1b6696cf6f1dd15a2925127f4e8dfab6d03377c2ccb44ed366187ef31756c8f.jpg?v=1784523753,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,woman sitting near burgundy album rug,,woman sitting near burgundy album rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-album-cover-area-rug-52d1b2412d-52d1b2412d__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-206,chillgen.com,personalized-album-cover-area-rug-52d1b2412d-52d1b2412d,15919777087857,80920096375153,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/45e247065022c7b43c2b9e9411bb02eb97b1334b9c69591c8ae210244fdb6d8a.jpg?v=1784523753,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,burgundy music rug at entryway,,burgundy music rug at entryway,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-album-cover-area-rug-52d1b2412d-52d1b2412d__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-206,chillgen.com,personalized-album-cover-area-rug-52d1b2412d-52d1b2412d,15919777087857,80920096407921,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/47c4748c8bf197b3082ef6a3869dda267c5bfc2c889e4d09f169b3df87eda92e.jpg?v=1784523753,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,burgundy album rug beside sofa,,burgundy album rug beside sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-album-cover-area-rug-52d1b2412d-52d1b2412d__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-206,chillgen.com,personalized-album-cover-area-rug-52d1b2412d-52d1b2412d,15919777087857,80920096440689,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3974d783b53190c96823fb18a9e1bf136b113b6919382ca8fcb47f7a5a4fa780.jpg?v=1784523753,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,size guide for burgundy album rug,,size guide for burgundy album rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-album-cover-area-rug-52d1b2412d-52d1b2412d__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-207,chillgen.com,personalized-album-cover-rug-75f5a15f3e-75f5a15f3e,15919778267505,80920099389809,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3e0eb7dc49dd25f38e3238f9799c3f29fd02d2bfc196ecae2f2680c12d108233.jpg?v=1784523778,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,gray album cover music rug in bedroom,,gray album cover music rug in bedroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-album-cover-rug-75f5a15f3e-75f5a15f3e__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-207,chillgen.com,personalized-album-cover-rug-75f5a15f3e-75f5a15f3e,15919778267505,80920099422577,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/097a5b2af529e035198f3c6536727185d4497977f19dee62434c455fb3039ca3.jpg?v=1784523778,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,gray custom song rug in living room,,gray custom song rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-album-cover-rug-75f5a15f3e-75f5a15f3e__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-207,chillgen.com,personalized-album-cover-rug-75f5a15f3e-75f5a15f3e,15919778267505,80920099455345,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/28796f66169e24c442c0a14c90e9900579debd3a77d2252fdb41dada16731dff.jpg?v=1784523777,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,gray microfiber cushion detail,,gray microfiber cushion detail,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-album-cover-rug-75f5a15f3e-75f5a15f3e__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-207,chillgen.com,personalized-album-cover-rug-75f5a15f3e-75f5a15f3e,15919778267505,80920099488113,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/881420a2606b6ab2618b35aa50dcb037709e912c050c4e7d570fd9358a2b1bbd.jpg?v=1784523777,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,non-slip backing panel for gray music rug,,non-slip backing panel for gray music rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-album-cover-rug-75f5a15f3e-75f5a15f3e__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-207,chillgen.com,personalized-album-cover-rug-75f5a15f3e-75f5a15f3e,15919778267505,80920099520881,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f8f47bf0ac11ab90f1e5c7ce6e99445c54e5498e8c20e346e14a5c2e046329e0.jpg?v=1784523778,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,woman sitting near gray album rug,,woman sitting near gray album rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-album-cover-rug-75f5a15f3e-75f5a15f3e__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-207,chillgen.com,personalized-album-cover-rug-75f5a15f3e-75f5a15f3e,15919778267505,80920099553649,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/19bc97ff2bd2e56af6a273903929158fcf5b02cf1ceaeb17ea63d82413b08526.jpg?v=1784523778,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,gray music rug at entryway,,gray music rug at entryway,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-album-cover-rug-75f5a15f3e-75f5a15f3e__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-207,chillgen.com,personalized-album-cover-rug-75f5a15f3e-75f5a15f3e,15919778267505,80920099586417,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/bfc6563166a86047f58083ed7c387c8fe8addfae736bee6196bb8b03a0044711.jpg?v=1784523778,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,gray album rug beside sofa,,gray album rug beside sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-album-cover-rug-75f5a15f3e-75f5a15f3e__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-207,chillgen.com,personalized-album-cover-rug-75f5a15f3e-75f5a15f3e,15919778267505,80920099619185,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3d260d97eaf470ff70f861c6ebb50edfaea1e900712c597806f9629b19101214.jpg?v=1784523777,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,size guide for gray album rug,,size guide for gray album rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-album-cover-rug-75f5a15f3e-75f5a15f3e__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-208,chillgen.com,custom-album-cover-rug-music-decor-f2f905d19b-f2f905d19b,15919831974257,80920243208561,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8e0cfedae08f18301b3fcb668c1192b14716606b9ba78d9f2c03b3194e3a20d0_9e062a6b-1a87-439d-80f9-6b42fdb6eeba.jpg?v=1784524386,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,black music studio album rug with guitars,,black music studio album rug with guitars,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/custom-album-cover-rug-music-decor-f2f905d19b-f2f905d19b__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-208,chillgen.com,custom-album-cover-rug-music-decor-f2f905d19b-f2f905d19b,15919831974257,80920243241329,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a434dc6bb5ad802e61e53c44200bb20162f0869d5788cd695fce88c0546bb980_296be285-9c58-4edc-8a9c-af8d0616bb02.jpg?v=1784524386,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,black custom album rug in living room,,black custom album rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/custom-album-cover-rug-music-decor-f2f905d19b-f2f905d19b__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-208,chillgen.com,custom-album-cover-rug-music-decor-f2f905d19b-f2f905d19b,15919831974257,80920243274097,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/03bd846c5b90314e91b32a429490a935a094988d6d34a44d7c8555e6369a64e2_8cb18ea4-1102-4aa2-996a-de7416606af0.jpg?v=1784524386,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,black microfiber cushion detail,,black microfiber cushion detail,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/custom-album-cover-rug-music-decor-f2f905d19b-f2f905d19b__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-208,chillgen.com,custom-album-cover-rug-music-decor-f2f905d19b-f2f905d19b,15919831974257,80920243306865,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/047d249ba3321bca12a776e9cbb28e3b73a499a2e6f3a449259f50228d434b7b_780a18ee-5b2a-406e-9fb8-1ede5d278ff1.jpg?v=1784524386,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,non-slip backing panel for album rug,,non-slip backing panel for album rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/custom-album-cover-rug-music-decor-f2f905d19b-f2f905d19b__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-208,chillgen.com,custom-album-cover-rug-music-decor-f2f905d19b-f2f905d19b,15919831974257,80920243339633,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/753f01884c1ae23f305e96690353e6a9f009507cffc8762ada089df3ff2f854e_65bf22be-3cb7-420d-a6a3-4a8749bf4cce.jpg?v=1784524386,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,woman sitting near black music rug,,woman sitting near black music rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/custom-album-cover-rug-music-decor-f2f905d19b-f2f905d19b__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-208,chillgen.com,custom-album-cover-rug-music-decor-f2f905d19b-f2f905d19b,15919831974257,80920243372401,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b5e6a0c93a98d8b95e74f4285fc9413f52befef7bb83ffa4d43b803dc52f58eb_4ba3e73b-640a-4008-934b-11c5367af137.jpg?v=1784524386,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,black album rug near sofa,,black album rug near sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/custom-album-cover-rug-music-decor-f2f905d19b-f2f905d19b__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-208,chillgen.com,custom-album-cover-rug-music-decor-f2f905d19b-f2f905d19b,15919831974257,80920243405169,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/555d928782eae44d7bfafabe1ad4a2807a9b3047c3d32279c362aa015d08d417_2803cca4-7cd3-450e-94d0-197c65ecf316.jpg?v=1784524386,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,black album cover rug beside couch,,black album cover rug beside couch,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/custom-album-cover-rug-music-decor-f2f905d19b-f2f905d19b__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-208,chillgen.com,custom-album-cover-rug-music-decor-f2f905d19b-f2f905d19b,15919831974257,80920243437937,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/aa24b98d9d1fee1f14e81693c229317be8687045333cad4d11b878a219de29f5_0f06c9dc-82b1-4093-85a6-069d2b09d33d.jpg?v=1784524386,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,size guide for black music rug,,size guide for black music rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/custom-album-cover-rug-music-decor-f2f905d19b-f2f905d19b__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B021-209,chillgen.com,personalized-music-album-cover-welcome-mat-6b66b8a24c,15919855272305,80920350032241,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/59c9a033f1edab3535526996935907d7f4819b5c64f791944d5c5ef5a1d299cc.jpg?v=1784524705,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:19:28+07:00,turntable album cover music rug beside sofa,,turntable album cover music rug beside sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B021/personalized-music-album-cover-welcome-mat-6b66b8a24c__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
