evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B008-071,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-02,15976475558257,81307307770225,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/be7800bb9cff3013565a53eb7e5d17dce6bd113333dbc530410c61a0c89991ac.jpg?v=1787244700,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,navy and gold anchor welcome aboard boat rug in coastal entryway,,navy and gold anchor welcome aboard boat rug in coastal entryway,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-02__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-075,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-08,15976475328881,81307302297969,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b5c7f9a8fccfa92495855e04e102c2f73a990ad48fdf0dab093d6a9abebd1404.jpg?v=1787244580,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,captain Jackson rug in ocean-view living room mockup,,captain Jackson rug in ocean-view living room mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-08__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-075,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-08,15976475328881,81307302330737,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9a8cb3e455d0b95a7abcd51a7d5e464face9f2d7910263c7b7edea4178c3bea5.jpg?v=1787244580,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,captain quote rug in nautical living room mockup,,captain quote rug in nautical living room mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-08__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-075,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-08,15976475328881,81307302363505,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4501bd6d83077ca1462d71dc7967c80f7b2b0ba87a3e73d6cebf48b43e6d58e6.jpg?v=1787244580,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,angled room mockup of captain Jackson rug,,angled room mockup of captain Jackson rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-08__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-075,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-08,15976475328881,81307302396273,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6c6b86353aac686e0fe2b0f0f168c52ea1e7557b70a06344020c0aa592c7856b.jpg?v=1787244580,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,size chart for personalized captain nautical rug,,size chart for personalized captain nautical rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-08__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-075,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-08,15976475328881,81307302429041,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e66eb28704ca4c7f985dabe3962f36ff10fe1c5e66611f897e0a500223020627.jpg?v=1787244580,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,microfiber and memory foam graphic for captain nautical rug,,microfiber and memory foam graphic for captain nautical rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-08__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-075,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-08,15976475328881,81307302461809,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a33e4f621b3ff924952641b207d98cccf5c8fc5b1576632516adb1eecd6c5761.jpg?v=1787244580,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,anti-slip backing stain fade and kid-friendly graphic for captain rug,,anti-slip backing stain fade and kid-friendly graphic for captain rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-08__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-075,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-08,15976475328881,81307302494577,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2671c199128f6adf0ebcc5086adb0e3893f2ed26afeef82072fcd06b41d9de2f.jpg?v=1787244580,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,captain Jackson rug on outdoor deck mockup,,captain Jackson rug on outdoor deck mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-08__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-076,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-07,15976475230577,81307301871985,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/289a350ff0e07eb764cc3228ccbb705c55a28d70e91413def3e262c09cde9016.jpg?v=1787244565,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,welcome aboard anchor boat rug on deck by open doorway,,welcome aboard anchor boat rug on deck by open doorway,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-07__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-076,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-07,15976475230577,81307301904753,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ff547cbce7cee91bafa8ea9862e01948506ece615c8c68254d117756d630a9e8.jpg?v=1787244566,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,navy anchor welcome aboard rug at boat entry,,navy anchor welcome aboard rug at boat entry,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-07__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-076,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-07,15976475230577,81307301937521,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/acc25caf22f9703339aaa7d9416d2ee48f82b6e284d1fc67fc7b6433571c3d81.jpg?v=1787244565,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,anchor boat rug in cabin doorway mockup,,anchor boat rug in cabin doorway mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-07__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-076,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-07,15976475230577,81307301970289,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6f8bf82c1a67bd63f7a0351b896c6057ca93a8769d2f33eca8b332fb5ade0ebe.jpg?v=1787244565,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,welcome aboard rug by marina-facing doorway,,welcome aboard rug by marina-facing doorway,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-07__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-076,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-07,15976475230577,81307302003057,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5f0af774ed9a59b6d5bf137009a4c7b4ab855a46917ef8c3d05abfefe947aa4e.jpg?v=1787244566,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,angled room mockup of welcome aboard anchor rug,,angled room mockup of welcome aboard anchor rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-07__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-076,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-07,15976475230577,81307302035825,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/674a17f7f0c41786af81249572f6f346a6d815c3cc3b6f18d204f028c16103be.jpg?v=1787244566,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,size chart for welcome aboard anchor boat rug,,size chart for welcome aboard anchor boat rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-07__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-076,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-07,15976475230577,81307302068593,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c4b05d8c404ea4b3d4e56682711174d29d6a4ebda3ca80eb721ef7cf48a68d7b.jpg?v=1787244565,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,quick-dry microfiber and memory foam graphic for anchor rug,,quick-dry microfiber and memory foam graphic for anchor rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-07__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-076,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-07,15976475230577,81307302101361,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e91527b6737b0951a5420d035729b63d241b9dbc6567ec12a3d84f498deede4e.jpg?v=1787244566,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,anti-slip backing and stain fade graphic for anchor rug,,anti-slip backing and stain fade graphic for anchor rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-07__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-076,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-07,15976475230577,81307302134129,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e90ebcf131b360eec89914ba8d52d6af097aa17d71684a00af89a73c1c6ad20d.jpg?v=1787244565,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,welcome aboard anchor rug on outdoor deck mockup,,welcome aboard anchor rug on outdoor deck mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-design-07__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-077,chillgen.com,boat-rug-10-boat-rug-10-design-10,15976475197809,81307301839217,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3038f4b6d696c002123d061cdef47073281f951fd82a9ba596f8cacb27647420.jpg?v=1787244565,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,black and gold welcome aboard boat mat with anchor and boat name text,,black and gold welcome aboard boat mat with anchor and boat name text,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/boat-rug-10-boat-rug-10-design-10__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-078,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-name,15976474935665,81307300856177,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/65e84fd2d1fae8aa586102e3db50d1272a9be476808ba34ef87f3e3adfa2876b.jpg?v=1787244519,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,black gold personalized boat name rug in nautical entryway,,black gold personalized boat name rug in nautical entryway,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-name__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-078,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-name,15976474935665,81307300888945,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f0668b6948a78ce3ce65730385b3186e1070fcede8281b32508edb2d7c57ed54.jpg?v=1787244519,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,boat name welcome aboard rug in living room mockup,,boat name welcome aboard rug in living room mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-name__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-078,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-name,15976474935665,81307300921713,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/59dabbef49a0534146c76e518eb29b61c4387e25985da82329c2a90786821638.jpg?v=1787244519,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,angled room mockup of black gold boat name rug,,angled room mockup of black gold boat name rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-name__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-078,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-name,15976474935665,81307300954481,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e4fd7474bbb91ed40da1559262e0f42695adc0c11062b1930a11539bc5b3c772.jpg?v=1787244519,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,size chart for personalized boat name rug,,size chart for personalized boat name rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-name__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-078,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-name,15976474935665,81307300987249,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a40a4c11a968baa00bf439669a01cc988f2a5edc5bb42fd460c4e2703d829781.jpg?v=1787244519,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,quick-dry microfiber and memory foam graphic for boat name rug,,quick-dry microfiber and memory foam graphic for boat name rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-name__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-078,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-name,15976474935665,81307301020017,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f26d184b3bd18285bfff04f9ea9450ed25d2faacdb232d84af3b32256b0d7191.jpg?v=1787244519,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,anti-slip backing stain fade and kid-friendly graphic for boat name rug,,anti-slip backing stain fade and kid-friendly graphic for boat name rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-name__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-078,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-name,15976474935665,81307301052785,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/dd7f8e6263749d7f8ec8f83df5c98fa3036854292ed2bda9c3edb6a83fccb221.jpg?v=1787244519,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,large black gold boat name rug in bright room mockup,,large black gold boat name rug in bright room mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-name__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-078,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-name,15976474935665,81307301085553,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f92252b0957da89c4e564ec1b2965ad76af85b3026ff694d7a3a95cc378876ad.jpg?v=1787244519,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,boat name rug on outdoor deck mockup,,boat name rug on outdoor deck mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-name__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-078,chillgen.com,custom-boat-rug-personalized-welcome-aboard-mat-with-boat-name,15976474935665,81307301118321,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/fb8ea11ded934f626980b21ddfe4f10713f189a11fb118065235e61fe238fbcc.jpg?v=1787244519,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,boat name rug near fireplace with seated person,,boat name rug near fireplace with seated person,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/custom-boat-rug-personalized-welcome-aboard-mat-with-boat-name__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-079,chillgen.com,boat-rug-04-boat-rug-04,15976474837361,81307300725105,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f573673fbbe0ff4f582d910345868dbfcaede341515fcc47d215be3e6b21f57e.jpg?v=1787244469,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,navy compass welcome aboard boat rug with boat name and location text,,navy compass welcome aboard boat rug with boat name and location text,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/boat-rug-04-boat-rug-04__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-080,chillgen.com,personalized-tropical-beach-rug-custom-family-name-tropic-design-02,15976464351601,81307279851889,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ff595b1813d5f8f4897aa621cbebe48c77681bdcd196bd653b86d09065a7ff73.jpg?v=1787243335,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,personalized tropical beach rug with The Browns' Oasis text,,personalized tropical beach rug with The Browns' Oasis text,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/personalized-tropical-beach-rug-custom-family-name-tropic-design-02__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-080,chillgen.com,personalized-tropical-beach-rug-custom-family-name-tropic-design-02,15976464351601,81307279884657,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7ce719e4c3419c8715e0710ebf10ea3877c2081b583e22ce7c4d27abb6900ea3.jpg?v=1787243335,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,tropical family name beach rug in living room mockup,,tropical family name beach rug in living room mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/personalized-tropical-beach-rug-custom-family-name-tropic-design-02__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-080,chillgen.com,personalized-tropical-beach-rug-custom-family-name-tropic-design-02,15976464351601,81307279917425,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a268380751c4604d75c3c43e68118535bafe12c8b9440bbb0a96ed42461c8da2.jpg?v=1787243335,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,bright coastal room mockup of tropical family name rug,,bright coastal room mockup of tropical family name rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/personalized-tropical-beach-rug-custom-family-name-tropic-design-02__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B008-080,chillgen.com,personalized-tropical-beach-rug-custom-family-name-tropic-design-02,15976464351601,81307279950193,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/72f901e4822d00dc3ffb63d59ccb095b17daa5b3fb96d19579bafb268dd914c5.jpg?v=1787243335,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:21:02+07:00,tropical rug near palm plants and sunny window,,tropical rug near palm plants and sunny window,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B008/personalized-tropical-beach-rug-custom-family-name-tropic-design-02__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
