evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B043-421,chillgen.com,custom-reading-corner-welcome-mat-classroom-library-9e72982546-9e72982546,15913270772081,80877872087409,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/093cf525cc09f393b570741500336c8731f0c77c92dcd42595bd69ce2cc09f25.jpg?v=1784369536,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Black reading corner rug with rainbow open book in classroom library setting,,Black reading corner rug with rainbow open book in classroom library setting,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/custom-reading-corner-welcome-mat-classroom-library-9e72982546-9e72982546__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-425,chillgen.com,personalized-teachers-classroom-rules-area-rug-df4fbe7b91,15913336701297,80878425670001,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f3c9da84ba8c81965866a54ead23a38719d1269e9aea86dc1e7c34b54a0ee480.jpg?v=1784361744,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Voice level classroom rules rug with teacher name and numbered noise levels,,Voice level classroom rules rug with teacher name and numbered noise levels,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/personalized-teachers-classroom-rules-area-rug-df4fbe7b91__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-425,chillgen.com,personalized-teachers-classroom-rules-area-rug-df4fbe7b91,15913336701297,80878425702769,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/05c38057b45533e189ffeb3fcc07740fc0dd43365ee17f9bbd5a11ca82e4a3eb.jpg?v=1784361749,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Classroom corner mockup with voice level rug,,Classroom corner mockup with voice level rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/personalized-teachers-classroom-rules-area-rug-df4fbe7b91__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-425,chillgen.com,personalized-teachers-classroom-rules-area-rug-df4fbe7b91,15913336701297,80878425735537,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a8bda7ee6b52b9e12376032830b806f48d213f54da7e17e2846286215ef11a21.jpg?v=1784361755,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Size chart for personalized voice level classroom rug,,Size chart for personalized voice level classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/personalized-teachers-classroom-rules-area-rug-df4fbe7b91__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-425,chillgen.com,personalized-teachers-classroom-rules-area-rug-df4fbe7b91,15913336701297,80878425768305,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0cdebec4fc81dd261ff633a78045f1122bf8591d6a79d47af493cb07002290a4.jpg?v=1784361761,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Playroom mockup showing colorful voice level rug,,Playroom mockup showing colorful voice level rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/personalized-teachers-classroom-rules-area-rug-df4fbe7b91__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-425,chillgen.com,personalized-teachers-classroom-rules-area-rug-df4fbe7b91,15913336701297,80878425801073,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5d6be32f8adae20003ff1716887f5d5aa4253a6311f2cec2e155abbfb8f06e37.jpg?v=1784361766,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Reading room mockup with voice level classroom rules mat,,Reading room mockup with voice level classroom rules mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/personalized-teachers-classroom-rules-area-rug-df4fbe7b91__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-425,chillgen.com,personalized-teachers-classroom-rules-area-rug-df4fbe7b91,15913336701297,80878425833841,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/aa0fba77ba6a48586bfcf68d5f6dbf24f12629a2b68de2a94c7341efc0c9b59f.jpg?v=1784361772,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Classroom mockup with voice level rug near whiteboard,,Classroom mockup with voice level rug near whiteboard,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/personalized-teachers-classroom-rules-area-rug-df4fbe7b91__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-425,chillgen.com,personalized-teachers-classroom-rules-area-rug-df4fbe7b91,15913336701297,80878425866609,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d623632c6655652c18167a420bac75e13a1f506666a7ecec8e8bda814f2bbeb1.jpg?v=1784361778,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Children sitting around voice level classroom rug,,Children sitting around voice level classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/personalized-teachers-classroom-rules-area-rug-df4fbe7b91__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-425,chillgen.com,personalized-teachers-classroom-rules-area-rug-df4fbe7b91,15913336701297,80878425899377,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9ffb5a06edf5a5dac284e99a1bec9ef6f6552e7aca7379d173f66dfaa353ea9e.jpg?v=1784361783,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Material details graphic for classroom rules rug,,Material details graphic for classroom rules rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/personalized-teachers-classroom-rules-area-rug-df4fbe7b91__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-425,chillgen.com,personalized-teachers-classroom-rules-area-rug-df4fbe7b91,15913336701297,80878425932145,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/cf908f381bec92d262ec88a5a95e51d16b0e36dbbde9c1c4a806563a27c3f5ef.jpg?v=1784361789,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Machine washable and vacuum cleaner graphic for voice level rug,,Machine washable and vacuum cleaner graphic for voice level rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/personalized-teachers-classroom-rules-area-rug-df4fbe7b91__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-426,chillgen.com,personalized-classroom-rules-teacher-area-rug-c01b2868b7,15913337028977,80878427996529,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ed8282c84abb25d6bb9b475ba3766bce5692924a361c567e6f7289904c3ba816.jpg?v=1784361693,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Rainbow classroom rules rug with Mr. Brown teacher name,,Rainbow classroom rules rug with Mr. Brown teacher name,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/personalized-classroom-rules-teacher-area-rug-c01b2868b7__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-426,chillgen.com,personalized-classroom-rules-teacher-area-rug-c01b2868b7,15913337028977,80878428029297,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/bf1030d38654b5c35f19341f125a6a01f09f8f2de85d97cbc15f9ed7394c8631.jpg?v=1784361699,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Classroom corner mockup with rainbow rules rug,,Classroom corner mockup with rainbow rules rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/personalized-classroom-rules-teacher-area-rug-c01b2868b7__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-426,chillgen.com,personalized-classroom-rules-teacher-area-rug-c01b2868b7,15913337028977,80878428062065,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c6b68f0cf1894522921d26f7389c3a7f0176d027917cf00b43ce85e6c05edb2c.jpg?v=1784361705,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Size chart for personalized classroom rules rug,,Size chart for personalized classroom rules rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/personalized-classroom-rules-teacher-area-rug-c01b2868b7__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-426,chillgen.com,personalized-classroom-rules-teacher-area-rug-c01b2868b7,15913337028977,80878428094833,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/286bb993ba0e11cb996f926d02570ce27cef04f49f511ef606fb5975874138ee.jpg?v=1784361710,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Playroom mockup with checkerboard border rules rug,,Playroom mockup with checkerboard border rules rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/personalized-classroom-rules-teacher-area-rug-c01b2868b7__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-426,chillgen.com,personalized-classroom-rules-teacher-area-rug-c01b2868b7,15913337028977,80878428127601,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/578643418c718aa97e8c6ba2ebf74449e56ef0b5659bb216c25887e3e9c6c955.jpg?v=1784361716,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Classroom mockup with rainbow classroom rules area rug,,Classroom mockup with rainbow classroom rules area rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/personalized-classroom-rules-teacher-area-rug-c01b2868b7__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-426,chillgen.com,personalized-classroom-rules-teacher-area-rug-c01b2868b7,15913337028977,80878428160369,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b653fb42468522f3be63ef79e8365451d019a1f7e47da4aafefe204940c43ebf.jpg?v=1784361721,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Home reading room mockup with classroom rules rug,,Home reading room mockup with classroom rules rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/personalized-classroom-rules-teacher-area-rug-c01b2868b7__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-426,chillgen.com,personalized-classroom-rules-teacher-area-rug-c01b2868b7,15913337028977,80878428193137,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/200556140133e7434dcafd2d0701551049b0c2f5a99682570e232d784c65a750.jpg?v=1784361727,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Children gathered on colorful classroom rules rug,,Children gathered on colorful classroom rules rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/personalized-classroom-rules-teacher-area-rug-c01b2868b7__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-426,chillgen.com,personalized-classroom-rules-teacher-area-rug-c01b2868b7,15913337028977,80878428225905,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/13a40471e39b4b17791f663b26aaa7335925f50efd6adb783986b263319266cc.jpg?v=1784361733,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Material details graphic showing non-slip backing and reinforced edges,,Material details graphic showing non-slip backing and reinforced edges,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/personalized-classroom-rules-teacher-area-rug-c01b2868b7__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-426,chillgen.com,personalized-classroom-rules-teacher-area-rug-c01b2868b7,15913337028977,80878428258673,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/411c13e765937ee471a773c87b4746cfb1d42f1f8a5718a6f7650b11759915e0.jpg?v=1784361738,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Machine washable and vacuum cleaner graphic for classroom rules rug,,Machine washable and vacuum cleaner graphic for classroom rules rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/personalized-classroom-rules-teacher-area-rug-c01b2868b7__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-427,chillgen.com,personalized-teachers-classroom-rules-area-rug-3c846a8f41,15913337258353,80878430126449,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/eda1d1b45fe7a40c9f478bf59e886d15d05de649304649cdcf7e8cd272b45f50.jpg?v=1784361599,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Classroom jobs rug with rainbow header and teacher name,,Classroom jobs rug with rainbow header and teacher name,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/personalized-teachers-classroom-rules-area-rug-3c846a8f41__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-427,chillgen.com,personalized-teachers-classroom-rules-area-rug-3c846a8f41,15913337258353,80878430159217,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e9dc137e3a781f2ac7042bd3208182a0c03591268c18de4c8f43a29591bd84f9.jpg?v=1784361605,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Classroom corner mockup with jobs helper rug,,Classroom corner mockup with jobs helper rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/personalized-teachers-classroom-rules-area-rug-3c846a8f41__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-427,chillgen.com,personalized-teachers-classroom-rules-area-rug-3c846a8f41,15913337258353,80878430191985,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/cad0f3f4d6a43b6583de1c6e0cc6321ab8e981595ccdf688d77e76cf4e2653ed.jpg?v=1784361610,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Size chart for personalized classroom jobs rug,,Size chart for personalized classroom jobs rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/personalized-teachers-classroom-rules-area-rug-3c846a8f41__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-427,chillgen.com,personalized-teachers-classroom-rules-area-rug-3c846a8f41,15913337258353,80878430224753,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/88a7271bff9bbbf6f1dbf0c64f61411d4ba97c542e780da6205e673144c5a8c1.jpg?v=1784361616,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Playroom mockup with colorful classroom helper rug,,Playroom mockup with colorful classroom helper rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/personalized-teachers-classroom-rules-area-rug-3c846a8f41__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-427,chillgen.com,personalized-teachers-classroom-rules-area-rug-3c846a8f41,15913337258353,80878430257521,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e27e34b5c5f3580b1c26e386865b5b9284caeb5002883eac912a76019053ede0.jpg?v=1784361621,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Classroom mockup with classroom jobs rug near whiteboard,,Classroom mockup with classroom jobs rug near whiteboard,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/personalized-teachers-classroom-rules-area-rug-3c846a8f41__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-427,chillgen.com,personalized-teachers-classroom-rules-area-rug-3c846a8f41,15913337258353,80878430290289,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/787e41b7377f9894469ae9adafb2e029abd134d0f0502da65743c8d7ccdae034.jpg?v=1784361627,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Home reading room mockup with jobs rug,,Home reading room mockup with jobs rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/personalized-teachers-classroom-rules-area-rug-3c846a8f41__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-427,chillgen.com,personalized-teachers-classroom-rules-area-rug-3c846a8f41,15913337258353,80878430323057,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a9308b7f82271225e51462bb62924419624a0cf2d5cdc644be4839939ea1d408.jpg?v=1784361632,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Children sitting around classroom jobs rug,,Children sitting around classroom jobs rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/personalized-teachers-classroom-rules-area-rug-3c846a8f41__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-427,chillgen.com,personalized-teachers-classroom-rules-area-rug-3c846a8f41,15913337258353,80878430355825,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b83e02da80a40947929e203c4630c2bfe1e908619c19902a919b7d2bbffd6c2a.jpg?v=1784361640,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Material details graphic for classroom jobs rug,,Material details graphic for classroom jobs rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/personalized-teachers-classroom-rules-area-rug-3c846a8f41__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-427,chillgen.com,personalized-teachers-classroom-rules-area-rug-3c846a8f41,15913337258353,80878430388593,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a86157247c47f3af99c93e0defa93fb2fa33f31a9f08909836e61f8ac57bf0d1.jpg?v=1784361645,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Machine washable and vacuum cleaner graphic for classroom jobs rug,,Machine washable and vacuum cleaner graphic for classroom jobs rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/personalized-teachers-classroom-rules-area-rug-3c846a8f41__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-428,chillgen.com,personalized-teachers-classroom-rules-area-rug-a85c01cff2-a85c01cff2,15913337749873,80878434386289,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7c04ef7b52d4cf966ed8ad1088e8dfec1912fdfc9b6fca337dda40d728390e4d.jpg?v=1784361447,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Coping tools classroom rug with colorful monsters in classroom corner,,Coping tools classroom rug with colorful monsters in classroom corner,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/personalized-teachers-classroom-rules-area-rug-a85c01cff2-a85c01cff2__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-428,chillgen.com,personalized-teachers-classroom-rules-area-rug-a85c01cff2-a85c01cff2,15913337749873,80878434419057,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ef33e7a9d5e34e49509dbaa1834ac5d410ee3da2c1fd2d337580ba63e5610d52.jpg?v=1784361452,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Size chart for coping tools SEL classroom rug,,Size chart for coping tools SEL classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/personalized-teachers-classroom-rules-area-rug-a85c01cff2-a85c01cff2__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-428,chillgen.com,personalized-teachers-classroom-rules-area-rug-a85c01cff2-a85c01cff2,15913337749873,80878434451825,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/83c1c2b4c3302d07f7c121f77d5ba2a5a13d8940e80106c4f1a3bb78e13f4a4a.jpg?v=1784361458,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Playroom mockup with monster coping tools rug,,Playroom mockup with monster coping tools rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/personalized-teachers-classroom-rules-area-rug-a85c01cff2-a85c01cff2__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B043-428,chillgen.com,personalized-teachers-classroom-rules-area-rug-a85c01cff2-a85c01cff2,15913337749873,80878434484593,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4eb7b3c1ce2b51fe19901a3b87054c7c5f0fcb79dd889be8fc8094b8c0767150.jpg?v=1784361463,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:00:30+07:00,Isolated coping tools rug with breathe move focus prompts,,Isolated coping tools rug with breathe move focus prompts,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B043/personalized-teachers-classroom-rules-area-rug-a85c01cff2-a85c01cff2__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
