evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B045-441,chillgen.com,personalized-motivational-classroom-rug-for-kids-85959c63a9-85959c63a9,15913319793009,80878307082609,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a518894e132ab7bf81a2a6cc432fccde2f080be3942a90d66a7774e9b7486145_00f010a4-aa22-4585-9302-8839b9a45d25.jpg?v=1784362102,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Brown classroom crossword affirmation rug with Mrs. Taylor name,,Brown classroom crossword affirmation rug with Mrs. Taylor name,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-motivational-classroom-rug-for-kids-85959c63a9-85959c63a9__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-444,chillgen.com,personalized-motivational-classroom-rug-kids-ab8fce16b6-ab8fce16b6,15913320382833,80878312489329,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5a5cbac21e8bc14708b0231b0f9ffba22afe5d65a9c94ed2f3ff6e2ab1c1bcd6_c17806eb-058e-40f1-a140-398e304b00c4.jpg?v=1784361996,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Playroom mockup with positive affirmation rug,,Playroom mockup with positive affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-motivational-classroom-rug-kids-ab8fce16b6-ab8fce16b6__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-444,chillgen.com,personalized-motivational-classroom-rug-kids-ab8fce16b6-ab8fce16b6,15913320382833,80878312522097,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/58826e390629c90a06d937df0a200c7b6032e6dafb37666aa8e80a08c8c115ae_7ad2dc5f-ee78-49b6-9ba5-a6b12a9e41e0.jpg?v=1784362002,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Top view of white You Are word collage rug,,Top view of white You Are word collage rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-motivational-classroom-rug-kids-ab8fce16b6-ab8fce16b6__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-444,chillgen.com,personalized-motivational-classroom-rug-kids-ab8fce16b6-ab8fce16b6,15913320382833,80878312554865,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8ac0859f2406608bb53420cbe0377a873ae33539478e144e789c803d0f1f8067_7463a56b-e1eb-4265-8317-eec069d5a607.jpg?v=1784362007,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Child reading on colorful affirmation rug,,Child reading on colorful affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-motivational-classroom-rug-kids-ab8fce16b6-ab8fce16b6__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-445,chillgen.com,personalized-motivational-classroom-rug-kids-d760f89ce0-d760f89ce0,15913320546673,80878313668977,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1226cffb0721c46263de6abe4cf5b375903be6cfd644efa4492bcf2d315c9094_90553e6e-d108-42ca-ab2a-57bd06ec2a05.jpg?v=1784361921,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Cream It's Okay To classroom rug with Mrs. Brown's Class text,,Cream It's Okay To classroom rug with Mrs. Brown's Class text,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-motivational-classroom-rug-kids-d760f89ce0-d760f89ce0__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-445,chillgen.com,personalized-motivational-classroom-rug-kids-d760f89ce0-d760f89ce0,15913320546673,80878313701745,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c5e31b8c284aebd3f76af7d8f0c9090d6440b4e7730ea4eb81875e39b8dffec6_e46416a3-a033-4fe9-b8dd-86de1ed1aeff.jpg?v=1784361927,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Classroom mockup with mistakes are okay SEL rug,,Classroom mockup with mistakes are okay SEL rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-motivational-classroom-rug-kids-d760f89ce0-d760f89ce0__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-445,chillgen.com,personalized-motivational-classroom-rug-kids-d760f89ce0-d760f89ce0,15913320546673,80878313734513,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/dfbd5ea8e09168c1da06f9db25c3d16a56f3292707d223e356d0c70b49086a5b_3be9cc8b-c5f9-421a-9a8a-37caf5f8a967.jpg?v=1784361935,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Child reading on cream mistakes are okay rug,,Child reading on cream mistakes are okay rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-motivational-classroom-rug-kids-d760f89ce0-d760f89ce0__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-445,chillgen.com,personalized-motivational-classroom-rug-kids-d760f89ce0-d760f89ce0,15913320546673,80878313767281,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/081bf917a31878fe73c041524300f0a64fc5f2ffa80f5f51f3022cdc1887f944_d32e6fee-646c-4810-8085-adc26abb78b2.jpg?v=1784361940,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Children playing on SEL classroom rug,,Children playing on SEL classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-motivational-classroom-rug-kids-d760f89ce0-d760f89ce0__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-445,chillgen.com,personalized-motivational-classroom-rug-kids-d760f89ce0-d760f89ce0,15913320546673,80878313800049,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7e80a8fb02001361bdef1f64310865f15f3d7416c5c54c7b833cbdb4cfe87000_4aa562dd-897e-4b3a-b7a6-290b2da1d4f9.jpg?v=1784361946,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Feature graphic showing learning pattern and bound edges,,Feature graphic showing learning pattern and bound edges,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-motivational-classroom-rug-kids-d760f89ce0-d760f89ce0__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-445,chillgen.com,personalized-motivational-classroom-rug-kids-d760f89ce0-d760f89ce0,15913320546673,80878313832817,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5ffdc18d2a268831386151c86ced58e5cb8d658bb31dac28ca913e3e0218b0b5_105e9490-6a2a-41f4-ade0-9bfeceebe61f.jpg?v=1784361951,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Child playing on mistakes are okay classroom rug,,Child playing on mistakes are okay classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-motivational-classroom-rug-kids-d760f89ce0-d760f89ce0__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-445,chillgen.com,personalized-motivational-classroom-rug-kids-d760f89ce0-d760f89ce0,15913320546673,80878313865585,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c3b5b9be979749b123af75cb5e660430cb4b3b0b29ea72c597cb1e810f861f5e_a187b666-de28-4eab-9e27-2406f70966a3.jpg?v=1784361957,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Top view of cream SEL rug on wood floor,,Top view of cream SEL rug on wood floor,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-motivational-classroom-rug-kids-d760f89ce0-d760f89ce0__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-445,chillgen.com,personalized-motivational-classroom-rug-kids-d760f89ce0-d760f89ce0,15913320546673,80878313898353,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b4c5e4ec02a52361e4a8bcf8b15a5fbc6f3ed43706c634af0b7bfa313e1cb01c_0c4ddb80-dfa0-4519-a27f-882a59106b46.jpg?v=1784361963,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Playroom mockup with It's Okay To rug,,Playroom mockup with It's Okay To rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-motivational-classroom-rug-kids-d760f89ce0-d760f89ce0__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-446,chillgen.com,personalized-motivational-classroom-rug-for-kids-fe3841c6fe,15913320776049,80878315274609,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/034d164fcc002a752a7d8ab0fb39c69b2f01f8154a2e45ede5dccbcf2c830463_4fa173be-cba1-487f-8792-1b7ab187440b.jpg?v=1784361840,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,White In Mrs. Brown's Classroom affirmation rug in kids room,,White In Mrs. Brown's Classroom affirmation rug in kids room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-motivational-classroom-rug-for-kids-fe3841c6fe__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-446,chillgen.com,personalized-motivational-classroom-rug-for-kids-fe3841c6fe,15913320776049,80878315307377,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/eb32200e9eb9238840f4e0e1d3a89edc5fe1b64543134393000c12397651d0b7_09c5da3a-5754-4973-a9ac-e5b089bfaa2e.jpg?v=1784361845,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Top view of personalized classroom identity rug,,Top view of personalized classroom identity rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-motivational-classroom-rug-for-kids-fe3841c6fe__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-446,chillgen.com,personalized-motivational-classroom-rug-for-kids-fe3841c6fe,15913320776049,80878315340145,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/857e1092b677d167befa1419e161eb730cbd22667bd956794d5e90e70d116f62_031d3ff9-a29b-4e71-a543-20eebbf9b0f9.jpg?v=1784361850,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Child reading on In This Classroom affirmation rug,,Child reading on In This Classroom affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-motivational-classroom-rug-for-kids-fe3841c6fe__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-446,chillgen.com,personalized-motivational-classroom-rug-for-kids-fe3841c6fe,15913320776049,80878315372913,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9a1442cb41a0fe2924e38da02259e87c884eb3cfffd6cb797022fe77be9a6fd0_0aa5e717-e2e9-4006-9748-9230355bf4cb.jpg?v=1784361856,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Children playing on classroom identity rug,,Children playing on classroom identity rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-motivational-classroom-rug-for-kids-fe3841c6fe__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-446,chillgen.com,personalized-motivational-classroom-rug-for-kids-fe3841c6fe,15913320776049,80878315405681,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7583ab67d4b03a11d9361a9591173b79453e744761195be584b22f0ee9c4d730_7d4b9eec-360d-4d47-a6e7-f1207352c32c.jpg?v=1784361862,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Feature graphic showing thickness and bound edge details,,Feature graphic showing thickness and bound edge details,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-motivational-classroom-rug-for-kids-fe3841c6fe__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-446,chillgen.com,personalized-motivational-classroom-rug-for-kids-fe3841c6fe,15913320776049,80878315438449,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7994f971f855d6411ba29cd324acdbf1780ff2bc24bc066f58484343fa640a0a_a4a79b24-af04-487d-9841-2f04f8cb44fb.jpg?v=1784361868,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Child playing on white classroom affirmation rug,,Child playing on white classroom affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-motivational-classroom-rug-for-kids-fe3841c6fe__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-446,chillgen.com,personalized-motivational-classroom-rug-for-kids-fe3841c6fe,15913320776049,80878315471217,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3e47000e709810fe39648893d24beb27cab38dad00b70cb51f13c184bff3b797_4c26077d-33ef-4ecc-82c2-10163cd54cf1.jpg?v=1784361873,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Playroom mockup with In This Classroom rug,,Playroom mockup with In This Classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-motivational-classroom-rug-for-kids-fe3841c6fe__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-446,chillgen.com,personalized-motivational-classroom-rug-for-kids-fe3841c6fe,15913320776049,80878315503985,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ddadcf4a811c7c6657b4c17829fb3beff49288a2f0c37a0f0ddad83a949a6ca5_8181d6ab-3d5a-4075-a94f-b56bdd81ac1d.jpg?v=1784361879,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Classroom mockup with teacher-name affirmation rug,,Classroom mockup with teacher-name affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-motivational-classroom-rug-for-kids-fe3841c6fe__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-447,chillgen.com,personalized-motivational-classroom-rug-for-kids-7d4f70bdd2-7d4f70bdd2,15913322971505,80878330675569,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/79002e9dd739ab03f5c9cf62438d5cbd1f2acdad383e2cdec9552c748899068b_f4abe312-9147-4f56-bccc-ebae1db3ceed.jpg?v=1784361795,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Vintage plank affirmation rug with Mrs. Smith's Class text,,Vintage plank affirmation rug with Mrs. Smith's Class text,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-motivational-classroom-rug-for-kids-7d4f70bdd2-7d4f70bdd2__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-447,chillgen.com,personalized-motivational-classroom-rug-for-kids-7d4f70bdd2-7d4f70bdd2,15913322971505,80878330708337,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f66a94a905a38e26408b3c73d82b17ccbe196a107065aa13ce58100a8cb83415_29f20a1e-40af-44c9-bab6-a8832f15e652.jpg?v=1784361800,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Size chart for wood plank classroom affirmation rug,,Size chart for wood plank classroom affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-motivational-classroom-rug-for-kids-7d4f70bdd2-7d4f70bdd2__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-447,chillgen.com,personalized-motivational-classroom-rug-for-kids-7d4f70bdd2-7d4f70bdd2,15913322971505,80878330741105,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/51400fca0e0b1c5c3e3c44214c3ad194aebe94daf9672cd0ade5cf5106226559_0864227d-b6a9-4e51-8034-23c1b0b045cc.jpg?v=1784361806,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Classroom mockup with colorful note affirmation rug,,Classroom mockup with colorful note affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-motivational-classroom-rug-for-kids-7d4f70bdd2-7d4f70bdd2__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-447,chillgen.com,personalized-motivational-classroom-rug-for-kids-7d4f70bdd2-7d4f70bdd2,15913322971505,80878330773873,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ec67beffcfcbb2a86992033bfea7bd713f33eeeb0fddd6438bd6fc2ae370ede6_764be248-0a07-4329-8c84-e9375081df5d.jpg?v=1784361812,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Children sitting on vintage classroom affirmation rug,,Children sitting on vintage classroom affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-motivational-classroom-rug-for-kids-7d4f70bdd2-7d4f70bdd2__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-447,chillgen.com,personalized-motivational-classroom-rug-for-kids-7d4f70bdd2-7d4f70bdd2,15913322971505,80878330806641,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9aaf5b1cf3570404933718c0308145ce431c7f8bb8b6eec38dff5bd0db610501_76fe6863-359a-426d-9520-b80824379330.jpg?v=1784361817,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Material details graphic showing non-slip backing and reinforced edges,,Material details graphic showing non-slip backing and reinforced edges,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-motivational-classroom-rug-for-kids-7d4f70bdd2-7d4f70bdd2__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-447,chillgen.com,personalized-motivational-classroom-rug-for-kids-7d4f70bdd2-7d4f70bdd2,15913322971505,80878330839409,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1a332716915ff3d0b7bb2dfe2c23ec6da28dfd3d10eaa2a615c9a8cd4226602f_1939bf8f-f19b-4e4c-8a34-838e4a0c7c7b.jpg?v=1784361823,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Machine washable and vacuum cleaner graphic for vintage classroom rug,,Machine washable and vacuum cleaner graphic for vintage classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-motivational-classroom-rug-for-kids-7d4f70bdd2-7d4f70bdd2__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-447,chillgen.com,personalized-motivational-classroom-rug-for-kids-7d4f70bdd2-7d4f70bdd2,15913322971505,80878330872177,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1fd27293a17abb3674d69be0f19bc1b66f1d5aaf55373289000858c5ea422f78_e9a4281d-b594-457a-95a0-45dabecd7740.jpg?v=1784361829,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Home reading room mockup with rustic affirmation rug,,Home reading room mockup with rustic affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-motivational-classroom-rug-for-kids-7d4f70bdd2-7d4f70bdd2__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-447,chillgen.com,personalized-motivational-classroom-rug-for-kids-7d4f70bdd2-7d4f70bdd2,15913322971505,80878330904945,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2cb62766f42e50cf605c22be9c11adc880be1ef5793d78e89a9c68f6af94e81b_18da12b2-f816-4330-894b-3be66c41e27c.jpg?v=1784361834,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Classroom mockup with wood plank affirmation rug,,Classroom mockup with wood plank affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-motivational-classroom-rug-for-kids-7d4f70bdd2-7d4f70bdd2__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-448,chillgen.com,personalized-music-album-cover-area-rug-d939ed2f4e,15913265365361,80877801308529,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/79f3acbd56bac939097307fd8faddcc7a1962206f0f55870adb56293e09e3b31.jpg?v=1784360937,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Red music album cover player rug shown by sofa,,Red music album cover player rug shown by sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-music-album-cover-area-rug-d939ed2f4e__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B045-448,chillgen.com,personalized-music-album-cover-area-rug-d939ed2f4e,15913265365361,80877801341297,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/bcea43f430e1cba81bad119421fba2aaeff6bd6325548ca72a65bd09e7683ed2.jpg?v=1784360942,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:11:18+07:00,Size chart for personalized album cover rug,,Size chart for personalized album cover rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B045/personalized-music-album-cover-area-rug-d939ed2f4e__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
