evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B048-471,chillgen.com,custom-mathematics-education-rug-677ea4d8b5-677ea4d8b5,15913234006385,80877463830897,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a251b5d034762bef3d5868246f3f12aeac409267b3e642ceebd615d662b349ac.jpg?v=1784369741,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Green Ms. Anna math thinking classroom rug on wood floor,,Green Ms. Anna math thinking classroom rug on wood floor,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/custom-mathematics-education-rug-677ea4d8b5-677ea4d8b5__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-475,chillgen.com,personalized-motivational-classroom-rug-for-kids-12e7574dd3-12e7574dd3,15913236660593,80877493780849,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c36c510c6caf0ce46df9e6628590cf04c9f89ad9462870635c4cfd0c15fd4e74.jpg?v=1784365402,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Classroom mockup with white word-collage affirmation rug,,Classroom mockup with white word-collage affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-12e7574dd3-12e7574dd3__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-475,chillgen.com,personalized-motivational-classroom-rug-for-kids-12e7574dd3-12e7574dd3,15913236660593,80877493813617,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/da3767add4e1c39fc2a14f6ecb871bbef84c87e3e54e11c4c6ec79b36aa2ac28.jpg?v=1784365405,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Child playing on white You Are classroom rug,,Child playing on white You Are classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-12e7574dd3-12e7574dd3__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-475,chillgen.com,personalized-motivational-classroom-rug-for-kids-12e7574dd3-12e7574dd3,15913236660593,80877493846385,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/fe7ac5f3be379843a7b2ef8a7201bf4b1df26c22843c5c5088893e01976921a1.jpg?v=1784365407,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Children playing on colorful affirmation word rug,,Children playing on colorful affirmation word rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-12e7574dd3-12e7574dd3__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-475,chillgen.com,personalized-motivational-classroom-rug-for-kids-12e7574dd3-12e7574dd3,15913236660593,80877493879153,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/73e89a6a7a01ae69a733f8eee4e9544e457dc9a6d5f215f626ea7c877edf8bfd.jpg?v=1784365411,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Feature graphic showing thickness and bound edges,,Feature graphic showing thickness and bound edges,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-12e7574dd3-12e7574dd3__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-475,chillgen.com,personalized-motivational-classroom-rug-for-kids-12e7574dd3-12e7574dd3,15913236660593,80877493911921,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5a5cbac21e8bc14708b0231b0f9ffba22afe5d65a9c94ed2f3ff6e2ab1c1bcd6.jpg?v=1784365413,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Playroom mockup with white affirmation rug,,Playroom mockup with white affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-12e7574dd3-12e7574dd3__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-475,chillgen.com,personalized-motivational-classroom-rug-for-kids-12e7574dd3-12e7574dd3,15913236660593,80877493944689,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/58826e390629c90a06d937df0a200c7b6032e6dafb37666aa8e80a08c8c115ae.jpg?v=1784365416,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Top view of white You Are positive word rug,,Top view of white You Are positive word rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-12e7574dd3-12e7574dd3__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-475,chillgen.com,personalized-motivational-classroom-rug-for-kids-12e7574dd3-12e7574dd3,15913236660593,80877493977457,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8ac0859f2406608bb53420cbe0377a873ae33539478e144e789c803d0f1f8067.jpg?v=1784365419,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Child reading on colorful affirmation rug,,Child reading on colorful affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-12e7574dd3-12e7574dd3__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-476,chillgen.com,personalized-motivational-classroom-rug-for-kids-6b9a9da243,15913237578097,80877509378417,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/47b660ee437c1b3d31c40c185e7fb6cdb4bea62011a3c85ccf7f789fa4c9a738.jpg?v=1784365377,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Black classroom is better because you're in it rug,,Black classroom is better because you're in it rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-6b9a9da243__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-476,chillgen.com,personalized-motivational-classroom-rug-for-kids-6b9a9da243,15913237578097,80877509411185,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f9c92f18d3e8245f39b82945d1af70f9ea7385b42948b22a714a5a142a86b42d.jpg?v=1784365380,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Size chart for Mrs. Anne positive message rug,,Size chart for Mrs. Anne positive message rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-6b9a9da243__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-476,chillgen.com,personalized-motivational-classroom-rug-for-kids-6b9a9da243,15913237578097,80877509443953,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8f1aa0f75a6cc1c104393cf9f6e63d9016846c5624d83fb31779e4c007ac3813.jpg?v=1784365383,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Classroom mockup with chalkboard affirmation rug,,Classroom mockup with chalkboard affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-6b9a9da243__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-476,chillgen.com,personalized-motivational-classroom-rug-for-kids-6b9a9da243,15913237578097,80877509476721,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/38d1dad9294b271f1647a6b5618369a80ae7cfc41cd1c922b311fa0defe4d2e4.jpg?v=1784365385,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Children gathered around classroom is better rug,,Children gathered around classroom is better rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-6b9a9da243__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-476,chillgen.com,personalized-motivational-classroom-rug-for-kids-6b9a9da243,15913237578097,80877509509489,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8b895398793d6b6f321542cca29db0cd4c5fb51cfabbac2143343657a84f2695.jpg?v=1784365388,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Material details graphic for black classroom rug,,Material details graphic for black classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-6b9a9da243__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-476,chillgen.com,personalized-motivational-classroom-rug-for-kids-6b9a9da243,15913237578097,80877509542257,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b66dec166fe0e7d7e4d2a9c0a2a53a470ac3cf852370634fef7e17352dcc9076.jpg?v=1784365391,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Machine washable and vacuum cleaner graphic for classroom rug,,Machine washable and vacuum cleaner graphic for classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-6b9a9da243__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-476,chillgen.com,personalized-motivational-classroom-rug-for-kids-6b9a9da243,15913237578097,80877509575025,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/33ea4a8daae41ebea965c05c52ad94bcb74e0ca5ac3210b9320e14d117065e47.jpg?v=1784365394,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Home reading room mockup with positive message rug,,Home reading room mockup with positive message rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-6b9a9da243__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-476,chillgen.com,personalized-motivational-classroom-rug-for-kids-6b9a9da243,15913237578097,80877509607793,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2510841cbafc4c3dd6d72e7d94a579effd47e481dd26af52c639edab8456ef7b.jpg?v=1784365396,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Classroom mockup with Mrs. Anne affirmation rug,,Classroom mockup with Mrs. Anne affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-6b9a9da243__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-477,chillgen.com,personalized-motivational-classroom-rug-kids-dcd5b3d508,15913238495601,80877515178353,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c4090d88533c2fb83eaa7a7f810b716d1fab74c48dee6274acc24c635f552720.jpg?v=1784365354,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Black alphabet affirmation rug with Mrs. Harper name,,Black alphabet affirmation rug with Mrs. Harper name,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-kids-dcd5b3d508__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-477,chillgen.com,personalized-motivational-classroom-rug-kids-dcd5b3d508,15913238495601,80877515211121,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/42a4b2a64e2d641d14f075d3846a80086e852b8a2ad769d47708e2ff5784799d.jpg?v=1784365357,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Size chart for personalized ABC character trait rug,,Size chart for personalized ABC character trait rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-kids-dcd5b3d508__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-477,chillgen.com,personalized-motivational-classroom-rug-kids-dcd5b3d508,15913238495601,80877515243889,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f903d1511df61e781735c670e676a5dda5c997ae7ab4ee3c9a63dd8744bd6ad6.jpg?v=1784365360,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Playroom mockup with black alphabet classroom rug,,Playroom mockup with black alphabet classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-kids-dcd5b3d508__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-477,chillgen.com,personalized-motivational-classroom-rug-kids-dcd5b3d508,15913238495601,80877515276657,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ee489e47d00be8f97d186ebacb202ad8f682744975e9e3086b5642cbc7050799.jpg?v=1784365363,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Children gathered around alphabet affirmation rug,,Children gathered around alphabet affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-kids-dcd5b3d508__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-477,chillgen.com,personalized-motivational-classroom-rug-kids-dcd5b3d508,15913238495601,80877515309425,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5a078e451efc1380140db75396c729edbf407b32bb42c2dee12e18da96a94fd9.jpg?v=1784365366,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Material details graphic showing non-slip backing,,Material details graphic showing non-slip backing,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-kids-dcd5b3d508__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-477,chillgen.com,personalized-motivational-classroom-rug-kids-dcd5b3d508,15913238495601,80877515342193,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/027ca13f85db69f15d082f14f9a0976b56f1aa286475f0492be5694d7611b882.jpg?v=1784365368,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Machine washable and vacuum graphic for ABC rug,,Machine washable and vacuum graphic for ABC rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-kids-dcd5b3d508__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-477,chillgen.com,personalized-motivational-classroom-rug-kids-dcd5b3d508,15913238495601,80877515374961,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/de9706bfa343669e8784d969daaabf908cfede56c3db756b933fbe8aa03c3810.jpg?v=1784365372,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Home reading room mockup with alphabet affirmation rug,,Home reading room mockup with alphabet affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-kids-dcd5b3d508__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-477,chillgen.com,personalized-motivational-classroom-rug-kids-dcd5b3d508,15913238495601,80877515407729,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/601acd91014c76b569f86b0bb2e1a8d8d9bf493b49ea194815040d1e9a29a8bc.jpg?v=1784365374,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Classroom mockup with Mrs. Harper alphabet rug,,Classroom mockup with Mrs. Harper alphabet rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-kids-dcd5b3d508__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-478,chillgen.com,personalized-motivational-classroom-rug-for-kids-75356d9313-75356d9313,15913239708017,80877531693425,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/79002e9dd739ab03f5c9cf62438d5cbd1f2acdad383e2cdec9552c748899068b.jpg?v=1784365331,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Vintage plank affirmation rug with Mrs. Smith's Class text,,Vintage plank affirmation rug with Mrs. Smith's Class text,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-75356d9313-75356d9313__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-478,chillgen.com,personalized-motivational-classroom-rug-for-kids-75356d9313-75356d9313,15913239708017,80877531726193,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f66a94a905a38e26408b3c73d82b17ccbe196a107065aa13ce58100a8cb83415.jpg?v=1784365335,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Size chart for wood plank classroom affirmation rug,,Size chart for wood plank classroom affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-75356d9313-75356d9313__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-478,chillgen.com,personalized-motivational-classroom-rug-for-kids-75356d9313-75356d9313,15913239708017,80877531758961,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/51400fca0e0b1c5c3e3c44214c3ad194aebe94daf9672cd0ade5cf5106226559.jpg?v=1784365338,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Classroom mockup with colorful note affirmation rug,,Classroom mockup with colorful note affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-75356d9313-75356d9313__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-478,chillgen.com,personalized-motivational-classroom-rug-for-kids-75356d9313-75356d9313,15913239708017,80877531791729,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ec67beffcfcbb2a86992033bfea7bd713f33eeeb0fddd6438bd6fc2ae370ede6.jpg?v=1784365340,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Children sitting on vintage classroom affirmation rug,,Children sitting on vintage classroom affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-75356d9313-75356d9313__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-478,chillgen.com,personalized-motivational-classroom-rug-for-kids-75356d9313-75356d9313,15913239708017,80877531824497,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9aaf5b1cf3570404933718c0308145ce431c7f8bb8b6eec38dff5bd0db610501.jpg?v=1784365343,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Material details graphic showing non-slip backing,,Material details graphic showing non-slip backing,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-75356d9313-75356d9313__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-478,chillgen.com,personalized-motivational-classroom-rug-for-kids-75356d9313-75356d9313,15913239708017,80877531857265,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1a332716915ff3d0b7bb2dfe2c23ec6da28dfd3d10eaa2a615c9a8cd4226602f.jpg?v=1784365345,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Machine washable and vacuum cleaner graphic for vintage rug,,Machine washable and vacuum cleaner graphic for vintage rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-75356d9313-75356d9313__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-478,chillgen.com,personalized-motivational-classroom-rug-for-kids-75356d9313-75356d9313,15913239708017,80877531890033,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1fd27293a17abb3674d69be0f19bc1b66f1d5aaf55373289000858c5ea422f78.jpg?v=1784365349,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Home reading room mockup with rustic affirmation rug,,Home reading room mockup with rustic affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-75356d9313-75356d9313__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B048-478,chillgen.com,personalized-motivational-classroom-rug-for-kids-75356d9313-75356d9313,15913239708017,80877531922801,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2cb62766f42e50cf605c22be9c11adc880be1ef5793d78e89a9c68f6af94e81b.jpg?v=1784365351,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T10:16:21+07:00,Classroom mockup with wood plank affirmation rug,,Classroom mockup with wood plank affirmation rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B048/personalized-motivational-classroom-rug-for-kids-75356d9313-75356d9313__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
