evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B014-131,chillgen.com,wheel-of-feelings-and-emotions-round-rug-educational-men-design-110,15969355268465,81244828434801,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/53809d4f79c9c5320f58a6610202fb0c560e50fa6044b43748a2c74eef49ef5d.jpg?v=1786648444,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,my feelings classroom rug in play area,,my feelings classroom rug in play area,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/wheel-of-feelings-and-emotions-round-rug-educational-men-design-110__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-134,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-100,15969434960241,81245543760241,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/706a6963bdd729e885c09c17a29b76106cb80e74dacebf0238d631b2d617b900.jpg?v=1786651836,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,custom Halloween porch mat near shoes,,custom Halloween porch mat near shoes,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-100__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-135,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-101,15969434993009,81245544972657,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7326c64e2334e54284e21027debe5a3eeda67b66e3e8cb532fee56d16db85efe.jpg?v=1786651860,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,personalized family Halloween doormat on porch,,personalized family Halloween doormat on porch,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-101__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-135,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-101,15969434993009,81245545005425,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/194e23a6b47369fe718af910b084176e06643a3092633a8aa1005f1fc8823b33.jpg?v=1786651861,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,custom family Halloween mat at doorway,,custom family Halloween mat at doorway,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-101__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-135,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-101,15969434993009,81245545038193,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/44310862933085ab69d86a4e12fea78d010c9995a35e3297d2304b54aa5f7680.jpg?v=1786651861,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,tan Halloween family mat by wooden door,,tan Halloween family mat by wooden door,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-101__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-135,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-101,15969434993009,81245545070961,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/48cc1fafdf748005bb15714802ace911c9eacc521920015ed85733c2ea810155.jpg?v=1786651860,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,non-skid rubber backing and thickness graphic for family Halloween mat,,non-skid rubber backing and thickness graphic for family Halloween mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-101__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-135,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-101,15969434993009,81245545103729,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8921a295b78f571c47d552ea947e1687101f25cb6c32cf750cb174e927f2ba37.jpg?v=1786651861,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,size guide for personalized family Halloween doormat,,size guide for personalized family Halloween doormat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-101__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-135,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-101,15969434993009,81245545136497,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/74529766da6f633d73258460ff8aae8b8354d1911e130bffdab4c5f8e33e26ac.jpg?v=1786651860,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,family Halloween mat on patterned entry floor,,family Halloween mat on patterned entry floor,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-101__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-135,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-101,15969434993009,81245545169265,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/63a6f733534bdf0b4267964724776dd44d867719767bbdc889f485a27afc443f.jpg?v=1786651860,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,tan spooky family doormat in indoor entry,,tan spooky family doormat in indoor entry,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-101__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-135,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-101,15969434993009,81245545202033,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/bebca5ab0c8c5b687b8a871248aa35f4ae047dd1213d2ab344cfa7ca3cd71a66.jpg?v=1786651861,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,personalized Halloween family mat by white door,,personalized Halloween family mat by white door,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-101__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-135,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-101,15969434993009,81245545234801,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4fb0165360767bd930dfd0b918570aca2df25674020ff0f84a4dce3493ba2145.jpg?v=1786651861,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,family Halloween porch mat near shoes,,family Halloween porch mat near shoes,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-101__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-136,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-102,15969436795249,81245552869745,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9c73acc29a8f15bae5e3ae4174686d140941d27ebdca998ffcecec413d902374.jpg?v=1786652268,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,black cat full moon Halloween doormat on porch,,black cat full moon Halloween doormat on porch,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-102__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-136,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-102,15969436795249,81245552902513,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4729a05c229487fc31df666f58609e1cc90ea48acb4cd59d9e9cbe55cedb67ce.jpg?v=1786652268,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,custom black cat Halloween mat at doorway,,custom black cat Halloween mat at doorway,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-102__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-136,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-102,15969436795249,81245552935281,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/354893b46ac89669741b95bdc5bc911292de67371da9040c7e7d49be0a0ff637.jpg?v=1786652268,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,moonlit black cat pumpkin mat by wooden door,,moonlit black cat pumpkin mat by wooden door,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-102__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-136,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-102,15969436795249,81245552968049,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b37c5609e4ce4dbafa6ea2b404198cf20277794470460bef5833388eaede3d01.jpg?v=1786652268,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,non-skid rubber backing and thickness graphic for black cat mat,,non-skid rubber backing and thickness graphic for black cat mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-102__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-136,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-102,15969436795249,81245553000817,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1d8f89c62c3dcb4ff6a4f4c56c0efead5f26ecffd62ee1c31113d70a95022d00.jpg?v=1786652268,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,size guide for custom black cat Halloween doormat,,size guide for custom black cat Halloween doormat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-102__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-136,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-102,15969436795249,81245553033585,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1647f237f878f14c72736e29d8d3046ec367e22d835dd69e15fc1773eeb21704.jpg?v=1786652268,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,black cat full moon mat on patterned floor,,black cat full moon mat on patterned floor,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-102__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-136,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-102,15969436795249,81245553066353,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/fddce0882f60722969e7e89e025dbc1c5058aa4b9ab7d69cc840a22f3f50f4ae.jpg?v=1786652268,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,spooky black cat entry mat indoors,,spooky black cat entry mat indoors,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-102__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-136,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-102,15969436795249,81245553099121,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0d113714c9aa17abdbe452a846398f0ffba5e00d0318f5b072d1784afd6f6e9f.jpg?v=1786652268,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,custom moonlit Halloween mat by white door,,custom moonlit Halloween mat by white door,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-102__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-136,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-102,15969436795249,81245553131889,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/79b34f6d6ae46741a16b5bde4ecd0a0a25e0bcee8ae7834387f4ecbc805fe9f9.jpg?v=1786652268,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,black cat Halloween porch mat near shoes,,black cat Halloween porch mat near shoes,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-102__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-137,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-103,15969436828017,81245553361265,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/664581e1c18b8006a4bd9585995701c0d33f081084a1f917c19ec53330c00ad9.jpg?v=1786652280,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,personalized haunted home doormat on porch,,personalized haunted home doormat on porch,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-103__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-137,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-103,15969436828017,81245553394033,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/261b8db71ae8b8d7d72dcd43f768b9b3509a600128794ac3c740a97c50d35817.jpg?v=1786652281,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,custom haunted home mat at open doorway,,custom haunted home mat at open doorway,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-103__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-137,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-103,15969436828017,81245553426801,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/93ea4cb13d70cc30f271f466185b187240a08b0dd6c049656bd6e652772562eb.jpg?v=1786652281,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,haunted home family mat by wooden door,,haunted home family mat by wooden door,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-103__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-137,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-103,15969436828017,81245553459569,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9d86c6de51f988fed9710a7376324abb1bc9720ac09e77713cfd3dabb0d461f3.jpg?v=1786652281,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,non-skid rubber backing and thickness graphic for haunted mat,,non-skid rubber backing and thickness graphic for haunted mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-103__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-137,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-103,15969436828017,81245553492337,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/aacf291ac8bcb2b003f844239fee6656da27aeb81c8bc73eca5afa3d349549d9.jpg?v=1786652281,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,size guide for personalized haunted home doormat,,size guide for personalized haunted home doormat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-103__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-137,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-103,15969436828017,81245553525105,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/bfc98064f8dce9e304403333108b1e1fbe0442159eb9b701dd17010f66894a6a.jpg?v=1786652281,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,haunted home mat on patterned entry floor,,haunted home mat on patterned entry floor,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-103__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-137,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-103,15969436828017,81245553557873,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0b0ba6db3dc3fea1106f5731fa019c01e8170871b68be33131b7d6a18b04d652.jpg?v=1786652281,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,custom haunted house doormat in indoor entry,,custom haunted house doormat in indoor entry,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-103__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-137,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-103,15969436828017,81245553590641,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b03e555d3148338530d5c882d708d83abf94589d1285ca512a056e4533f8e7d0.jpg?v=1786652281,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,personalized haunted home mat by white door,,personalized haunted home mat by white door,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-103__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-137,chillgen.com,halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-103,15969436828017,81245553623409,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3c00b2575639a566589f50f83700f36895194346242e9b74eeedf482f052bfde.jpg?v=1786652281,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,haunted home Halloween porch mat near shoes,,haunted home Halloween porch mat near shoes,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/halloween-door-mat-outdoor-custom-spooky-welcome-mat-wit-design-103__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-138,chillgen.com,custom-halloween-3d-optical-illusion-round-rug-skeleton-horror-area,15969440596337,81245646389617,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/66abc72a433f5c613380ac2a1ba642cfd635be1e418432feabd235879f858ff8.jpg?v=1786653587,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,black cat portal Halloween round rug overhead view,,black cat portal Halloween round rug overhead view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/custom-halloween-3d-optical-illusion-round-rug-skeleton-horror-area__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-138,chillgen.com,custom-halloween-3d-optical-illusion-round-rug-skeleton-horror-area,15969440596337,81245646422385,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/340edf26f5c5ae376765f6145738e14248e07e957897f1aaf9f86b99369d277a.jpg?v=1786653587,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,size guide for black cat portal round rug,,size guide for black cat portal round rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/custom-halloween-3d-optical-illusion-round-rug-skeleton-horror-area__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B014-138,chillgen.com,custom-halloween-3d-optical-illusion-round-rug-skeleton-horror-area,15969440596337,81245646455153,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/81f33ae257e21dfda27eb7f7cb7be88de4e6563f243840963437edd164aa7c58.jpg?v=1786653587,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T02:49:45+07:00,black cat Halloween rug near fireplace and pumpkins,,black cat Halloween rug near fireplace and pumpkins,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B014/custom-halloween-3d-optical-illusion-round-rug-skeleton-horror-area__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
