evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B024-231,chillgen.com,personalized-christmas-doormat-d7f77b93a8-d7f77b93a8,15912100331889,80869996364145,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/85171ecb750251349a0a7217d8aa33edb4f5d516e1f126dadf8f44984dd3410e.jpg?v=1784382904,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,Santa letter Christmas doormat by white door,,Santa letter Christmas doormat by white door,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/personalized-christmas-doormat-d7f77b93a8-d7f77b93a8__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-233,chillgen.com,custom-reading-corner-classroom-library-mat-40b8909d74-40b8909d74,15913271689585,80877883162993,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1a05ef75de3dd2712c607c9a233b5a443e5637f7a3e9cf14a935bba79dbe8d3d.jpg?v=1784365175,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,material details for classroom reading rug,,material details for classroom reading rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-reading-corner-classroom-library-mat-40b8909d74-40b8909d74__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-233,chillgen.com,custom-reading-corner-classroom-library-mat-40b8909d74-40b8909d74,15913271689585,80877883195761,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2995e5ab2430fa858b7b1ea071ddc5c0d913dfd44dfc4a5f970687464de9139d.jpg?v=1784365177,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,machine washable reading rug visual,,machine washable reading rug visual,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-reading-corner-classroom-library-mat-40b8909d74-40b8909d74__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-233,chillgen.com,custom-reading-corner-classroom-library-mat-40b8909d74-40b8909d74,15913271689585,80877883228529,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/dfbaa50c63cc7a9be8ed0eeb391809c0373fd558e5800a1f77800bd8d9d9be8e.jpg?v=1784365181,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,reading rug in bright classroom,,reading rug in bright classroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-reading-corner-classroom-library-mat-40b8909d74-40b8909d74__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-234,chillgen.com,custom-reading-classroom-library-rug-bdef6840ec-bdef6840ec,15913272803697,80877890142577,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/94c89005ca5e9681ba66484a8e99ea25996f9913475707322e6479acc4259fa6_0764ea15-46de-4a17-8889-232409d4bb49.jpg?v=1784365139,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,Reading Gives You Wings rug in living room,,Reading Gives You Wings rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-reading-classroom-library-rug-bdef6840ec-bdef6840ec__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-234,chillgen.com,custom-reading-classroom-library-rug-bdef6840ec-bdef6840ec,15913272803697,80877890175345,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f12f934bb3624eb02838f5fbbb48f669e566bf0454102b4eca984b7a6a07b449_218fd664-de74-4abf-ac32-0ab61fbfd02e.jpg?v=1784365142,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,butterfly reading rug overhead view,,butterfly reading rug overhead view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-reading-classroom-library-rug-bdef6840ec-bdef6840ec__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-234,chillgen.com,custom-reading-classroom-library-rug-bdef6840ec-bdef6840ec,15913272803697,80877890208113,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2ea7efb2ac4c8e8ca8b5fd13fe2cda3abcc61708b032d1baab19b7defa3af09e_a4f5cd12-d235-423a-b98f-5302ad9479c8.jpg?v=1784365144,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,reading quote rug in kids room,,reading quote rug in kids room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-reading-classroom-library-rug-bdef6840ec-bdef6840ec__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-234,chillgen.com,custom-reading-classroom-library-rug-bdef6840ec-bdef6840ec,15913272803697,80877890240881,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/73af5bd8d41ac6414d3998b7ca7c0cc3a2c064a05cdd8ba3d966d3b109edebfc_30c8a59b-b7e6-4208-84f2-1a8d2ab85677.jpg?v=1784365148,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,thickened edge detail for reading rug,,thickened edge detail for reading rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-reading-classroom-library-rug-bdef6840ec-bdef6840ec__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-234,chillgen.com,custom-reading-classroom-library-rug-bdef6840ec-bdef6840ec,15913272803697,80877890273649,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7f9ed089fe8166080fcf04561bad82c1623263a63bf23e2a9273660f9a110ee7_63140f50-3f8d-4d95-b108-f9837c6817fd.jpg?v=1784365150,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,children reading on classroom rug,,children reading on classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-reading-classroom-library-rug-bdef6840ec-bdef6840ec__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-234,chillgen.com,custom-reading-classroom-library-rug-bdef6840ec-bdef6840ec,15913272803697,80877890306417,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/510ff8b87e6ecfe1c0aba732d69050cbafcc9b537ca15e4fb11613abd2067a0a_f8458d73-52db-478d-aaea-47750e1a06c2.jpg?v=1784365153,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,kids sitting on Reading Gives You Wings rug,,kids sitting on Reading Gives You Wings rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-reading-classroom-library-rug-bdef6840ec-bdef6840ec__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-234,chillgen.com,custom-reading-classroom-library-rug-bdef6840ec-bdef6840ec,15913272803697,80877890339185,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1f451d9b37190fa9cf9bb15ed6f2de1c73b96230e8b8a2197e9b46055d33f736_2151f050-7f1c-42cd-b45c-8ce6541dc46c.jpg?v=1784365155,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,butterfly reading rug flat product view,,butterfly reading rug flat product view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-reading-classroom-library-rug-bdef6840ec-bdef6840ec__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-234,chillgen.com,custom-reading-classroom-library-rug-bdef6840ec-bdef6840ec,15913272803697,80877890371953,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ca21eee2b487dfc16f970e718ddc6907794eaf129159220894b69b37d917cf96_6b25df3b-d551-4876-808e-91e055e6dc2d.jpg?v=1784365158,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,classroom reading rug angled view,,classroom reading rug angled view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-reading-classroom-library-rug-bdef6840ec-bdef6840ec__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-235,chillgen.com,custom-classroom-library-reading-rug-9121bf7e9f-9121bf7e9f,15913274048881,80877898924401,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/44b08834a875555ac8a996e3b34040cc352261e0aea8e2dc5635525efdae698c_aa7c29ee-c4a1-49e8-adaf-5a017231aec9.jpg?v=1784365117,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,reader leader classroom rug in library corner,,reader leader classroom rug in library corner,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-classroom-library-reading-rug-9121bf7e9f-9121bf7e9f__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-235,chillgen.com,custom-classroom-library-reading-rug-9121bf7e9f-9121bf7e9f,15913274048881,80877898957169,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4de816256325e6d7b31d5cbe046ba7509460874c77cd309d7cde73e553e603cb_e25963bf-9f27-4eb8-b029-c4fa8ce9e9a9.jpg?v=1784365120,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,reader leader rug size chart,,reader leader rug size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-classroom-library-reading-rug-9121bf7e9f-9121bf7e9f__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-235,chillgen.com,custom-classroom-library-reading-rug-9121bf7e9f-9121bf7e9f,15913274048881,80877898989937,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d1b82d919b7c975958f1a2718a85b84de270012798c416f0442271a0a1b0de46_16d1b1c2-6ceb-4e0c-bf95-ef8c8ee21174.jpg?v=1784365122,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,bookshelf reading rug overhead view,,bookshelf reading rug overhead view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-classroom-library-reading-rug-9121bf7e9f-9121bf7e9f__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-235,chillgen.com,custom-classroom-library-reading-rug-9121bf7e9f-9121bf7e9f,15913274048881,80877899022705,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b2796fc6a25dba88636c16c9b44699f6d683add1952b313228490a3c9703f798_659e4457-a11a-4010-867e-5848e38109e3.jpg?v=1784365126,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,reader leader rug in classroom,,reader leader rug in classroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-classroom-library-reading-rug-9121bf7e9f-9121bf7e9f__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-235,chillgen.com,custom-classroom-library-reading-rug-9121bf7e9f-9121bf7e9f,15913274048881,80877899055473,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/fa3e9b93ef415f62f99a6fb3d30788c4f1eb27082328c47eec2bd9ded1fa0811_1ea0f1af-fe36-4bcd-b611-61e20d977345.jpg?v=1784365128,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,material details for bookshelf rug,,material details for bookshelf rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-classroom-library-reading-rug-9121bf7e9f-9121bf7e9f__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-235,chillgen.com,custom-classroom-library-reading-rug-9121bf7e9f-9121bf7e9f,15913274048881,80877899088241,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/366cc1984030e0b0d826758a0a6e83b991cad7f2b3275f0e1f118c0b288ed001_d1aceb65-f764-4dc0-9d72-948aaddd0135.jpg?v=1784365132,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,children gathered on classroom reading rug,,children gathered on classroom reading rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-classroom-library-reading-rug-9121bf7e9f-9121bf7e9f__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-235,chillgen.com,custom-classroom-library-reading-rug-9121bf7e9f-9121bf7e9f,15913274048881,80877899121009,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/465c99b653476646b4ab3ea7fa9939e20b1c564faf6e862a9f1cfe6fcae6505f_acd1073c-2cae-4219-9e71-9f0828807cb1.jpg?v=1784365133,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,teacher reading with children on rug,,teacher reading with children on rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-classroom-library-reading-rug-9121bf7e9f-9121bf7e9f__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-235,chillgen.com,custom-classroom-library-reading-rug-9121bf7e9f-9121bf7e9f,15913274048881,80877899153777,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0661f04dbcc25d489994286f3b7ede118dad843ebd10f72c7cf15c39c8ba431e_0930ed4a-07ba-456d-a0e5-a841a8f62179.jpg?v=1784365137,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,reader leader rug design details,,reader leader rug design details,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-classroom-library-reading-rug-9121bf7e9f-9121bf7e9f__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-236,chillgen.com,custom-family-name-welcome-doormat-front-door-6831756395-6831756395,15913274966385,80877906428273,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6594ef2a562a052c6e04317a004f9731740b1ced79a3b31b6899020120699358_3096fe00-113c-4282-afa7-f39c83a467f3.jpg?v=1784365094,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,Good Day To Read rug in classroom nook,,Good Day To Read rug in classroom nook,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-family-name-welcome-doormat-front-door-6831756395-6831756395__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-236,chillgen.com,custom-family-name-welcome-doormat-front-door-6831756395-6831756395,15913274966385,80877906461041,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7e4074a16e403032f7a2030b8567b0e9409aca975df1bacd26dd4b05d7e3f473_54c92ebc-6d4b-4eef-9492-73006f02cec7.jpg?v=1784365098,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,floral reading rug in study corner,,floral reading rug in study corner,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-family-name-welcome-doormat-front-door-6831756395-6831756395__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-236,chillgen.com,custom-family-name-welcome-doormat-front-door-6831756395-6831756395,15913274966385,80877906493809,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a26e4d3b4c4b88cc66384fb6e0508fd0d1ce7226d8515e939ea458f0e32e83e8_34b5939b-853d-4e36-a1e8-edf28b223288.jpg?v=1784365100,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,Good Day To Read rug in classroom,,Good Day To Read rug in classroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-family-name-welcome-doormat-front-door-6831756395-6831756395__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-236,chillgen.com,custom-family-name-welcome-doormat-front-door-6831756395-6831756395,15913274966385,80877906526577,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4b1e22323cdeb75024ff55bb95de2f2281b70664b5b06944fa34444bff9516b2_d8a58735-df4b-43d2-9c4e-108112c969e5.jpg?v=1784365104,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,material panel for floral reading rug,,material panel for floral reading rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-family-name-welcome-doormat-front-door-6831756395-6831756395__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-236,chillgen.com,custom-family-name-welcome-doormat-front-door-6831756395-6831756395,15913274966385,80877906559345,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d701271934b6d83d468e4b9293b2e61c7ed1fd39214ee3e230a290df9c059a5f_4aeeb853-8259-431c-b3a3-71d3f6c495b2.jpg?v=1784365106,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,children gathered on reading rug,,children gathered on reading rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-family-name-welcome-doormat-front-door-6831756395-6831756395__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-236,chillgen.com,custom-family-name-welcome-doormat-front-door-6831756395-6831756395,15913274966385,80877906592113,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/781ca01c135a8b4edc8fb2ba55b54fd67b3149e24f596d3fd50cab4693079be1_46399f86-86ad-48d2-9eb4-4817ff144af3.jpg?v=1784365109,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,Good Day To Read rug product detail,,Good Day To Read rug product detail,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-family-name-welcome-doormat-front-door-6831756395-6831756395__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-236,chillgen.com,custom-family-name-welcome-doormat-front-door-6831756395-6831756395,15913274966385,80877906624881,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f80bb26ee08fb0e549a2cfd785dc81622eb6cbb81388e9a86c3e54d6c38b5851_99327854-a0c7-4619-8e4b-da37806c0a57.jpg?v=1784365111,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,microfiber cushion closeup for book rug,,microfiber cushion closeup for book rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-family-name-welcome-doormat-front-door-6831756395-6831756395__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-236,chillgen.com,custom-family-name-welcome-doormat-front-door-6831756395-6831756395,15913274966385,80877906657649,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/72fbc4974dafc38d3419b7758d66da299ef543f484b429d5456ec67fdb929cb9_38fffd9e-aa11-42d1-b662-37915b329074.jpg?v=1784365115,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,anti-slip backing detail for reading rug,,anti-slip backing detail for reading rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-family-name-welcome-doormat-front-door-6831756395-6831756395__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-237,chillgen.com,custom-bookshelf-classroom-library-reading-rug-75ece72c91,15913275392369,80877909377393,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8152a664af3a3ad309f5d8e602d6955be7b56183208b7c3f3f80cf80b236e179_4c8838ee-020b-448b-af3e-3213244a643b.jpg?v=1784365074,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,personalized bookshelf classroom reading rug,,personalized bookshelf classroom reading rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-bookshelf-classroom-library-reading-rug-75ece72c91__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-237,chillgen.com,custom-bookshelf-classroom-library-reading-rug-75ece72c91,15913275392369,80877909410161,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c051c60b70768bf231a23e7ffc951195f2584b288842e89e9bb8e5f88506660a_1b3784bc-ece7-468f-8776-f995aa031ed3.jpg?v=1784365078,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,bookshelf teacher rug flat view,,bookshelf teacher rug flat view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-bookshelf-classroom-library-reading-rug-75ece72c91__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B024-237,chillgen.com,custom-bookshelf-classroom-library-reading-rug-75ece72c91,15913275392369,80877909442929,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/92a001c9622a4508a79b2c82c316be0a9a898f1ca496c2bb8d413e2c1393222d_b7776495-4b86-42c2-a2f2-0c3c3bb79238.jpg?v=1784365080,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:33:04+07:00,bookshelf reading rug in classroom,,bookshelf reading rug in classroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B024/custom-bookshelf-classroom-library-reading-rug-75ece72c91__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
