evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B018-171,chillgen.com,personalized-family-couple-doormat-custom-couple-husband-design-04,15969437286769,81245556900209,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/88d1344c07a3646563b8538205e18bda7f185fd609f48da9a0d302fa96d9e407.jpg?v=1786652343,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,funny couple welcome doormat product image,,funny couple welcome doormat product image,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/personalized-family-couple-doormat-custom-couple-husband-design-04__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-175,chillgen.com,custom-feelings-chart-classroom-welcome-mat-45af89adb4-45af89adb4,15940516905329,81039584887153,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d4412072b2a926b5bd7160c2eda69923666e055968695e80314f42cc8463e89e.jpg?v=1785258573,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,emotions rug in classroom play area,,emotions rug in classroom play area,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/custom-feelings-chart-classroom-welcome-mat-45af89adb4-45af89adb4__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-175,chillgen.com,custom-feelings-chart-classroom-welcome-mat-45af89adb4-45af89adb4,15940516905329,81039584919921,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ca1ffa47c4f26d34059a69fe9a45a2e55e70047b4e87dbcce6cf5bec429aad9a.jpg?v=1785258574,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,all feelings are welcome rug product image,,all feelings are welcome rug product image,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/custom-feelings-chart-classroom-welcome-mat-45af89adb4-45af89adb4__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-175,chillgen.com,custom-feelings-chart-classroom-welcome-mat-45af89adb4-45af89adb4,15940516905329,81039584952689,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/aa1ae8fefacf0e8f95826d10fe86c5868afd06c83f31c34d66d301c73301c7de.jpg?v=1785258574,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,thickened edge detail for feelings rug,,thickened edge detail for feelings rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/custom-feelings-chart-classroom-welcome-mat-45af89adb4-45af89adb4__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-175,chillgen.com,custom-feelings-chart-classroom-welcome-mat-45af89adb4-45af89adb4,15940516905329,81039584985457,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2e1cd2aa167e4fa05c8191b682962bbe2c2e6d89eec879ffac155bf5da2e3210.jpg?v=1785258574,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,feelings chart rug in kids room,,feelings chart rug in kids room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/custom-feelings-chart-classroom-welcome-mat-45af89adb4-45af89adb4__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-175,chillgen.com,custom-feelings-chart-classroom-welcome-mat-45af89adb4-45af89adb4,15940516905329,81039585018225,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/60924bcb6e4c1fb68847a9961e41a99806edc25d84ef0339c75b1d598a262533.jpg?v=1785258574,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,emotional learning welcome mat on floor,,emotional learning welcome mat on floor,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/custom-feelings-chart-classroom-welcome-mat-45af89adb4-45af89adb4__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-175,chillgen.com,custom-feelings-chart-classroom-welcome-mat-45af89adb4-45af89adb4,15940516905329,81039585050993,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/343a0b3cc53d4e3eb69c73e8719934e1a47e8f55300b74445ef104d0e44eb97a.jpg?v=1785258573,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,teacher and children using feelings rug,,teacher and children using feelings rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/custom-feelings-chart-classroom-welcome-mat-45af89adb4-45af89adb4__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-175,chillgen.com,custom-feelings-chart-classroom-welcome-mat-45af89adb4-45af89adb4,15940516905329,81039585083761,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/75998db50258dc1ae90b669d9cf1354ed4cf955d5ee755ad71ae3123663754cc.jpg?v=1785258574,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,children sitting near emotions chart rug,,children sitting near emotions chart rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/custom-feelings-chart-classroom-welcome-mat-45af89adb4-45af89adb4__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-176,chillgen.com,custom-hundred-acre-wood-map-welcome-mat-23388cf0b9-23388cf0b9,15940476305777,81039497560433,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/baf2fe8d85aa8a9f042b17c02de3dcb299ee0459742a7a471f74ad4ecff2b317.jpg?v=1785257434,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,Hundred Acre Wood map rug overhead view,,Hundred Acre Wood map rug overhead view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/custom-hundred-acre-wood-map-welcome-mat-23388cf0b9-23388cf0b9__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-176,chillgen.com,custom-hundred-acre-wood-map-welcome-mat-23388cf0b9-23388cf0b9,15940476305777,81039497593201,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a59a551cbf5fcf436a58d8c85c09dec494806106c2ba5a358103040bccd7a8dd.jpg?v=1785257434,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,storybook map rug in bedroom,,storybook map rug in bedroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/custom-hundred-acre-wood-map-welcome-mat-23388cf0b9-23388cf0b9__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-176,chillgen.com,custom-hundred-acre-wood-map-welcome-mat-23388cf0b9-23388cf0b9,15940476305777,81039497625969,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/bcc81ee41f4775967f5bf44005bd34d18d93865e4ecdbc73a87f2289a2baf33f.jpg?v=1785257434,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,map area rug in living room,,map area rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/custom-hundred-acre-wood-map-welcome-mat-23388cf0b9-23388cf0b9__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-176,chillgen.com,custom-hundred-acre-wood-map-welcome-mat-23388cf0b9-23388cf0b9,15940476305777,81039497658737,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f6fbe52c1636c8c98d8703bd1b9fe91e031b60d30876a8b73e6797900691d0bc.jpg?v=1785257434,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,size guide for kids map rug,,size guide for kids map rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/custom-hundred-acre-wood-map-welcome-mat-23388cf0b9-23388cf0b9__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-176,chillgen.com,custom-hundred-acre-wood-map-welcome-mat-23388cf0b9-23388cf0b9,15940476305777,81039497691505,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9c3b2769c506d8ef7860729792800f6cfff9407753bba1dd3ebb9fde5162508d.jpg?v=1785257434,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,anti-slip backing comparison for map rug,,anti-slip backing comparison for map rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/custom-hundred-acre-wood-map-welcome-mat-23388cf0b9-23388cf0b9__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-176,chillgen.com,custom-hundred-acre-wood-map-welcome-mat-23388cf0b9-23388cf0b9,15940476305777,81039497724273,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/94f4507779989e9ca62b8700919ad339a39465cd55e8fe3692066f8f9638a834.jpg?v=1785257434,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,soft microfiber detail for storybook rug,,soft microfiber detail for storybook rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/custom-hundred-acre-wood-map-welcome-mat-23388cf0b9-23388cf0b9__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-176,chillgen.com,custom-hundred-acre-wood-map-welcome-mat-23388cf0b9-23388cf0b9,15940476305777,81039497757041,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1e68d02406144ccce6357dd12a499a9462c661d6910dabf6bec6f8790ed77862.jpg?v=1785257434,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,family and dog on map rug,,family and dog on map rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/custom-hundred-acre-wood-map-welcome-mat-23388cf0b9-23388cf0b9__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-176,chillgen.com,custom-hundred-acre-wood-map-welcome-mat-23388cf0b9-23388cf0b9,15940476305777,81039497789809,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c1f6580d11995a5efd6f6b5b0aa56939108bcb620d8817dd1e4b5b4e32347401.jpg?v=1785257434,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,flat product image of storybook map rug,,flat product image of storybook map rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/custom-hundred-acre-wood-map-welcome-mat-23388cf0b9-23388cf0b9__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-176,chillgen.com,custom-hundred-acre-wood-map-welcome-mat-23388cf0b9-23388cf0b9,15940476305777,81039497822577,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/71d53c0cedc18fd2d3d5912d41d7913ed0e87dd40f71b9ce69879cfa9738dc6b.jpg?v=1785257434,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,map rug in family living room,,map rug in family living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/custom-hundred-acre-wood-map-welcome-mat-23388cf0b9-23388cf0b9__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-176,chillgen.com,custom-hundred-acre-wood-map-welcome-mat-23388cf0b9-23388cf0b9,15940476305777,81039497855345,GALLERY_PUBLIC_CDN,10,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/621a530a929c445f4c750a8727939152fa456688ec2cb4afe696da53a2415076.jpg?v=1785257434,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,soft microfiber low pile detail for map rug,,soft microfiber low pile detail for map rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/custom-hundred-acre-wood-map-welcome-mat-23388cf0b9-23388cf0b9__img_10.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-177,chillgen.com,educational-classroom-rug-alphabet-handwriting-samplers-17817a1b4c-17817a1b4c,15940438262129,81039376744817,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6f4dbd4174139956dd35717e66718b280df14ab97765f2291e45d5cc19374cba.jpg?v=1785256128,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,alphabet handwriting classroom rug in room,,alphabet handwriting classroom rug in room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/educational-classroom-rug-alphabet-handwriting-samplers-17817a1b4c-17817a1b4c__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-177,chillgen.com,educational-classroom-rug-alphabet-handwriting-samplers-17817a1b4c-17817a1b4c,15940438262129,81039376777585,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7b351bb479f36eee751aeb45491c78492c3ec88c70fe99d874ea37f5e354cb5b.jpg?v=1785256128,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,foldable non-slip ABC rug feature panel,,foldable non-slip ABC rug feature panel,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/educational-classroom-rug-alphabet-handwriting-samplers-17817a1b4c-17817a1b4c__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-177,chillgen.com,educational-classroom-rug-alphabet-handwriting-samplers-17817a1b4c-17817a1b4c,15940438262129,81039376810353,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/73e2ed8ce169e6463106d111fb69ca3f4309071599591df4735828c5c0a695ce.jpg?v=1785256128,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,letter detail and bound edges for alphabet rug,,letter detail and bound edges for alphabet rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/educational-classroom-rug-alphabet-handwriting-samplers-17817a1b4c-17817a1b4c__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-177,chillgen.com,educational-classroom-rug-alphabet-handwriting-samplers-17817a1b4c-17817a1b4c,15940438262129,81039376843121,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/58ad622cc88d564531112baee0eff21a31e33c40f3ff49a657b1afe5943b2f0d.jpg?v=1785256128,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,anti-slip backing graphic for ABC classroom rug,,anti-slip backing graphic for ABC classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/educational-classroom-rug-alphabet-handwriting-samplers-17817a1b4c-17817a1b4c__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-177,chillgen.com,educational-classroom-rug-alphabet-handwriting-samplers-17817a1b4c-17817a1b4c,15940438262129,81039376875889,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0c5c3d6759b088dc8b6e2edb579e44717935073ee1ec419ae0f35cdeb1215eef.jpg?v=1785256128,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,alphabet rug in playroom classroom,,alphabet rug in playroom classroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/educational-classroom-rug-alphabet-handwriting-samplers-17817a1b4c-17817a1b4c__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-177,chillgen.com,educational-classroom-rug-alphabet-handwriting-samplers-17817a1b4c-17817a1b4c,15940438262129,81039376908657,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/98eea2552ddf6238d3c43ad4d0bdfdad93e6ad4035f5477f02b315a25543223f.jpg?v=1785256128,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,flat product image of alphabet handwriting rug,,flat product image of alphabet handwriting rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/educational-classroom-rug-alphabet-handwriting-samplers-17817a1b4c-17817a1b4c__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-178,chillgen.com,colorful-classroom-rug-for-kids-and-teachers-940ca1aee9-940ca1aee9,15940439048561,81039379005809,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/20d31b3da4659683fbf0b882602499d886e1df5425c27c0f937a5a2626a1eae4.jpg?v=1785256154,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,feelings zone classroom rug in playroom,,feelings zone classroom rug in playroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/colorful-classroom-rug-for-kids-and-teachers-940ca1aee9-940ca1aee9__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-178,chillgen.com,colorful-classroom-rug-for-kids-and-teachers-940ca1aee9-940ca1aee9,15940439048561,81039379038577,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/788f279710d23f9be318fdc3fe1203906e735ea7ca8ff800c70917e6fd2f7291.jpg?v=1785256154,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,what zone are you in rug angled view,,what zone are you in rug angled view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/colorful-classroom-rug-for-kids-and-teachers-940ca1aee9-940ca1aee9__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-178,chillgen.com,colorful-classroom-rug-for-kids-and-teachers-940ca1aee9-940ca1aee9,15940439048561,81039379071345,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/15ffd55e2a2c5853df2d85373a5f8f306011fd17de4ca796560d84851e203580.jpg?v=1785256154,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,emotion zones classroom rug product image,,emotion zones classroom rug product image,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/colorful-classroom-rug-for-kids-and-teachers-940ca1aee9-940ca1aee9__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-178,chillgen.com,colorful-classroom-rug-for-kids-and-teachers-940ca1aee9-940ca1aee9,15940439048561,81039379104113,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5b1bd8c6c11a473f8a6250a3011ec3b18d57f36c12ee3078b9d72791ad799e9f.jpg?v=1785256154,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,feelings zone rug in kids room,,feelings zone rug in kids room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/colorful-classroom-rug-for-kids-and-teachers-940ca1aee9-940ca1aee9__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-178,chillgen.com,colorful-classroom-rug-for-kids-and-teachers-940ca1aee9-940ca1aee9,15940439048561,81039379136881,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c85daeb9797dae3740a9cd914b7af06883e33e52dacb1a24633c137a05200791.jpg?v=1785256154,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,teacher and children using emotions rug,,teacher and children using emotions rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/colorful-classroom-rug-for-kids-and-teachers-940ca1aee9-940ca1aee9__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-178,chillgen.com,colorful-classroom-rug-for-kids-and-teachers-940ca1aee9-940ca1aee9,15940439048561,81039379169649,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d531cca97b1986cb2ffc3daccff12d11fece4cc7ada173a86784bba9467fad5f.jpg?v=1785256154,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,thickened edge detail for feelings zone rug,,thickened edge detail for feelings zone rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/colorful-classroom-rug-for-kids-and-teachers-940ca1aee9-940ca1aee9__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-178,chillgen.com,colorful-classroom-rug-for-kids-and-teachers-940ca1aee9-940ca1aee9,15940439048561,81039379202417,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/326af8828bc5d30adc276d1f9ff495ad51c628fcd452dd2a466d2957c42d848f.jpg?v=1785256154,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,anti-slip backing graphic for classroom rug,,anti-slip backing graphic for classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/colorful-classroom-rug-for-kids-and-teachers-940ca1aee9-940ca1aee9__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B018-178,chillgen.com,colorful-classroom-rug-for-kids-and-teachers-940ca1aee9-940ca1aee9,15940439048561,81039379235185,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4d9dd0ebbb23fb31c9d8944769e99a2703461bcf252a6b95f8af3db957bd6bdb.jpg?v=1785256154,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:07:41+07:00,multipurpose use graphic for emotions rug,,multipurpose use graphic for emotions rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B018/colorful-classroom-rug-for-kids-and-teachers-940ca1aee9-940ca1aee9__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
