evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B026-251,chillgen.com,colorful-classroom-rug-for-kids-e5ed693d3f,15913303277937,80878192918897,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/af540a27df3dd960a309185033acd8f2198fe183a6f33020da12106ec68af4ed.jpg?v=1784368998,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,Mindset Matters classroom rug by sofa,,Mindset Matters classroom rug by sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-for-kids-e5ed693d3f__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-252,chillgen.com,colorful-classroom-rug-for-kids-a44b91f2e4,15913303507313,80878583316849,GALLERY_PUBLIC_CDN,15,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e3c448a4bb00b5f3cb861197f058867b392c7192f283bb02fff4966d48ab0af3_4f8c227d-7599-4eec-820a-bcb29b2b47d2.jpg?v=1784368987,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,children sitting on classroom quote rug,,children sitting on classroom quote rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-for-kids-a44b91f2e4__img_15.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-252,chillgen.com,colorful-classroom-rug-for-kids-a44b91f2e4,15913303507313,80878583349617,GALLERY_PUBLIC_CDN,16,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2462b28def4f3a75482b300cbc635387fd9b7720e4c779870937ef75ea6ab397_e0df6d4a-8c3f-4c74-82e8-6edcdd0f5452.jpg?v=1784368991,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,learning pattern detail for quote rug,,learning pattern detail for quote rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-for-kids-a44b91f2e4__img_16.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-252,chillgen.com,colorful-classroom-rug-for-kids-a44b91f2e4,15913303507313,80878583382385,GALLERY_PUBLIC_CDN,17,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/af8d63017cb62a8d8b0d7cfdd493f2e86d9f0c8a5d075d781c26f496065b5d56_ccddb7d7-e7db-4b00-a29e-6b857ae227b9.jpg?v=1784368992,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,size options for Change Your Words rug,,size options for Change Your Words rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-for-kids-a44b91f2e4__img_17.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-252,chillgen.com,colorful-classroom-rug-for-kids-a44b91f2e4,15913303507313,80878583415153,GALLERY_PUBLIC_CDN,18,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d856034c2524f7875ea9794ee7379a272f74fa644a6c79f461632d5b0920cd61_24db15a9-8a23-4c11-98b6-e6dbe80bdcdc.jpg?v=1784368995,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,soft surface closeup for mindset rug,,soft surface closeup for mindset rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-for-kids-a44b91f2e4__img_18.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-253,chillgen.com,colorful-handprints-kids-classroom-area-rug-9f8e77de21,15913303736689,80878198161777,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/85ced9c4d45982d7700a0730d45c9d10ab7f7e7af65a932e684c34f707f43679.jpg?v=1784368903,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,You Can Change The World rug by sofa,,You Can Change The World rug by sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-handprints-kids-classroom-area-rug-9f8e77de21__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-253,chillgen.com,colorful-handprints-kids-classroom-area-rug-9f8e77de21,15913303736689,80878198194545,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/90c375fc5467646a12bd52c7cd3623d31f0fbbb521080844c695a87c2ee8b211.jpg?v=1784368905,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,personalized pencil classroom rug angle,,personalized pencil classroom rug angle,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-handprints-kids-classroom-area-rug-9f8e77de21__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-253,chillgen.com,colorful-handprints-kids-classroom-area-rug-9f8e77de21,15913303736689,80878198227313,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/70eecb5d7bdd74b6f186355f073d29765a612bdefe128aa23088ed4a4c8cacc4.jpg?v=1784368907,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,colorful teacher rug playroom view,,colorful teacher rug playroom view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-handprints-kids-classroom-area-rug-9f8e77de21__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-253,chillgen.com,colorful-handprints-kids-classroom-area-rug-9f8e77de21,15913303736689,80878198260081,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0834a10be5451a10033df27d2b5ac9fb1769bbd83c2808bbef32ca7f28f0465d.jpg?v=1784368911,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,Mr William class rug overhead,,Mr William class rug overhead,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-handprints-kids-classroom-area-rug-9f8e77de21__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-253,chillgen.com,colorful-handprints-kids-classroom-area-rug-9f8e77de21,15913303736689,80878198292849,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c515ca9523f5a08ac2507110851491c0cf3f08fefe35c71763705a3eecd8cda3.jpg?v=1784368913,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,teacher reading on pencil classroom rug,,teacher reading on pencil classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-handprints-kids-classroom-area-rug-9f8e77de21__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-253,chillgen.com,colorful-handprints-kids-classroom-area-rug-9f8e77de21,15913303736689,80878198325617,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c8670579469faf7750f5535a6519c6fb9b04f86969aecc378eafe3f8ea6e4fe3.jpg?v=1784368917,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,children gathered on encouragement rug,,children gathered on encouragement rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-handprints-kids-classroom-area-rug-9f8e77de21__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-253,chillgen.com,colorful-handprints-kids-classroom-area-rug-9f8e77de21,15913303736689,80878198358385,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0803c8ee4c40a5a0a6351ecbae6cfa8d8c0e470b065655a9f803f5c6eccd82f9.jpg?v=1784368919,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,classroom pencil rug detail panel,,classroom pencil rug detail panel,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-handprints-kids-classroom-area-rug-9f8e77de21__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-253,chillgen.com,colorful-handprints-kids-classroom-area-rug-9f8e77de21,15913303736689,80878198391153,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f3bd3877ec6b8fff33fe0f430a2c398b230002d733bbd520226c8514c814add9.jpg?v=1784368922,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,You Can Change The World rug size chart,,You Can Change The World rug size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-handprints-kids-classroom-area-rug-9f8e77de21__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-253,chillgen.com,colorful-handprints-kids-classroom-area-rug-9f8e77de21,15913303736689,80878198423921,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d0a4a658fed8690e32029e844245758f07183d6077536361246d8cbe4f0828ac.jpg?v=1784368924,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,microfiber cushion closeup for classroom rug,,microfiber cushion closeup for classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-handprints-kids-classroom-area-rug-9f8e77de21__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-253,chillgen.com,colorful-handprints-kids-classroom-area-rug-9f8e77de21,15913303736689,80878582530417,GALLERY_PUBLIC_CDN,10,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/85ced9c4d45982d7700a0730d45c9d10ab7f7e7af65a932e684c34f707f43679_213501d1-16fb-4ad7-bb66-5a25ce2256f0.jpg?v=1784368927,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,personalized class rug room mockup,,personalized class rug room mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-handprints-kids-classroom-area-rug-9f8e77de21__img_10.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-253,chillgen.com,colorful-handprints-kids-classroom-area-rug-9f8e77de21,15913303736689,80878582563185,GALLERY_PUBLIC_CDN,11,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/90c375fc5467646a12bd52c7cd3623d31f0fbbb521080844c695a87c2ee8b211_10904b1d-c22e-469a-a9f3-9ab5d3e4fcb1.jpg?v=1784368929,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,colorful pencil classroom rug angle,,colorful pencil classroom rug angle,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-handprints-kids-classroom-area-rug-9f8e77de21__img_11.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-253,chillgen.com,colorful-handprints-kids-classroom-area-rug-9f8e77de21,15913303736689,80878582595953,GALLERY_PUBLIC_CDN,12,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/70eecb5d7bdd74b6f186355f073d29765a612bdefe128aa23088ed4a4c8cacc4_67692218-1262-4dc2-b3df-a6608c8d45de.jpg?v=1784368933,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,encouragement classroom rug playroom,,encouragement classroom rug playroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-handprints-kids-classroom-area-rug-9f8e77de21__img_12.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-253,chillgen.com,colorful-handprints-kids-classroom-area-rug-9f8e77de21,15913303736689,80878582628721,GALLERY_PUBLIC_CDN,13,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0834a10be5451a10033df27d2b5ac9fb1769bbd83c2808bbef32ca7f28f0465d_eefa88d1-c2ce-4d20-9d25-66a26a8eb097.jpg?v=1784368935,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,teacher reading on custom class rug,,teacher reading on custom class rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-handprints-kids-classroom-area-rug-9f8e77de21__img_13.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-253,chillgen.com,colorful-handprints-kids-classroom-area-rug-9f8e77de21,15913303736689,80878582661489,GALLERY_PUBLIC_CDN,14,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c515ca9523f5a08ac2507110851491c0cf3f08fefe35c71763705a3eecd8cda3_70cb1a09-c378-4590-9b82-313cf16d6a40.jpg?v=1784368938,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,children on personalized classroom rug,,children on personalized classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-handprints-kids-classroom-area-rug-9f8e77de21__img_14.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-253,chillgen.com,colorful-handprints-kids-classroom-area-rug-9f8e77de21,15913303736689,80878582694257,GALLERY_PUBLIC_CDN,15,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c8670579469faf7750f5535a6519c6fb9b04f86969aecc378eafe3f8ea6e4fe3_eef66864-7fca-4e73-9760-f5e88e3991a9.jpg?v=1784368940,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,classroom pencil rug group scene,,classroom pencil rug group scene,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-handprints-kids-classroom-area-rug-9f8e77de21__img_15.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-253,chillgen.com,colorful-handprints-kids-classroom-area-rug-9f8e77de21,15913303736689,80878582727025,GALLERY_PUBLIC_CDN,16,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0803c8ee4c40a5a0a6351ecbae6cfa8d8c0e470b065655a9f803f5c6eccd82f9_f2fb1cfc-ac4b-445a-b613-13561d14ea6f.jpg?v=1784368943,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,learning pattern detail for class rug,,learning pattern detail for class rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-handprints-kids-classroom-area-rug-9f8e77de21__img_16.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-253,chillgen.com,colorful-handprints-kids-classroom-area-rug-9f8e77de21,15913303736689,80878582759793,GALLERY_PUBLIC_CDN,17,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f3bd3877ec6b8fff33fe0f430a2c398b230002d733bbd520226c8514c814add9_7c7df2e5-f022-41a9-885c-a598494cf44e.jpg?v=1784368945,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,size options for pencil classroom rug,,size options for pencil classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-handprints-kids-classroom-area-rug-9f8e77de21__img_17.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-253,chillgen.com,colorful-handprints-kids-classroom-area-rug-9f8e77de21,15913303736689,80878582792561,GALLERY_PUBLIC_CDN,18,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d0a4a658fed8690e32029e844245758f07183d6077536361246d8cbe4f0828ac_c2470fd0-fee6-49f5-9a54-3a501010e8a8.jpg?v=1784368949,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,soft surface closeup for class rug,,soft surface closeup for class rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-handprints-kids-classroom-area-rug-9f8e77de21__img_18.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-254,chillgen.com,colorful-classroom-rug-handprints-quotes-6a4adbacc3,15913304097137,80878201700721,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a343336b5fa9e86a89b0dda07b6bf6d90d857b4387b4da9a605337cd83cd4f12.jpg?v=1784368854,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,Believe Unstoppable classroom rug by sofa,,Believe Unstoppable classroom rug by sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-handprints-quotes-6a4adbacc3__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-254,chillgen.com,colorful-classroom-rug-handprints-quotes-6a4adbacc3,15913304097137,80878201733489,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/bae0f13c2f8fb9a41549296066e8f593d170930699460fcd5b564df1a68383fb.jpg?v=1784368858,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,personalized unstoppable rug classroom angle,,personalized unstoppable rug classroom angle,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-handprints-quotes-6a4adbacc3__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-254,chillgen.com,colorful-classroom-rug-handprints-quotes-6a4adbacc3,15913304097137,80878201766257,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4aa0d4c6a28be91992cf9a7817bf67a19471ca01112cbdbbdc47a61921358154.jpg?v=1784368861,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,Believe classroom rug playroom scene,,Believe classroom rug playroom scene,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-handprints-quotes-6a4adbacc3__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-254,chillgen.com,colorful-classroom-rug-handprints-quotes-6a4adbacc3,15913304097137,80878201799025,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/25b62e2184f58720fc8c1897fd1c7d38ea7cb914db06fa9cd71f6c0dfdaa924c.jpg?v=1784368863,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,unstoppable rug overhead view,,unstoppable rug overhead view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-handprints-quotes-6a4adbacc3__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-254,chillgen.com,colorful-classroom-rug-handprints-quotes-6a4adbacc3,15913304097137,80878201831793,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5c33dfef87140b56071dac3e6b9a4e899d400d8193aee6cad23ac6576c108719.jpg?v=1784368866,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,teacher reading on Believe rug,,teacher reading on Believe rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-handprints-quotes-6a4adbacc3__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-254,chillgen.com,colorful-classroom-rug-handprints-quotes-6a4adbacc3,15913304097137,80878201864561,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a9bb12ec25f198e62469e1ca7bf0421b9808262c9c7d6595e8c800a89c14305f.jpg?v=1784368869,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,children gathered on motivational rug,,children gathered on motivational rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-handprints-quotes-6a4adbacc3__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-254,chillgen.com,colorful-classroom-rug-handprints-quotes-6a4adbacc3,15913304097137,80878201897329,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6d49969a1c499c68e6908726064ff80ef5274554b7c1048869f6864fad6ba5ec.jpg?v=1784368870,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,Believe Unstoppable rug detail panel,,Believe Unstoppable rug detail panel,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-handprints-quotes-6a4adbacc3__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-254,chillgen.com,colorful-classroom-rug-handprints-quotes-6a4adbacc3,15913304097137,80878201930097,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3e0e3e371036badaecac475e2608127d7f50aca75ee17ca427e594cf936ff81d.jpg?v=1784368874,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,unstoppable classroom rug size chart,,unstoppable classroom rug size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-handprints-quotes-6a4adbacc3__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-254,chillgen.com,colorful-classroom-rug-handprints-quotes-6a4adbacc3,15913304097137,80878201962865,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/36aa29f24b098131895c23dc25f8bb11f1e33b6b62c897d67d12ae9a0ac988a9.jpg?v=1784368875,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,microfiber cushion closeup for Believe rug,,microfiber cushion closeup for Believe rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-handprints-quotes-6a4adbacc3__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B026-254,chillgen.com,colorful-classroom-rug-handprints-quotes-6a4adbacc3,15913304097137,80878580760945,GALLERY_PUBLIC_CDN,10,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a343336b5fa9e86a89b0dda07b6bf6d90d857b4387b4da9a605337cd83cd4f12_7df185a0-7d4d-436d-bc5d-18933cccc304.jpg?v=1784368879,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:44:06+07:00,Believe classroom rug room mockup,,Believe classroom rug room mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B026/colorful-classroom-rug-handprints-quotes-6a4adbacc3__img_10.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
