evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B030-291,chillgen.com,custom-running-horse-welcome-mat-2e0754fd8e-2e0754fd8e,15913419342193,80879097217393,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/aafb52fe5afe28805411dfc95ae566e304fd788ee851bcd01c53cc8590d3fae3.jpg?v=1784377175,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,charcoal running horse rug by sofa,,charcoal running horse rug by sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/custom-running-horse-welcome-mat-2e0754fd8e-2e0754fd8e__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-295,chillgen.com,western-running-horse-area-rug-02dee68d0b,15913419735409,80879099183473,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3e1fbd488d5abfd83186724cda5b253b9201898f7b2c431202118c9ac56d1110.jpg?v=1784377092,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,mint horse area rug by sofa,,mint horse area rug by sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/western-running-horse-area-rug-02dee68d0b__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-295,chillgen.com,western-running-horse-area-rug-02dee68d0b,15913419735409,80879099216241,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ccb8fbc4284d687ac5a074e46a5df98b63d3eb9d46fae5ff8f5c400d9cb8497a.jpg?v=1784377092,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,mint horse rug size chart,,mint horse rug size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/western-running-horse-area-rug-02dee68d0b__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-295,chillgen.com,western-running-horse-area-rug-02dee68d0b,15913419735409,80879099249009,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/47e04f1b26b50d22723c8eef2d4e9af4d3c25867e5620e667f50f21282b85403.jpg?v=1784377097,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,microfiber cushion closeup for mint horse rug,,microfiber cushion closeup for mint horse rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/western-running-horse-area-rug-02dee68d0b__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-295,chillgen.com,western-running-horse-area-rug-02dee68d0b,15913419735409,80879099281777,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/07d27bded97dc5f75740342013b4103dac4d35121eb8c809c254fd1a1c20f3b4.jpg?v=1784377098,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,anti-slip backing detail for white horse rug,,anti-slip backing detail for white horse rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/western-running-horse-area-rug-02dee68d0b__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-295,chillgen.com,western-running-horse-area-rug-02dee68d0b,15913419735409,80879099314545,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a02fede1953fb37dd159eb8712a3a179e76e691307770b32e681bb1b2c709020.jpg?v=1784377102,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,mint horse rug by fireplace,,mint horse rug by fireplace,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/western-running-horse-area-rug-02dee68d0b__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-295,chillgen.com,western-running-horse-area-rug-02dee68d0b,15913419735409,80879099347313,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4e1d058af1f928ebf87c10df677bfc89085dd9c634575b7a118ef28538b388b1.jpg?v=1784377103,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,white horse rug in living room,,white horse rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/western-running-horse-area-rug-02dee68d0b__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-295,chillgen.com,western-running-horse-area-rug-02dee68d0b,15913419735409,80879099380081,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a09f279d2d97c343b7048b361cea4d4b5f2987bdbf9ad78b94efa533d4f54b50.jpg?v=1784377107,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,mint horse area rug room view,,mint horse area rug room view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/western-running-horse-area-rug-02dee68d0b__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-295,chillgen.com,western-running-horse-area-rug-02dee68d0b,15913419735409,80879099412849,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/987c005b206792918bd710425fffa883ecfb2495e6859a6b5388c841d7094252.jpg?v=1784377108,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,white horse rug quiet fireside scene,,white horse rug quiet fireside scene,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/western-running-horse-area-rug-02dee68d0b__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-296,chillgen.com,custom-running-horse-area-rug-31f0e158c5,15913419800945,80879099871601,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7ceeca6d818aec2d06086091276bf4eb2fc051091fea465eaf80881c61c9c937.jpg?v=1784377070,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,floral horse herd rug by sofa,,floral horse herd rug by sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/custom-running-horse-area-rug-31f0e158c5__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-296,chillgen.com,custom-running-horse-area-rug-31f0e158c5,15913419800945,80879099904369,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c7df4ea30ceb4a3ea80c2d5e28217d2f79edc58f0dc827a65966595a9d051957.jpg?v=1784377070,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,horse herd floral rug size chart,,horse herd floral rug size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/custom-running-horse-area-rug-31f0e158c5__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-296,chillgen.com,custom-running-horse-area-rug-31f0e158c5,15913419800945,80879099937137,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0ac28cee6fdf538bf8fd5f7098320e1295787ee1a55c152a834fd40fcff023e4.jpg?v=1784377075,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,microfiber cushion closeup for floral horse rug,,microfiber cushion closeup for floral horse rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/custom-running-horse-area-rug-31f0e158c5__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-296,chillgen.com,custom-running-horse-area-rug-31f0e158c5,15913419800945,80879099969905,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2260f478d0433df85b189fde4bfd0f34dbd0611e9efff2df18dc12c5b80f7444.jpg?v=1784377076,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,anti-slip backing detail for horse herd rug,,anti-slip backing detail for horse herd rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/custom-running-horse-area-rug-31f0e158c5__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-296,chillgen.com,custom-running-horse-area-rug-31f0e158c5,15913419800945,80879100002673,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/aebf312cdf1e98c92500a4d310b87fe205699d8b877266746e2a4e69391fd2c0.jpg?v=1784377081,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,floral horse rug by fireplace,,floral horse rug by fireplace,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/custom-running-horse-area-rug-31f0e158c5__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-296,chillgen.com,custom-running-horse-area-rug-31f0e158c5,15913419800945,80879100035441,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8906a956690cf6730902b5a7768e3cd53e4de7b6988d5cd4896a453b82681837.jpg?v=1784377081,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,horse herd rug in living room,,horse herd rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/custom-running-horse-area-rug-31f0e158c5__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-296,chillgen.com,custom-running-horse-area-rug-31f0e158c5,15913419800945,80879100068209,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a7f3221ddf424ab9a0005c9a26aa4278ee9c5c1c3530202d5064e929c87885a8.jpg?v=1784377087,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,floral equestrian rug room view,,floral equestrian rug room view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/custom-running-horse-area-rug-31f0e158c5__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-296,chillgen.com,custom-running-horse-area-rug-31f0e158c5,15913419800945,80879100100977,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/44a0b5f5869511c7f0696ed1c8a774774a9f394946a494d50163ed1b388a9523.jpg?v=1784377087,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,horse herd rug quiet fireside scene,,horse herd rug quiet fireside scene,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/custom-running-horse-area-rug-31f0e158c5__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-297,chillgen.com,personalized-classroom-doormat-teacher-name-notebook-pattern-42da091fe1-42da091fe1,15913422389617,80879116845425,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c5e0111bd459c88f47992e6ab4a4cefd16e9eb59ee9f186d1bd4757bc9c6bae6.jpg?v=1784368297,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,ocean classroom welcome mat flat view,,ocean classroom welcome mat flat view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/personalized-classroom-doormat-teacher-name-notebook-pattern-42da091fe1-42da091fe1__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-297,chillgen.com,personalized-classroom-doormat-teacher-name-notebook-pattern-42da091fe1-42da091fe1,15913422389617,80879116878193,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c8b909836ae8cec494b61db179ca05e78204758f7b754456c36c95035cdaecc8.jpg?v=1784368298,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,teacher name ocean mat in room,,teacher name ocean mat in room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/personalized-classroom-doormat-teacher-name-notebook-pattern-42da091fe1-42da091fe1__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-297,chillgen.com,personalized-classroom-doormat-teacher-name-notebook-pattern-42da091fe1-42da091fe1,15913422389617,80879116910961,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/45413043e965821ebdcb0df58ee6f156ba4937b6942a89d58b0317fae1c88b97.jpg?v=1784368303,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,non-skid backing detail for classroom mat,,non-skid backing detail for classroom mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/personalized-classroom-doormat-teacher-name-notebook-pattern-42da091fe1-42da091fe1__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-297,chillgen.com,personalized-classroom-doormat-teacher-name-notebook-pattern-42da091fe1-42da091fe1,15913422389617,80879116943729,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/78f635b751dd77802aa156306f497d862d498ca5c1c2d2779d196feb97eeed04.jpg?v=1784368304,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,ocean classroom doormat size chart,,ocean classroom doormat size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/personalized-classroom-doormat-teacher-name-notebook-pattern-42da091fe1-42da091fe1__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-297,chillgen.com,personalized-classroom-doormat-teacher-name-notebook-pattern-42da091fe1-42da091fe1,15913422389617,80879116976497,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6f8391799be6f49b75ae99cb4acfe82a626429b7da5a524d41871f313308f91a.jpg?v=1784368308,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,classroom mat use location panel,,classroom mat use location panel,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/personalized-classroom-doormat-teacher-name-notebook-pattern-42da091fe1-42da091fe1__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-297,chillgen.com,personalized-classroom-doormat-teacher-name-notebook-pattern-42da091fe1-42da091fe1,15913422389617,80879117009265,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2d7efbdb013dccc4c3567d6efa0164d17cc13df6f952726e38dd0d6e28994624.jpg?v=1784368310,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,personalized teacher mat held by couple,,personalized teacher mat held by couple,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/personalized-classroom-doormat-teacher-name-notebook-pattern-42da091fe1-42da091fe1__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-297,chillgen.com,personalized-classroom-doormat-teacher-name-notebook-pattern-42da091fe1-42da091fe1,15913422389617,80879117042033,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/56b4a0ebfbcd2ea7f824c7ebc8ff144afd422e16fac24be06b844d3b05c378eb.jpg?v=1784368313,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,ocean classroom mat at doorway,,ocean classroom mat at doorway,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/personalized-classroom-doormat-teacher-name-notebook-pattern-42da091fe1-42da091fe1__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-298,chillgen.com,personalized-classroom-welcome-doormat-notebook-rug-8e1bdf83d4,15913422487921,80879117828465,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4b03d5f19592169fd74297ae401519787b59ba4855add1ec2cca36c6707708eb.jpg?v=1784368276,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,teacher notebook welcome mat flat view,,teacher notebook welcome mat flat view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/personalized-classroom-welcome-doormat-notebook-rug-8e1bdf83d4__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-298,chillgen.com,personalized-classroom-welcome-doormat-notebook-rug-8e1bdf83d4,15913422487921,80879117861233,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0f3be1982329ef77e7c52b09186c80b76cb64a6b5f0efaaa359d59d7e7476816.jpg?v=1784368281,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,teacher mat at doorway with dog,,teacher mat at doorway with dog,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/personalized-classroom-welcome-doormat-notebook-rug-8e1bdf83d4__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-298,chillgen.com,personalized-classroom-welcome-doormat-notebook-rug-8e1bdf83d4,15913422487921,80879117894001,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a25a46077b9369b4ac5a5d472cb2338682d1a8a5a028cfff4fa28a0face44811.jpg?v=1784368282,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,teacher doormat size chart,,teacher doormat size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/personalized-classroom-welcome-doormat-notebook-rug-8e1bdf83d4__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-298,chillgen.com,personalized-classroom-welcome-doormat-notebook-rug-8e1bdf83d4,15913422487921,80879117926769,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/16ec282257c138506137aa867ed6fdbd2b5ed0a1a1bbd803cf559aafb46e0502.jpg?v=1784368286,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,teacher mat use location panel,,teacher mat use location panel,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/personalized-classroom-welcome-doormat-notebook-rug-8e1bdf83d4__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-298,chillgen.com,personalized-classroom-welcome-doormat-notebook-rug-8e1bdf83d4,15913422487921,80879117959537,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/708a932d4cd3d0ed9b49445c16919b22f3ae09fa5b903e5359e99f243e424bdd.jpg?v=1784368287,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,notebook teacher mat in room,,notebook teacher mat in room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/personalized-classroom-welcome-doormat-notebook-rug-8e1bdf83d4__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-298,chillgen.com,personalized-classroom-welcome-doormat-notebook-rug-8e1bdf83d4,15913422487921,80879117992305,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9eccde6b67818b2064337f682393a5cd3c1255a8883d1115de657a61cef0fac9.jpg?v=1784368292,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,personalized teacher mat held by couple,,personalized teacher mat held by couple,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/personalized-classroom-welcome-doormat-notebook-rug-8e1bdf83d4__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-298,chillgen.com,personalized-classroom-welcome-doormat-notebook-rug-8e1bdf83d4,15913422487921,80879118025073,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2093497dfaacdce7af33c53210d78d4b32250e258d3bb95767dc8ca8acbb0b93.jpg?v=1784368293,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,non-skid backing detail for teacher mat,,non-skid backing detail for teacher mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/personalized-classroom-welcome-doormat-notebook-rug-8e1bdf83d4__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-299,chillgen.com,personalized-classroom-welcome-doormat-teacher-students-7f5a91b5a9,15913422553457,80879118090609,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/43c72fc2a7d76b33a43b69787bd42b5ee374e99b29241695dfa2d63ea8fb8253_6abdf528-a7c0-492a-a093-bb1996d102b6.jpg?v=1784368259,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,speech pathologist welcome mat flat view,,speech pathologist welcome mat flat view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/personalized-classroom-welcome-doormat-teacher-students-7f5a91b5a9__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B030-299,chillgen.com,personalized-classroom-welcome-doormat-teacher-students-7f5a91b5a9,15913422553457,80879118123377,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/fd736b0b8511368f6a5f1f042b85de944f4ea083bc250f0763496912d80274f6_f721d7b2-6e5a-424d-b5c5-fbb819f20174.jpg?v=1784368261,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T03:59:11+07:00,speech therapy mat in room,,speech therapy mat in room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B030/personalized-classroom-welcome-doormat-teacher-students-7f5a91b5a9__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
