evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B047-461,chillgen.com,custom-golf-area-rug-living-room-mat-51b65f4454,15913196716401,80877030343025,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c5484b389573fcc067ec0bbb65a8e2f7aa093c9f0bea9092193c3e1767606ff5_d6db830c-6143-47b3-a788-5d178d68b384.jpg?v=1784386714,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Patriotic golf flag rug shown beside sofa,,Patriotic golf flag rug shown beside sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-golf-area-rug-living-room-mat-51b65f4454__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-465,chillgen.com,custom-mathematics-education-rug-80ab855e16-80ab855e16,15913231712625,80877430636913,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/287c517e067f74051817b0d29e3386023dc39ba371db335c8e488df0a2cc613b.jpg?v=1784369855,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Classroom mockup with personalized math acronym rug,,Classroom mockup with personalized math acronym rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-mathematics-education-rug-80ab855e16-80ab855e16__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-465,chillgen.com,custom-mathematics-education-rug-80ab855e16-80ab855e16,15913231712625,80877430669681,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a7e1edd5d2096138f85b96e2a5e801b946f9a856910a10dcac77d488d115a496.jpg?v=1784369861,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Feature graphic showing bound edges thickness and learning pattern,,Feature graphic showing bound edges thickness and learning pattern,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-mathematics-education-rug-80ab855e16-80ab855e16__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-465,chillgen.com,custom-mathematics-education-rug-80ab855e16-80ab855e16,15913231712625,80877430702449,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8617d2c40728a66075e32b3593a40d3db31e630bb8f0b1f000be81f2b1557d8a.jpg?v=1784369860,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Playroom mockup with black MATH classroom rug,,Playroom mockup with black MATH classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-mathematics-education-rug-80ab855e16-80ab855e16__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-465,chillgen.com,custom-mathematics-education-rug-80ab855e16-80ab855e16,15913231712625,80877430735217,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f945f9cd4a51eac889c598648b4f91dae768bad94019577f1360a5593635d7b7.jpg?v=1784369865,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Children gathered near math acronym rug detail,,Children gathered near math acronym rug detail,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-mathematics-education-rug-80ab855e16-80ab855e16__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-465,chillgen.com,custom-mathematics-education-rug-80ab855e16-80ab855e16,15913231712625,80877430767985,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e9117f3b1d15c3d16feb5a21af1d48f1485301ff93da5194b73227c501209725.jpg?v=1784369866,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Teacher and children sitting on MATH classroom rug,,Teacher and children sitting on MATH classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-mathematics-education-rug-80ab855e16-80ab855e16__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-465,chillgen.com,custom-mathematics-education-rug-80ab855e16-80ab855e16,15913231712625,80877430800753,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3e75dca2344f9bd635bfb7dccaeb91e82b45557f7a7548da14e4f23807e0ce29.jpg?v=1784369871,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Isolated personalized MATH acronym rug,,Isolated personalized MATH acronym rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-mathematics-education-rug-80ab855e16-80ab855e16__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-466,chillgen.com,custom-mathematics-education-classroom-playroom-rug-0f607da0b3,15913232236913,80877438042481,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8c6f469760d416aa23beef1da817755a32cb84e7ab490ec79c69355f7ba81abc.jpg?v=1784369834,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Top view of black Math Symbols rug with colorful icons,,Top view of black Math Symbols rug with colorful icons,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-mathematics-education-classroom-playroom-rug-0f607da0b3__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-466,chillgen.com,custom-mathematics-education-classroom-playroom-rug-0f607da0b3,15913232236913,80877438075249,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c05191357d54bcbb8f43571f262f8b02faf5b182f6632bf20270180a57bc0778.jpg?v=1784369839,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Isolated Math Symbols classroom rug,,Isolated Math Symbols classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-mathematics-education-classroom-playroom-rug-0f607da0b3__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-466,chillgen.com,custom-mathematics-education-classroom-playroom-rug-0f607da0b3,15913232236913,80877438108017,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/743ca15606f940bdbfac413c0dcde77639d6bf80a73b98cd23108d9d7f620cc8.jpg?v=1784369840,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Classroom mockup with colorful math symbols rug,,Classroom mockup with colorful math symbols rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-mathematics-education-classroom-playroom-rug-0f607da0b3__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-466,chillgen.com,custom-mathematics-education-classroom-playroom-rug-0f607da0b3,15913232236913,80877438140785,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6bd7961798e8e42cd00f6599a73996018aa64fb653c805db326bc003b5b8a75e.jpg?v=1784369844,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Playroom mockup with black math symbols rug,,Playroom mockup with black math symbols rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-mathematics-education-classroom-playroom-rug-0f607da0b3__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-466,chillgen.com,custom-mathematics-education-classroom-playroom-rug-0f607da0b3,15913232236913,80877438173553,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/313efad5921b6a885d5b06a456d0e15e675858fa856f13bd72aa2531008f2552.jpg?v=1784369844,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Children gathered near math symbols rug detail,,Children gathered near math symbols rug detail,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-mathematics-education-classroom-playroom-rug-0f607da0b3__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-466,chillgen.com,custom-mathematics-education-classroom-playroom-rug-0f607da0b3,15913232236913,80877438206321,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1cf742f7e021249136c01d0475df645602ebd274ae0942f9d0039172c8dc43c9.jpg?v=1784369849,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Teacher and children on colorful math symbols rug,,Teacher and children on colorful math symbols rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-mathematics-education-classroom-playroom-rug-0f607da0b3__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-466,chillgen.com,custom-mathematics-education-classroom-playroom-rug-0f607da0b3,15913232236913,80877438239089,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a8128ba131d52b43d99ac4fba4977cc7eaf376e8e32fd94c7da08566d0d4a13b.jpg?v=1784369850,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Feature graphic showing thickness bound edges and learning pattern,,Feature graphic showing thickness bound edges and learning pattern,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-mathematics-education-classroom-playroom-rug-0f607da0b3__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-467,chillgen.com,custom-mathematics-classroom-rug-for-school-and-playroom-7ae72f2960,15913232728433,80877443613041,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7bb6b41a8a881b175270685759d96f477ec498ed6c824967778296a052136aec.jpg?v=1784369818,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Top view of black How to Live the Mathlife rug,,Top view of black How to Live the Mathlife rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-mathematics-classroom-rug-for-school-and-playroom-7ae72f2960__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-467,chillgen.com,custom-mathematics-classroom-rug-for-school-and-playroom-7ae72f2960,15913232728433,80877443645809,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4fdb9c04fa3bea68f989fa4585bc166fcd483e579f726f8de8f3d9770184b6d4.jpg?v=1784369818,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Classroom mockup with #MATHLIFE rules rug,,Classroom mockup with #MATHLIFE rules rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-mathematics-classroom-rug-for-school-and-playroom-7ae72f2960__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-467,chillgen.com,custom-mathematics-classroom-rug-for-school-and-playroom-7ae72f2960,15913232728433,80877443678577,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e3f24ee8c5606813d08458ff4ee84486d1bd8d6a48829f28615315035e9c10fe.jpg?v=1784369823,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Playroom mockup with colorful mathlife classroom rug,,Playroom mockup with colorful mathlife classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-mathematics-classroom-rug-for-school-and-playroom-7ae72f2960__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-467,chillgen.com,custom-mathematics-classroom-rug-for-school-and-playroom-7ae72f2960,15913232728433,80877443711345,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/99bcf6e5157fbf99eb569d96bdc7bea8b1285db4633fda17ac6a1dfe3a4321e9.jpg?v=1784369823,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Feature graphic showing thickness and bound edges,,Feature graphic showing thickness and bound edges,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-mathematics-classroom-rug-for-school-and-playroom-7ae72f2960__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-467,chillgen.com,custom-mathematics-classroom-rug-for-school-and-playroom-7ae72f2960,15913232728433,80877443744113,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d6f26056ae5a689cc02a9ba66b22e4dabe94b8c046fa0312c1abfd0ed23d0477.jpg?v=1784369828,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Children gathered near mathlife rug detail,,Children gathered near mathlife rug detail,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-mathematics-classroom-rug-for-school-and-playroom-7ae72f2960__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-467,chillgen.com,custom-mathematics-classroom-rug-for-school-and-playroom-7ae72f2960,15913232728433,80877443776881,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1bf9dcc9c864eaf3963f05e894f6abe9cc189d52896553566a830c517efdef98.jpg?v=1784369828,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Teacher and children sitting on black mathlife rug,,Teacher and children sitting on black mathlife rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-mathematics-classroom-rug-for-school-and-playroom-7ae72f2960__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-467,chillgen.com,custom-mathematics-classroom-rug-for-school-and-playroom-7ae72f2960,15913232728433,80877443809649,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7f6de203c28b042b91872dbe95e44e8f63e7a688960a3c4b9afd6289732e7218.jpg?v=1784369833,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Isolated How to Live the #MATHLIFE rug,,Isolated How to Live the #MATHLIFE rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-mathematics-classroom-rug-for-school-and-playroom-7ae72f2960__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-468,chillgen.com,custom-mathematics-classroom-rug-ec81d3501a,15913233023345,80877448200561,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a4a464870c5cd43b2350a8cfbd54b6d4fa185f35872672bff8e1d13ffd45ee8a.jpg?v=1784369797,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Top view of Good Day to Do Math rug,,Top view of Good Day to Do Math rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-mathematics-classroom-rug-ec81d3501a__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-468,chillgen.com,custom-mathematics-classroom-rug-ec81d3501a,15913233023345,80877448233329,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8b932d6dec48ee8fc379f080b82c46c67dfd88e29284c0729b9a1146e68f8158.jpg?v=1784369800,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Classroom mockup with black pastel math rug,,Classroom mockup with black pastel math rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-mathematics-classroom-rug-ec81d3501a__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-468,chillgen.com,custom-mathematics-classroom-rug-ec81d3501a,15913233023345,80877448266097,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f3b197eb8600dce0227315039df1db56a25b8d715776cbfcfda62abf693c3104.jpg?v=1784369802,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Playroom mockup with good day math rug,,Playroom mockup with good day math rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-mathematics-classroom-rug-ec81d3501a__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-468,chillgen.com,custom-mathematics-classroom-rug-ec81d3501a,15913233023345,80877448298865,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8f3426c67344af1005c550b5e1bb76b702f4c4bca7fd16d80d0df19c35a33f88.jpg?v=1784369805,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Feature graphic showing thickness and learning pattern,,Feature graphic showing thickness and learning pattern,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-mathematics-classroom-rug-ec81d3501a__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-468,chillgen.com,custom-mathematics-classroom-rug-ec81d3501a,15913233023345,80877448331633,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8c12e07523745d4cddb6ae2f24ff46c9b71496fd7c744ca66583b3940f5f0ab4.jpg?v=1784369808,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Teacher and children on math classroom rug,,Teacher and children on math classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-mathematics-classroom-rug-ec81d3501a__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-468,chillgen.com,custom-mathematics-classroom-rug-ec81d3501a,15913233023345,80877448364401,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b9b9a4ab6753fd4d3f3db47964120679c9ed4a16520fc4e42f74cbd79dd125f7.jpg?v=1784369813,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Children sitting near good day to do math rug details,,Children sitting near good day to do math rug details,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-mathematics-classroom-rug-ec81d3501a__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-468,chillgen.com,custom-mathematics-classroom-rug-ec81d3501a,15913233023345,80877448397169,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ffaeabe4f23c8006a7d8b692226d8097eceb16669692e3ec3d6c1acfb3d04e82.jpg?v=1784369812,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Isolated pastel math classroom rug,,Isolated pastel math classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-mathematics-classroom-rug-ec81d3501a__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-469,chillgen.com,custom-math-education-welcome-mat-for-classroom-and-school-f81e324d95-f81e324d95,15913233383793,80877455343985,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a61abdfe6757e3b8e70c6c4c0e14acb72ceaa79a63dc3965fceefe1075821db5.jpg?v=1784369778,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Top view of Why Math classroom rug with teacher name,,Top view of Why Math classroom rug with teacher name,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-math-education-welcome-mat-for-classroom-and-school-f81e324d95-f81e324d95__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-469,chillgen.com,custom-math-education-welcome-mat-for-classroom-and-school-f81e324d95-f81e324d95,15913233383793,80877455376753,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ebc01fa71d0f83244fac265f792e40328dddab2b4a8ed67d1d0f1af458d883d8.jpg?v=1784369781,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Classroom mockup with Why Math concept rug,,Classroom mockup with Why Math concept rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-math-education-welcome-mat-for-classroom-and-school-f81e324d95-f81e324d95__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-469,chillgen.com,custom-math-education-welcome-mat-for-classroom-and-school-f81e324d95-f81e324d95,15913233383793,80877455409521,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/817b2542a915a311fad92e2e2efafd46d0ab8a08fdfc8687a8d789b2438ba1fd.jpg?v=1784369784,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Feature graphic showing bound edges and learning pattern,,Feature graphic showing bound edges and learning pattern,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-math-education-welcome-mat-for-classroom-and-school-f81e324d95-f81e324d95__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-469,chillgen.com,custom-math-education-welcome-mat-for-classroom-and-school-f81e324d95-f81e324d95,15913233383793,80877455442289,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/31d98212ba492366f47b517e72d71c992c492d88f09633be1c4d17b75a4e2cc1.jpg?v=1784369787,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Playroom mockup with black Why Math rug,,Playroom mockup with black Why Math rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-math-education-welcome-mat-for-classroom-and-school-f81e324d95-f81e324d95__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B047-469,chillgen.com,custom-math-education-welcome-mat-for-classroom-and-school-f81e324d95-f81e324d95,15913233383793,80877455475057,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d4436f530ff04e6f6fb57bbc456985fe96cb1cd5e143fea02c3261baba7b0d82.jpg?v=1784369789,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:21:52+07:00,Children gathered near Why Math rug detail,,Children gathered near Why Math rug detail,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B047/custom-math-education-welcome-mat-for-classroom-and-school-f81e324d95-f81e324d95__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
