evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B036-351,chillgen.com,custom-road-map-area-rug-81bfb9cda4-81bfb9cda4,15913398206833,80878938128753,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2beea6d0af4ebc9c93a5ad8c637343552f157167b967c394a1f28229cbda239e.jpg?v=1784368426,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,custom kids road map rug in classroom,,custom kids road map rug in classroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/custom-road-map-area-rug-81bfb9cda4-81bfb9cda4__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-356,chillgen.com,custom-galaxy-wolf-welcome-mat-0e4d706227,15913364685169,80878708851057,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2536b0150906d9e10047d0a8ffd468a797a8e9318967dd2681298707deb2f5cb.jpg?v=1784383381,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,wolf pack rug under sectional sofa,,wolf pack rug under sectional sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/custom-galaxy-wolf-welcome-mat-0e4d706227__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-356,chillgen.com,custom-galaxy-wolf-welcome-mat-0e4d706227,15913364685169,80878708883825,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/354e2c4dc97778507ffa78131abf58c3e9f83c8f579777e7fffdc17ce313173e.jpg?v=1784383381,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,sepia wolf rug under desk,,sepia wolf rug under desk,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/custom-galaxy-wolf-welcome-mat-0e4d706227__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-357,chillgen.com,custom-galaxy-wolves-welcome-mat-5ce46e57d9-5ce46e57d9,15913364914545,80878710063473,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/794720a1c6d064c1159bf01bebf9f3b73285532406b365b50d3dcd4f387dc70d.jpg?v=1784383358,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,snow close up wolf rug beside sofa,,snow close up wolf rug beside sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/custom-galaxy-wolves-welcome-mat-5ce46e57d9-5ce46e57d9__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-357,chillgen.com,custom-galaxy-wolves-welcome-mat-5ce46e57d9-5ce46e57d9,15913364914545,80878710096241,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b952a037a54b70d27f7cf923a4081a3b29dc0ff44bdec32324f9adc7c126f806.jpg?v=1784383358,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,snowy wolf rug in living room,,snowy wolf rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/custom-galaxy-wolves-welcome-mat-5ce46e57d9-5ce46e57d9__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-357,chillgen.com,custom-galaxy-wolves-welcome-mat-5ce46e57d9-5ce46e57d9,15913364914545,80878710129009,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/58b169e2b9752c6b87559149b930bb10d9db11fe5cb6be4154ed03052f285655.jpg?v=1784383364,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,wolf snow rug on wood floor,,wolf snow rug on wood floor,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/custom-galaxy-wolves-welcome-mat-5ce46e57d9-5ce46e57d9__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-357,chillgen.com,custom-galaxy-wolves-welcome-mat-5ce46e57d9-5ce46e57d9,15913364914545,80878710161777,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7201a169926b881883015abf04a6fc190803b713780d1781a36d1718c93e4546.jpg?v=1784383364,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,snow wolf rug under desk,,snow wolf rug under desk,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/custom-galaxy-wolves-welcome-mat-5ce46e57d9-5ce46e57d9__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-357,chillgen.com,custom-galaxy-wolves-welcome-mat-5ce46e57d9-5ce46e57d9,15913364914545,80878710194545,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/72d4e2017a2e0da81412853344409d315081af6d7b936f1013d9fbae98f8c3a7.jpg?v=1784383369,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,close up wolf rug under sectional,,close up wolf rug under sectional,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/custom-galaxy-wolves-welcome-mat-5ce46e57d9-5ce46e57d9__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-358,chillgen.com,galaxy-wolves-wolf-area-rug-carpet-da377ca92e-da377ca92e,15913365209457,80878711210353,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/688074df088e163177ae937fe902b95452b64b1656f4a0ca176c405fd16828b7.jpg?v=1784383342,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,dreamcatcher wolf rug beside sofa,,dreamcatcher wolf rug beside sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/galaxy-wolves-wolf-area-rug-carpet-da377ca92e-da377ca92e__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-358,chillgen.com,galaxy-wolves-wolf-area-rug-carpet-da377ca92e-da377ca92e,15913365209457,80878711243121,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b01ad1958215cefea4f870fc0e726ae24afd95341f87d53bf79a1b2203a1d9ea.jpg?v=1784383348,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,wolf dreamcatcher rug on wood floor,,wolf dreamcatcher rug on wood floor,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/galaxy-wolves-wolf-area-rug-carpet-da377ca92e-da377ca92e__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-358,chillgen.com,galaxy-wolves-wolf-area-rug-carpet-da377ca92e-da377ca92e,15913365209457,80878711275889,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0ed60e39b57a01049da86a9536eee55de6e33e1709724cf3cd748ad0b6979b8f.jpg?v=1784383348,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,dreamcatcher wolf rug in living room,,dreamcatcher wolf rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/galaxy-wolves-wolf-area-rug-carpet-da377ca92e-da377ca92e__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-358,chillgen.com,galaxy-wolves-wolf-area-rug-carpet-da377ca92e-da377ca92e,15913365209457,80878711308657,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8ab0774bcd3179b92ad222ffd9ee6344312b794bcdad45957b3b56e8b1d6a2a7.jpg?v=1784383353,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,wolf area rug under sectional,,wolf area rug under sectional,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/galaxy-wolves-wolf-area-rug-carpet-da377ca92e-da377ca92e__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-358,chillgen.com,galaxy-wolves-wolf-area-rug-carpet-da377ca92e-da377ca92e,15913365209457,80878711341425,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/033f36d0cbfc1f9b15311dba0ee3f4b4329d7d69af46b0efe774f8be473ea918.jpg?v=1784383353,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,dreamcatcher wolf rug under desk,,dreamcatcher wolf rug under desk,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/galaxy-wolves-wolf-area-rug-carpet-da377ca92e-da377ca92e__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-359,chillgen.com,custom-galaxy-wolves-rug-boy-room-e0ded989b1,15913365438833,80878712226161,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/105926696c5618181824d5b15a14a04473e34b88def6b2e515fda5f72a46820f.jpg?v=1784383331,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,blue moon mountain wolf rug beside sofa,,blue moon mountain wolf rug beside sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/custom-galaxy-wolves-rug-boy-room-e0ded989b1__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-359,chillgen.com,custom-galaxy-wolves-rug-boy-room-e0ded989b1,15913365438833,80878712258929,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/743f243823f22d63dc1d7f2184ced57e3bd86caa42b4f7637c8b32e883b8b9ee.jpg?v=1784383331,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,howling wolf rug on wood floor,,howling wolf rug on wood floor,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/custom-galaxy-wolves-rug-boy-room-e0ded989b1__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-359,chillgen.com,custom-galaxy-wolves-rug-boy-room-e0ded989b1,15913365438833,80878712291697,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c4182821b254b523ca22f897ce23669320cd6d2dfb203b2b04f895c30ed11f23.jpg?v=1784383337,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,moon mountain wolf rug in living room,,moon mountain wolf rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/custom-galaxy-wolves-rug-boy-room-e0ded989b1__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-359,chillgen.com,custom-galaxy-wolves-rug-boy-room-e0ded989b1,15913365438833,80878712324465,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b7cce9b0a9047c79ec31152834f20bff4c920a784ce3c3834f4a09083909fdc8.jpg?v=1784383336,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,blue wolf rug under sectional,,blue wolf rug under sectional,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/custom-galaxy-wolves-rug-boy-room-e0ded989b1__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-359,chillgen.com,custom-galaxy-wolves-rug-boy-room-e0ded989b1,15913365438833,80878712357233,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/217f6abdabb4cd14aa7974cea16b0a3d76c93f1b9bd6f6cb013d69696193105a.jpg?v=1784383343,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,howling wolf rug under desk,,howling wolf rug under desk,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/custom-galaxy-wolves-rug-boy-room-e0ded989b1__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-360,chillgen.com,wolf-galaxy-wolves-area-rug-f49c8f2c6e-f49c8f2c6e,15913366258033,80878716977521,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c7b38b2c6597d789e91c3ac6de899b13ab6f5e27b1bb864bb3714f9d62d9facd.jpg?v=1784383314,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,two tone galaxy wolf rug beside sofa,,two tone galaxy wolf rug beside sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/wolf-galaxy-wolves-area-rug-f49c8f2c6e-f49c8f2c6e__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-360,chillgen.com,wolf-galaxy-wolves-area-rug-f49c8f2c6e-f49c8f2c6e,15913366258033,80878717010289,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b420e1944db3b5667f43e8da5a3335383a6b9bbf18d52dca6e50f06b07ba047b.jpg?v=1784383319,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,pink blue wolf rug on wood floor,,pink blue wolf rug on wood floor,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/wolf-galaxy-wolves-area-rug-f49c8f2c6e-f49c8f2c6e__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-360,chillgen.com,wolf-galaxy-wolves-area-rug-f49c8f2c6e-f49c8f2c6e,15913366258033,80878717043057,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/5006a4056877053ce0914b5dd626f50227a18c78a9a5b169ee463794d1eea7b3.jpg?v=1784383319,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,galaxy wolf rug in living room,,galaxy wolf rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/wolf-galaxy-wolves-area-rug-f49c8f2c6e-f49c8f2c6e__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-360,chillgen.com,wolf-galaxy-wolves-area-rug-f49c8f2c6e-f49c8f2c6e,15913366258033,80878717075825,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0226cae5ede9a9e80886fa3626fb853dd2609aaa9e0474e840ba424219c4dc36.jpg?v=1784383325,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,two tone wolf rug under sectional,,two tone wolf rug under sectional,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/wolf-galaxy-wolves-area-rug-f49c8f2c6e-f49c8f2c6e__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B036-360,chillgen.com,wolf-galaxy-wolves-area-rug-f49c8f2c6e-f49c8f2c6e,15913366258033,80878717108593,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/54b27063638744d2a798f13281ca12f0e88de7aaf0fa77ff8be03c5c880567d4.jpg?v=1784383325,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:26:39+07:00,galaxy wolf rug under desk,,galaxy wolf rug under desk,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B036/wolf-galaxy-wolves-area-rug-f49c8f2c6e-f49c8f2c6e__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
