evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B032-311,chillgen.com,personalized-classroom-doormat-with-custom-teacher-name-956ffe5ee5,15913424126321,80879130673521,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/78d6fd56073b15386fd92ba298ddce0567819611d304c12859b8b24bda5f7498.jpg?v=1784368018,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,Yay You're Here teacher mat flat view,,Yay You're Here teacher mat flat view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-classroom-doormat-with-custom-teacher-name-956ffe5ee5__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-315,chillgen.com,personalized-classroom-welcome-doormat-b5fe59f765-b5fe59f765,15913424486769,80879135261041,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f41cf54d49f358db3a4bc7b82e282f9c2ee0e0ac4ead21f1f06a8fcf2ef740f7.jpg?v=1784367945,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,non-skid backing detail for affirmation mat,,non-skid backing detail for affirmation mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-classroom-welcome-doormat-b5fe59f765-b5fe59f765__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-315,chillgen.com,personalized-classroom-welcome-doormat-b5fe59f765-b5fe59f765,15913424486769,80879135293809,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/39ffd8a86923ac956424446e60832c2e673cc5455c9f2f2e9079b0fff2bde5fa.jpg?v=1784367945,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,affirmation classroom doormat size chart,,affirmation classroom doormat size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-classroom-welcome-doormat-b5fe59f765-b5fe59f765__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-315,chillgen.com,personalized-classroom-welcome-doormat-b5fe59f765-b5fe59f765,15913424486769,80879135326577,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0c150cc302058ef75aca47a4e50cc070cd6345b39b1679bd5b4300084ca3432c.jpg?v=1784367950,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,classroom affirmation mat use panel,,classroom affirmation mat use panel,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-classroom-welcome-doormat-b5fe59f765-b5fe59f765__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-315,chillgen.com,personalized-classroom-welcome-doormat-b5fe59f765-b5fe59f765,15913424486769,80879135359345,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/673a4cc203393646da2f9ef0123b99d60011d798062d6dbab42f1b1f923f9db3.jpg?v=1784367952,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,personalized affirmation mat held,,personalized affirmation mat held,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-classroom-welcome-doormat-b5fe59f765-b5fe59f765__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-315,chillgen.com,personalized-classroom-welcome-doormat-b5fe59f765-b5fe59f765,15913424486769,80879135392113,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/864a631bd4570456a7898b96a79d97908eefd3e01c5241b926a9878c029f8367.jpg?v=1784367956,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,affirmation classroom mat at doorway with dog,,affirmation classroom mat at doorway with dog,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-classroom-welcome-doormat-b5fe59f765-b5fe59f765__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-316,chillgen.com,personalized-soccer-2026-area-rug-73a22990b0-73a22990b0,15913451454833,80879324758385,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c2e7498aed778bcf4348dff1adc9014a33fba7c72d5101beefd5d27e6a4e13b8.jpg?v=1784384334,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,USA Road To Glory soccer rug in living room,,USA Road To Glory soccer rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-soccer-2026-area-rug-73a22990b0-73a22990b0__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-316,chillgen.com,personalized-soccer-2026-area-rug-73a22990b0-73a22990b0,15913451454833,80879324791153,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/dc324f2240843b5305ee4ad691e16abe78f886b9a5acc8d9ff4f511c967cd333.jpg?v=1784384334,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,patriotic soccer rug room mockup,,patriotic soccer rug room mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-soccer-2026-area-rug-73a22990b0-73a22990b0__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-316,chillgen.com,personalized-soccer-2026-area-rug-73a22990b0-73a22990b0,15913451454833,80879324823921,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/360b8a99dff946f8e20372bd58801ee6b808ce2391366adb96dc4a406e8bfe37.jpg?v=1784384339,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,USA soccer rug patio view,,USA soccer rug patio view,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-soccer-2026-area-rug-73a22990b0-73a22990b0__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-316,chillgen.com,personalized-soccer-2026-area-rug-73a22990b0-73a22990b0,15913451454833,80879324856689,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/13e23166029e86834869dc6ec7a09145d7c84fc04dd2923d718949871cf07886.jpg?v=1784384339,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,USA road to glory rug beside sofa,,USA road to glory rug beside sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-soccer-2026-area-rug-73a22990b0-73a22990b0__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-316,chillgen.com,personalized-soccer-2026-area-rug-73a22990b0-73a22990b0,15913451454833,80879324889457,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f3a705160f5b6c2f51887e0bb0af4b67f0b5c3b7b4642f53bb3eae79cdf5d235.jpg?v=1784384345,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,soccer fan rug by fireplace,,soccer fan rug by fireplace,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-soccer-2026-area-rug-73a22990b0-73a22990b0__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-316,chillgen.com,personalized-soccer-2026-area-rug-73a22990b0-73a22990b0,15913451454833,80879324922225,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/df8d113d8240d9b0cbbd5ae568331b7f1648301b3d578c948f693329819b72ae.jpg?v=1784384345,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,soccer rug size chart,,soccer rug size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-soccer-2026-area-rug-73a22990b0-73a22990b0__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-316,chillgen.com,personalized-soccer-2026-area-rug-73a22990b0-73a22990b0,15913451454833,80879324954993,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/55bda95a7df41d9e90b32ab2ef7ce2a869dc249c53f72584f69db51611400dd7.jpg?v=1784384350,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,microfiber memory foam soccer rug detail,,microfiber memory foam soccer rug detail,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-soccer-2026-area-rug-73a22990b0-73a22990b0__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-316,chillgen.com,personalized-soccer-2026-area-rug-73a22990b0-73a22990b0,15913451454833,80879324987761,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e2603817623bb0a31ac7d8b7577c71326eaf5edb91a82641dd120d66097eafc2.jpg?v=1784384350,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,anti-slip backing and surface detail,,anti-slip backing and surface detail,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-soccer-2026-area-rug-73a22990b0-73a22990b0__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-317,chillgen.com,personalized-soccer-trophy-world-flags-doormat-00f2f9bbfa,15913451585905,80879326036337,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d3b663c0ad6495fecf0c602e279415e05f4aa03ffea8da1ce6c46255bde73883.jpg?v=1784384312,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,world flags soccer stadium rug in living room,,world flags soccer stadium rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-soccer-trophy-world-flags-doormat-00f2f9bbfa__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-317,chillgen.com,personalized-soccer-trophy-world-flags-doormat-00f2f9bbfa,15913451585905,80879326069105,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/cbd7ecad0ae486089900f648b4c76187c404352dc187a5ca8c3e9c93b10741c8.jpg?v=1784384312,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,soccer stadium rug beside sofa,,soccer stadium rug beside sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-soccer-trophy-world-flags-doormat-00f2f9bbfa__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-317,chillgen.com,personalized-soccer-trophy-world-flags-doormat-00f2f9bbfa,15913451585905,80879326101873,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a14af872dcc17081bdec122390eb45b127598f5f5d9623b907f3e75a11b45e24.jpg?v=1784384318,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,stadium soccer rug on patio,,stadium soccer rug on patio,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-soccer-trophy-world-flags-doormat-00f2f9bbfa__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-317,chillgen.com,personalized-soccer-trophy-world-flags-doormat-00f2f9bbfa,15913451585905,80879326134641,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a7f44b70cc09e300cfb7654a281c0f62d8e458006bf19d7e96b0b3defaec7389.jpg?v=1784384317,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,world flags soccer rug room mockup,,world flags soccer rug room mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-soccer-trophy-world-flags-doormat-00f2f9bbfa__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-317,chillgen.com,personalized-soccer-trophy-world-flags-doormat-00f2f9bbfa,15913451585905,80879326167409,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/84ba33fe52b49abc16f43967ce904c8f13273977d691bce9f546b22aa3e421f8.jpg?v=1784384323,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,soccer stadium rug by fireplace,,soccer stadium rug by fireplace,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-soccer-trophy-world-flags-doormat-00f2f9bbfa__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-317,chillgen.com,personalized-soccer-trophy-world-flags-doormat-00f2f9bbfa,15913451585905,80879326200177,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7bfc054374a2e7e1768aa61da97e16e9eed1fbacc2b80ec34d6ed587002ad9e9.jpg?v=1784384323,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,soccer rug size chart,,soccer rug size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-soccer-trophy-world-flags-doormat-00f2f9bbfa__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-317,chillgen.com,personalized-soccer-trophy-world-flags-doormat-00f2f9bbfa,15913451585905,80879326232945,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d0ce37de4e755ad72408e5ef51a6644ccf73ce8ec42079f20aa5b96da3b08a80.jpg?v=1784384328,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,anti-slip backing and surface panel,,anti-slip backing and surface panel,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-soccer-trophy-world-flags-doormat-00f2f9bbfa__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-317,chillgen.com,personalized-soccer-trophy-world-flags-doormat-00f2f9bbfa,15913451585905,80879326265713,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9701989fa7c3463e41ddd86aaf0875ace2ac0963d61c81e6d4d12fbcd78051ba.jpg?v=1784384329,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,stadium rug microfiber detail,,stadium rug microfiber detail,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-soccer-trophy-world-flags-doormat-00f2f9bbfa__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-318,chillgen.com,personalized-soccer-trophy-area-rug-05582886df,15913451716977,80879328002417,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/653289b786ea4846afcc2225d9656adf75c7065cba65a2f3653bb82551fa64b6.jpg?v=1784384289,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,World Game 2026 trophy rug in living room,,World Game 2026 trophy rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-soccer-trophy-area-rug-05582886df__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-318,chillgen.com,personalized-soccer-trophy-area-rug-05582886df,15913451716977,80879328035185,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/79406ebbe2dd4a1d4e8a5462ff05c7e21c74b27ea366613bf4c7651e2aefca4f.jpg?v=1784384290,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,soccer trophy rug beside sofa,,soccer trophy rug beside sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-soccer-trophy-area-rug-05582886df__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-318,chillgen.com,personalized-soccer-trophy-area-rug-05582886df,15913451716977,80879328067953,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e3016517a0fda5b912a4026149166f8ba9895b22e4c9d342520e7e156398cf18.jpg?v=1784384295,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,2026 trophy rug room mockup,,2026 trophy rug room mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-soccer-trophy-area-rug-05582886df__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-318,chillgen.com,personalized-soccer-trophy-area-rug-05582886df,15913451716977,80879328100721,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3856f5cee1ced0d3d8e1c18a61f4f0c93d71caa784091c7d44e5eff2f2474813.jpg?v=1784384295,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,soccer trophy rug on patio,,soccer trophy rug on patio,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-soccer-trophy-area-rug-05582886df__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-318,chillgen.com,personalized-soccer-trophy-area-rug-05582886df,15913451716977,80879328133489,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ffb4bae2eb5894c6b9c7fdad3ba36d044f3081ac8437db36c2437ab039a00d7c.jpg?v=1784384300,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,trophy soccer rug by fireplace,,trophy soccer rug by fireplace,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-soccer-trophy-area-rug-05582886df__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-318,chillgen.com,personalized-soccer-trophy-area-rug-05582886df,15913451716977,80879328166257,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1144c0813b0116a4f83cb65f2ead285939a300d86d97f81d886c69b2f3675f7c.jpg?v=1784384301,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,microfiber surface soccer rug detail,,microfiber surface soccer rug detail,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-soccer-trophy-area-rug-05582886df__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-318,chillgen.com,personalized-soccer-trophy-area-rug-05582886df,15913451716977,80879328199025,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f6d878c702d50d10f1865712473fee5b77f35e52a8424900dd75d3b3b85281eb.jpg?v=1784384306,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,anti-slip backing and stain resistance panel,,anti-slip backing and stain resistance panel,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-soccer-trophy-area-rug-05582886df__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-318,chillgen.com,personalized-soccer-trophy-area-rug-05582886df,15913451716977,80879328231793,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a7e3007613a6a9c8c681e3ab8c0614ea1c60d78f37dfc340e09c81dac50cd278.jpg?v=1784384306,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,World Game 2026 trophy rug size chart,,World Game 2026 trophy rug size chart,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-soccer-trophy-area-rug-05582886df__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-319,chillgen.com,personalized-soccer-2026-area-rug-c2d07261b5,15913451848049,80879329640817,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/06fab3223c689ecb834608e2f463f094aea5c0458d78ef6dc32715eb38c59bcb.jpg?v=1784384268,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,USA Canada Mexico soccer rug in living room,,USA Canada Mexico soccer rug in living room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-soccer-2026-area-rug-c2d07261b5__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-319,chillgen.com,personalized-soccer-2026-area-rug-c2d07261b5,15913451848049,80879329673585,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3b89030ce28f639343833d7ac7daff9ee24b002cd903c4e4011c426b771fced6.jpg?v=1784384268,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,host flags soccer rug beside sofa,,host flags soccer rug beside sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-soccer-2026-area-rug-c2d07261b5__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B032-319,chillgen.com,personalized-soccer-2026-area-rug-c2d07261b5,15913451848049,80879329706353,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a174386c3c7a7423aa34f8956c4442167798210d66da80786b26aa470bf81f29.jpg?v=1784384273,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:10:40+07:00,soccer 2026 host flags rug room mockup,,soccer 2026 host flags rug room mockup,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B032/personalized-soccer-2026-area-rug-c2d07261b5__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
