evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B042-411,chillgen.com,custom-composition-notebook-classroom-rug-e78523a9ef-e78523a9ef,15913205399921,80877131694449,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ce9771688dc1b0261f726b166479e9c5837207b37bd8670d4952b1ee68ecc501.jpg?v=1784370011,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Floral composition notebook teacher-name rug shown by sofa,,Floral composition notebook teacher-name rug shown by sofa,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-composition-notebook-classroom-rug-e78523a9ef-e78523a9ef__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-415,chillgen.com,custom-mathematics-education-classroom-rug-0639e24f25,15913231352177,80877425590641,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e457fd90cdabec582d61563cbdb42e270b318b6f5c9948709e85b6e81d0f2bce.jpg?v=1784369876,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Top view of multiplication facts classroom rug,,Top view of multiplication facts classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-mathematics-education-classroom-rug-0639e24f25__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-415,chillgen.com,custom-mathematics-education-classroom-rug-0639e24f25,15913231352177,80877425623409,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/827c285e07d1e81aaf918f319c46a2f0e0a64c84519bab99a6d8bc8a20a6deed.jpg?v=1784369877,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Classroom mockup with large multiplication chart rug,,Classroom mockup with large multiplication chart rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-mathematics-education-classroom-rug-0639e24f25__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-415,chillgen.com,custom-mathematics-education-classroom-rug-0639e24f25,15913231352177,80877425656177,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6382cafedbcda43469d7aeb338332a651960fad66530b6b7eca070ef0f859730.jpg?v=1784369881,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Playroom mockup with black chalkboard math rug,,Playroom mockup with black chalkboard math rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-mathematics-education-classroom-rug-0639e24f25__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-415,chillgen.com,custom-mathematics-education-classroom-rug-0639e24f25,15913231352177,80877425688945,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/48fe5322d0ff3c7cbd77b23285ef6313ebc2b79819970b20de1abc55ca95ef96.jpg?v=1784369882,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Children sitting near multiplication chart details,,Children sitting near multiplication chart details,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-mathematics-education-classroom-rug-0639e24f25__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-415,chillgen.com,custom-mathematics-education-classroom-rug-0639e24f25,15913231352177,80877425721713,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1b7871212682fac6aaab5a143e16a4d6c4475924faa9df221d20c0bc759203ef.jpg?v=1784369887,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Teacher and children gathered on multiplication chart rug,,Teacher and children gathered on multiplication chart rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-mathematics-education-classroom-rug-0639e24f25__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-415,chillgen.com,custom-mathematics-education-classroom-rug-0639e24f25,15913231352177,80877425754481,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/15e9a92a23e31a387fc8cd2884017e73f15ec51a39ebab05177a0d7f7c020c3f.jpg?v=1784369887,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Feature graphic showing bound edges thickness and learning pattern,,Feature graphic showing bound edges thickness and learning pattern,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-mathematics-education-classroom-rug-0639e24f25__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-416,chillgen.com,custom-a-good-day-to-read-book-rug-d1d331ba7d-d1d331ba7d,15913269592433,80877854490993,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3be45ffab6c81e1d723d8ed88236b378028d22b1dcc518a3f5c430f64799cb94.jpg?v=1784369697,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Black Reading Bloom rug with flowers and open book in playroom,,Black Reading Bloom rug with flowers and open book in playroom,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-a-good-day-to-read-book-rug-d1d331ba7d-d1d331ba7d__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-416,chillgen.com,custom-a-good-day-to-read-book-rug-d1d331ba7d-d1d331ba7d,15913269592433,80877854523761,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/75acba007ff2ae5938bfb344b0b06011110ffa369b4481cceb17b828bc6487b1.jpg?v=1784369701,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Size chart for Reading helps our mind bloom rug,,Size chart for Reading helps our mind bloom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-a-good-day-to-read-book-rug-d1d331ba7d-d1d331ba7d__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-416,chillgen.com,custom-a-good-day-to-read-book-rug-d1d331ba7d-d1d331ba7d,15913269592433,80877854556529,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0ea27d3c771ce2e8eac578517d88409f091591e8b1a29ea25de5556873d74bcc.jpg?v=1784369703,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Library room mockup with black reading bloom rug,,Library room mockup with black reading bloom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-a-good-day-to-read-book-rug-d1d331ba7d-d1d331ba7d__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-416,chillgen.com,custom-a-good-day-to-read-book-rug-d1d331ba7d-d1d331ba7d,15913269592433,80877854589297,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/42971ae5caf132903f17765ace2a88a9f9c31ae1266873bc9ee69ab979b09c9f.jpg?v=1784369706,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Children gathered around Reading Bloom classroom rug,,Children gathered around Reading Bloom classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-a-good-day-to-read-book-rug-d1d331ba7d-d1d331ba7d__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-416,chillgen.com,custom-a-good-day-to-read-book-rug-d1d331ba7d-d1d331ba7d,15913269592433,80877854622065,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d1c01cecc2a5b1636f1fa6b27920c1a3b9c66b6ba6a58c7eb0bc80b550521ac1.jpg?v=1784369708,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Feature graphic for Reading Bloom rug thickness and bound edges,,Feature graphic for Reading Bloom rug thickness and bound edges,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-a-good-day-to-read-book-rug-d1d331ba7d-d1d331ba7d__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-416,chillgen.com,custom-a-good-day-to-read-book-rug-d1d331ba7d-d1d331ba7d,15913269592433,80877854654833,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b0d9101b3d932fb2e8a24278d9c4782ffbbf780867efc87b7ba426c224518eed.jpg?v=1784369712,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Teacher reading to children on book-themed classroom rug,,Teacher reading to children on book-themed classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-a-good-day-to-read-book-rug-d1d331ba7d-d1d331ba7d__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-416,chillgen.com,custom-a-good-day-to-read-book-rug-d1d331ba7d-d1d331ba7d,15913269592433,80877854687601,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/537b1c629dc167c827658109b498fe57f4f45ccaa9413625a1bec038b61e8b4c.jpg?v=1784369714,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Backing and soft material infographic for reading rug,,Backing and soft material infographic for reading rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-a-good-day-to-read-book-rug-d1d331ba7d-d1d331ba7d__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-416,chillgen.com,custom-a-good-day-to-read-book-rug-d1d331ba7d-d1d331ba7d,15913269592433,80877854720369,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1f2996f21a70073d128925702befba85b0d4dcf6b73a566da86fcf3c50b9e1e4.jpg?v=1784369718,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Machine washable and vacuum cleaner graphic for black reading rug,,Machine washable and vacuum cleaner graphic for black reading rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-a-good-day-to-read-book-rug-d1d331ba7d-d1d331ba7d__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-416,chillgen.com,custom-a-good-day-to-read-book-rug-d1d331ba7d-d1d331ba7d,15913269592433,80877854753137,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2204a4a23084969eeadd996baed8da87be8d178b8c0dc720bbee776b5d31dc88.jpg?v=1784369719,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Classroom mockup with Reading Bloom rug near whiteboard,,Classroom mockup with Reading Bloom rug near whiteboard,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-a-good-day-to-read-book-rug-d1d331ba7d-d1d331ba7d__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-417,chillgen.com,custom-vintage-book-classroom-reading-rug-3c50e8b414,15913269756273,80877857014129,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ddd03c653cffe4d46b869f9c547e0519d82dd5d79d5d6bc3c108d9244c10ef19.jpg?v=1784369673,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Cream vintage book rug shown in patio lounge setting,,Cream vintage book rug shown in patio lounge setting,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-vintage-book-classroom-reading-rug-3c50e8b414__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-417,chillgen.com,custom-vintage-book-classroom-reading-rug-3c50e8b414,15913269756273,80877857046897,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/82ad5445fa4b8c027c89307fbb355f6ac8c52835a29aea878fa5425b8dd22e2d.jpg?v=1784369674,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Vintage book classroom rug in small children's room,,Vintage book classroom rug in small children's room,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-vintage-book-classroom-reading-rug-3c50e8b414__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-417,chillgen.com,custom-vintage-book-classroom-reading-rug-3c50e8b414,15913269756273,80877857079665,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d4296f94a032a37715b9742d5f433d5eac0630f553c528ff62042cec8875cecb.jpg?v=1784369679,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Feature graphic with vintage book rug thickness and bound edges,,Feature graphic with vintage book rug thickness and bound edges,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-vintage-book-classroom-reading-rug-3c50e8b414__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-417,chillgen.com,custom-vintage-book-classroom-reading-rug-3c50e8b414,15913269756273,80877857112433,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/ec2ef4e12c20b70e231aa24932886e466a860dc8d25c0f0a69fb9ae1eebbd0ab.jpg?v=1784369680,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Backing and stain fade resistance infographic for cream book rug,,Backing and stain fade resistance infographic for cream book rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-vintage-book-classroom-reading-rug-3c50e8b414__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-417,chillgen.com,custom-vintage-book-classroom-reading-rug-3c50e8b414,15913269756273,80877857145201,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e48ab01825b058f80fecb0bd73601be088cdea037a1a9ba5a0e6352221142215.jpg?v=1784369685,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Playroom mockup with vintage book reading rug,,Playroom mockup with vintage book reading rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-vintage-book-classroom-reading-rug-3c50e8b414__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-417,chillgen.com,custom-vintage-book-classroom-reading-rug-3c50e8b414,15913269756273,80877857177969,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/0e1441114cce6d32c74c10b3349790e09eae8672c2bc6ddbf3306dde1d4ffaa0.jpg?v=1784369686,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Child playing on cream vintage book library rug,,Child playing on cream vintage book library rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-vintage-book-classroom-reading-rug-3c50e8b414__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-417,chillgen.com,custom-vintage-book-classroom-reading-rug-3c50e8b414,15913269756273,80877857210737,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2f6c69db0a5ae43cec1af9ae94ff9819b38aa295f2fa6b5cfb3eb0cce1650d5c.jpg?v=1784369690,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Close-up of cream microfiber surface and book artwork,,Close-up of cream microfiber surface and book artwork,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-vintage-book-classroom-reading-rug-3c50e8b414__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-417,chillgen.com,custom-vintage-book-classroom-reading-rug-3c50e8b414,15913269756273,80877857243505,GALLERY_PUBLIC_CDN,8,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/dca99d0701b2b9ab7f4df21606031ae25bea4b7f08e9aa6337eb5b4977aec01c.jpg?v=1784369692,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Children sitting near vintage book rug detail,,Children sitting near vintage book rug detail,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-vintage-book-classroom-reading-rug-3c50e8b414__img_08.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-417,chillgen.com,custom-vintage-book-classroom-reading-rug-3c50e8b414,15913269756273,80877857276273,GALLERY_PUBLIC_CDN,9,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/1de624e754a7a88f4b1ab0cc53f22111bb96ba85f5a91c9a39ccaa28d549ea35.jpg?v=1784369695,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Bright living room mockup with cream vintage book rug,,Bright living room mockup with cream vintage book rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-vintage-book-classroom-reading-rug-3c50e8b414__img_09.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-418,chillgen.com,custom-tree-of-knowledge-classroom-library-rug-077de4a60b,15913270313329,80877863371121,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8a7d173f3edd3e2ea7fad3aec994e906176ed92a91802810900a59e2f52f6c09.jpg?v=1784369607,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Green Tree of Knowledge rug with books and moonlit tree,,Green Tree of Knowledge rug with books and moonlit tree,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-tree-of-knowledge-classroom-library-rug-077de4a60b__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-418,chillgen.com,custom-tree-of-knowledge-classroom-library-rug-077de4a60b,15913270313329,80877863403889,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/2d959675c283140d1f8007eb7adf69a2b123f9b5f112da197fd54287bd5c59f4.jpg?v=1784369607,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Classroom mockup with green book tree rug,,Classroom mockup with green book tree rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-tree-of-knowledge-classroom-library-rug-077de4a60b__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-418,chillgen.com,custom-tree-of-knowledge-classroom-library-rug-077de4a60b,15913270313329,80877863436657,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b6d15bd06810c7f71a96d6a7738d25b73e581835a425892592d704e52f11f3f9.jpg?v=1784369612,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Feature graphic showing learning pattern thickness and bound edges,,Feature graphic showing learning pattern thickness and bound edges,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-tree-of-knowledge-classroom-library-rug-077de4a60b__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-418,chillgen.com,custom-tree-of-knowledge-classroom-library-rug-077de4a60b,15913270313329,80877863469425,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c2c70827e0dc6ad80550951752981b081dd69d83163915b6cdf90180c509ec80.jpg?v=1784369613,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Close-up of books and green microfiber surface,,Close-up of books and green microfiber surface,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-tree-of-knowledge-classroom-library-rug-077de4a60b__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-418,chillgen.com,custom-tree-of-knowledge-classroom-library-rug-077de4a60b,15913270313329,80877863502193,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b8d78b7ec9427d9b843b53f1100f074480e4fff949ee5ac9e83e27031163b743.jpg?v=1784369618,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Backing and material infographic for Tree of Knowledge rug,,Backing and material infographic for Tree of Knowledge rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-tree-of-knowledge-classroom-library-rug-077de4a60b__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-418,chillgen.com,custom-tree-of-knowledge-classroom-library-rug-077de4a60b,15913270313329,80877863534961,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/e94c75bb031b44b693fbc1ae28e4980293cac8895c8e8da7468bc01a2acd03ad.jpg?v=1784369618,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Playroom mockup with green tree classroom library rug,,Playroom mockup with green tree classroom library rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-tree-of-knowledge-classroom-library-rug-077de4a60b__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B042-418,chillgen.com,custom-tree-of-knowledge-classroom-library-rug-077de4a60b,15913270313329,80877863567729,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4a70a9d988457392d7183fe330a533f8d9640eda9af70892e8158ae7e6f1901b.jpg?v=1784369624,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T04:56:27+07:00,Size chart for Tree of Knowledge classroom rug,,Size chart for Tree of Knowledge classroom rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B042/custom-tree-of-knowledge-classroom-library-rug-077de4a60b__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
