evidence_id,shop_domain,Handle,product_id,media_id,image_location,image_number,variant,image_url,image_url_export,identity_status,shared_media_references,viewed_status,viewed_at,observed_visual_details,alt_current,alt_proposed,alt_action,review_status,revision,approved_by,approved_at,approved_fields,approved_revision,evidence_file_or_reference,issues
B046-451,chillgen.com,personalized-patriotic-hunting-doormat-ee02618b87,15912096629105,80870093488497,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/9f96dfff9a7e334c4738908c5d12053bde16c2448d55d4f9e6c330c667cd3e3e.jpg?v=1784385675,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,American Hunter black lab patriotic doormat with antlers and flag,,American Hunter black lab patriotic doormat with antlers and flag,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/personalized-patriotic-hunting-doormat-ee02618b87__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-452,chillgen.com,personalized-hunting-welcome-mat-with-custom-family-name-bcc03694c3-bcc03694c3,15912096956785,80877103120753,GALLERY_PUBLIC_CDN,17,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c48a79a811a61a20d90f815c098eb366a77883f05675044425c1f8a1e522f758_780f74e6-a9f6-41b0-b68e-919e80306c18.jpg?v=1784385659,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Repeated indoor entry mockup with deer and flag mat,,Repeated indoor entry mockup with deer and flag mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/personalized-hunting-welcome-mat-with-custom-family-name-bcc03694c3-bcc03694c3__img_17.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-452,chillgen.com,personalized-hunting-welcome-mat-with-custom-family-name-bcc03694c3-bcc03694c3,15912096956785,80877103153521,GALLERY_PUBLIC_CDN,18,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f6df31fc5072b19cb32782ef6aac1ec788ef011536c46250822d0e610269055f_e0082270-72ad-4d1e-8edd-5fe6ca62f65b.jpg?v=1784385664,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Repeated entryway dog mockup with family hunting mat,,Repeated entryway dog mockup with family hunting mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/personalized-hunting-welcome-mat-with-custom-family-name-bcc03694c3-bcc03694c3__img_18.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-452,chillgen.com,personalized-hunting-welcome-mat-with-custom-family-name-bcc03694c3-bcc03694c3,15912096956785,80877103186289,GALLERY_PUBLIC_CDN,19,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/161f6cb1aaa9a9117516a50615e4a7caaa3a6e497e56cbef24973c23df794d10_199319d9-597d-4e0f-bdc3-68c9dc6bc93d.jpg?v=1784385664,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Repeated couple holding deer duck fishing mat,,Repeated couple holding deer duck fishing mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/personalized-hunting-welcome-mat-with-custom-family-name-bcc03694c3-bcc03694c3__img_19.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-452,chillgen.com,personalized-hunting-welcome-mat-with-custom-family-name-bcc03694c3-bcc03694c3,15912096956785,80877103219057,GALLERY_PUBLIC_CDN,20,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7938a8739febd5c78b76ab10ecefe5506cf3ef6ded9598afe2e943f66a09f416_f9f2a979-b91e-4e7c-973b-f5f2b161bc61.jpg?v=1784385669,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Repeated backing detail graphic for family hunting doormat,,Repeated backing detail graphic for family hunting doormat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/personalized-hunting-welcome-mat-with-custom-family-name-bcc03694c3-bcc03694c3__img_20.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-452,chillgen.com,personalized-hunting-welcome-mat-with-custom-family-name-bcc03694c3-bcc03694c3,15912096956785,80877103251825,GALLERY_PUBLIC_CDN,21,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3f6496932c678a0b55941e6ef1afdada7311e289c8c47507dfd6da2ab713a542_652b5383-62a3-4881-8835-9653518946a1.jpg?v=1784385669,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Repeated size doormat chart for hunting mat,,Repeated size doormat chart for hunting mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/personalized-hunting-welcome-mat-with-custom-family-name-bcc03694c3-bcc03694c3__img_21.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-452,chillgen.com,personalized-hunting-welcome-mat-with-custom-family-name-bcc03694c3-bcc03694c3,15912096956785,80877103284593,GALLERY_PUBLIC_CDN,22,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d6f835e8ae51bfcf44acdc6cb9694a00eabfbd988c855620856e5a686c064694_622b907b-4925-447d-bef5-87f2c47fb112.jpg?v=1784385675,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Repeated placement graphic for cabin entry hunting mat,,Repeated placement graphic for cabin entry hunting mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/personalized-hunting-welcome-mat-with-custom-family-name-bcc03694c3-bcc03694c3__img_22.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-453,chillgen.com,personalized-hunting-doormat-custom-family-name-6e74ed97c6,15913203695985,80877111017841,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7b28fa1911d79d107aaaaf722f4b71a1675897e952986126366c3be85982280d.jpg?v=1784385602,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Bass fishing patriotic doormat with Tastes Like Freedom quote,,Bass fishing patriotic doormat with Tastes Like Freedom quote,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/personalized-hunting-doormat-custom-family-name-6e74ed97c6__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-453,chillgen.com,personalized-hunting-doormat-custom-family-name-6e74ed97c6,15913203695985,80877111050609,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6fc1da6292a9458b2b0a7a2427ed4af905c304532c5608cab755fc05ce35dc9b.jpg?v=1784385603,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Entryway mockup with dog and bass fishing doormat,,Entryway mockup with dog and bass fishing doormat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/personalized-hunting-doormat-custom-family-name-6e74ed97c6__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-453,chillgen.com,personalized-hunting-doormat-custom-family-name-6e74ed97c6,15913203695985,80877111083377,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/3d552c41348fed8faf808a62e2b18602beac954ea07780f97dca5d1299bddddb.jpg?v=1784385608,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Couple holding Tastes Like Freedom bass mat,,Couple holding Tastes Like Freedom bass mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/personalized-hunting-doormat-custom-family-name-6e74ed97c6__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-453,chillgen.com,personalized-hunting-doormat-custom-family-name-6e74ed97c6,15913203695985,80877111116145,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d642a2070a509d7f5a1d25661ee2ecea209d474d4debf34fd9bf26d5446f7928.jpg?v=1784385608,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Indoor entry mockup with patriotic fishing mat,,Indoor entry mockup with patriotic fishing mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/personalized-hunting-doormat-custom-family-name-6e74ed97c6__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-453,chillgen.com,personalized-hunting-doormat-custom-family-name-6e74ed97c6,15913203695985,80877111148913,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7003fb4ce759c8a3f2c0a49986bef944fa15f18d6bb249cb8a211bc996687b53.jpg?v=1784385613,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Backing and thickness graphic for bass fishing doormat,,Backing and thickness graphic for bass fishing doormat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/personalized-hunting-doormat-custom-family-name-6e74ed97c6__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-453,chillgen.com,personalized-hunting-doormat-custom-family-name-6e74ed97c6,15913203695985,80877111181681,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4bfa5db87cbb9c986292ada4b566d56ffb1c9b4de03837c3c36e6d781fb9eb47.jpg?v=1784385614,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Size chart for Tastes Like Freedom doormat,,Size chart for Tastes Like Freedom doormat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/personalized-hunting-doormat-custom-family-name-6e74ed97c6__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-453,chillgen.com,personalized-hunting-doormat-custom-family-name-6e74ed97c6,15913203695985,80877111214449,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/d4a0e8de8f7f430b6c1ce8e12bb065b48249f7901b85b537659b32ffad8a8616.jpg?v=1784385619,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Multi-room placement graphic for patriotic fishing mat,,Multi-room placement graphic for patriotic fishing mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/personalized-hunting-doormat-custom-family-name-6e74ed97c6__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-454,chillgen.com,personalized-hunting-doormat-custom-family-name-flag-67dd3817f2-67dd3817f2,15913206972785,80877155713393,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8e462f2df54f229638916b87cd51ce372062ba56da6498167784f918ec2f2900.jpg?v=1784385580,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Hooked on Freedom bass American flag doormat,,Hooked on Freedom bass American flag doormat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/personalized-hunting-doormat-custom-family-name-flag-67dd3817f2-67dd3817f2__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-454,chillgen.com,personalized-hunting-doormat-custom-family-name-flag-67dd3817f2-67dd3817f2,15913206972785,80877155746161,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f5d1bdb527d03b2725c0e4d9a83c73d4954dd8341e90085a1c16559383963fe6.jpg?v=1784385585,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Entryway mockup with dog and Hooked on Freedom mat,,Entryway mockup with dog and Hooked on Freedom mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/personalized-hunting-doormat-custom-family-name-flag-67dd3817f2-67dd3817f2__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-454,chillgen.com,personalized-hunting-doormat-custom-family-name-flag-67dd3817f2-67dd3817f2,15913206972785,80877155778929,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8831ac60e9f72fb2779103213d80fc24066d34f249c945cdacffd0ff2dcf43db.jpg?v=1784385586,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Indoor entry mockup with bass hunting doormat,,Indoor entry mockup with bass hunting doormat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/personalized-hunting-doormat-custom-family-name-flag-67dd3817f2-67dd3817f2__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-454,chillgen.com,personalized-hunting-doormat-custom-family-name-flag-67dd3817f2-67dd3817f2,15913206972785,80877155811697,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/cb17fb3afeeec51d10e4f45916c477dd9fc5814c0503cfe43db5ce8accc8d6ad.jpg?v=1784385591,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Couple holding patriotic Hooked on Freedom fishing mat,,Couple holding patriotic Hooked on Freedom fishing mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/personalized-hunting-doormat-custom-family-name-flag-67dd3817f2-67dd3817f2__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-454,chillgen.com,personalized-hunting-doormat-custom-family-name-flag-67dd3817f2-67dd3817f2,15913206972785,80877155844465,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/a5aad424b7a330dc13ff829348cb18671279e51534d74c09667b7ed99086b06e.jpg?v=1784385591,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Multi-room placement graphic for bass doormat,,Multi-room placement graphic for bass doormat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/personalized-hunting-doormat-custom-family-name-flag-67dd3817f2-67dd3817f2__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-454,chillgen.com,personalized-hunting-doormat-custom-family-name-flag-67dd3817f2-67dd3817f2,15913206972785,80877155877233,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/7620f5e19bcf85b7d08fd83611efb887736c9409f3c65d65c2996c17d5311645.jpg?v=1784385597,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Size chart for Hooked on Freedom doormat,,Size chart for Hooked on Freedom doormat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/personalized-hunting-doormat-custom-family-name-flag-67dd3817f2-67dd3817f2__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-454,chillgen.com,personalized-hunting-doormat-custom-family-name-flag-67dd3817f2-67dd3817f2,15913206972785,80877155910001,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/16305ac504a484017db238f34d6ff4842838d55c12d6eea414f068675873ead6.jpg?v=1784385597,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Backing and thickness graphic for bass fishing mat,,Backing and thickness graphic for bass fishing mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/personalized-hunting-doormat-custom-family-name-flag-67dd3817f2-67dd3817f2__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-455,chillgen.com,personalized-hunting-doormat-custom-family-name-d3fa485b6b-d3fa485b6b,15913207071089,80877157482865,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/45032d5fef3bae8c63c1f9ba6b7c0eeeece979767d0a7423381c2ccd9c9383c8.jpg?v=1784385564,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,250th anniversary patriotic eagle doormat with American flag,,250th anniversary patriotic eagle doormat with American flag,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/personalized-hunting-doormat-custom-family-name-d3fa485b6b-d3fa485b6b__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-455,chillgen.com,personalized-hunting-doormat-custom-family-name-d3fa485b6b-d3fa485b6b,15913207071089,80877157515633,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/8ac5164da31b067a3632178def06e48c4ca50c1559ac41343779e826e2ede3db.jpg?v=1784385563,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Entryway mockup with dog and eagle anniversary doormat,,Entryway mockup with dog and eagle anniversary doormat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/personalized-hunting-doormat-custom-family-name-d3fa485b6b-d3fa485b6b__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-455,chillgen.com,personalized-hunting-doormat-custom-family-name-d3fa485b6b-d3fa485b6b,15913207071089,80877157548401,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/4766ed9bcc4435a538b9104612dfffb9a84cb930e1c370527f38eb5e69fd091c.jpg?v=1784385569,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Couple holding patriotic eagle anniversary mat,,Couple holding patriotic eagle anniversary mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/personalized-hunting-doormat-custom-family-name-d3fa485b6b-d3fa485b6b__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-455,chillgen.com,personalized-hunting-doormat-custom-family-name-d3fa485b6b-d3fa485b6b,15913207071089,80877157581169,GALLERY_PUBLIC_CDN,4,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/f437958b6a4ed6b738100833a7c965d7c9796840cdbac1ef2d46fa06e7e3c301.jpg?v=1784385569,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Indoor entry mockup with eagle American flag mat,,Indoor entry mockup with eagle American flag mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/personalized-hunting-doormat-custom-family-name-d3fa485b6b-d3fa485b6b__img_04.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-455,chillgen.com,personalized-hunting-doormat-custom-family-name-d3fa485b6b-d3fa485b6b,15913207071089,80877157613937,GALLERY_PUBLIC_CDN,5,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/65e01e59b5df2ace77d9f5fd7668d24c6d33f0c919438375f9b93a8aa0fb7104.jpg?v=1784385574,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Backing and thickness graphic for patriotic eagle mat,,Backing and thickness graphic for patriotic eagle mat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/personalized-hunting-doormat-custom-family-name-d3fa485b6b-d3fa485b6b__img_05.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-455,chillgen.com,personalized-hunting-doormat-custom-family-name-d3fa485b6b-d3fa485b6b,15913207071089,80877157646705,GALLERY_PUBLIC_CDN,6,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/b4280ad9e65225fa2fcbc08eb6b4c6c020c4a01f76f34d8e988e712f71b1ac85.jpg?v=1784385575,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Size chart for 250th anniversary doormat,,Size chart for 250th anniversary doormat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/personalized-hunting-doormat-custom-family-name-d3fa485b6b-d3fa485b6b__img_06.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-455,chillgen.com,personalized-hunting-doormat-custom-family-name-d3fa485b6b-d3fa485b6b,15913207071089,80877157679473,GALLERY_PUBLIC_CDN,7,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/73ef6637ad9d15425338d7c169ea43b36ba72038971f0a20078996b10b1fee30.jpg?v=1784385580,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Multi-room placement graphic for patriotic eagle doormat,,Multi-room placement graphic for patriotic eagle doormat,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/personalized-hunting-doormat-custom-family-name-d3fa485b6b-d3fa485b6b__img_07.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-456,chillgen.com,custom-golf-area-rug-living-room-mat-566b4cb491-566b4cb491,15912046788977,80869711315313,GALLERY_PUBLIC_CDN,1,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/6bc09c858bd1094b32c5bbff88073cd833d3c55675c9ba84c052ae3fcba55e3d.jpg?v=1784386851,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Vintage golf equipment collage rug in patio room setting,,Vintage golf equipment collage rug in patio room setting,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/custom-golf-area-rug-living-room-mat-566b4cb491-566b4cb491__img_01.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-456,chillgen.com,custom-golf-area-rug-living-room-mat-566b4cb491-566b4cb491,15912046788977,80869711380849,GALLERY_PUBLIC_CDN,2,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c22188b5feca0f0ee06f44dcf7b987e908f249f941a6a1fc2d179fe8abbaab9d.jpg?v=1784386852,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Bright living room mockup with tan golf equipment rug,,Bright living room mockup with tan golf equipment rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/custom-golf-area-rug-living-room-mat-566b4cb491-566b4cb491__img_02.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
B046-456,chillgen.com,custom-golf-area-rug-living-room-mat-566b4cb491-566b4cb491,15912046788977,80869711413617,GALLERY_PUBLIC_CDN,3,,https://cdn.shopify.com/s/files/1/1023/0068/0561/files/c71920f76c89a2249861c6af838f136d05fccf9b30f9a9a95e95b18f8651e434.jpg?v=1784386856,UNKNOWN_WITHOUT_SHOPIFY_EXPORT,PUBLIC_JSON_MATCHED_TO_HANDLE,,VIEWED_CONTACT_SHEET_AND_LOCAL_FILE,2026-09-07T05:17:19+07:00,Sofa room mockup with vintage golf collage rug,,Sofa room mockup with vintage golf collage rug,SET,NEEDS_REVIEW,1,,,,,seo_runs/chillgen.com/chillgen_20260907_01/evidence/images/B046/custom-golf-area-rug-living-room-mat-566b4cb491-566b4cb491__img_03.jpg,alt_current_empty_in_public_json; media_export_url_unknown_without_shopify_export
